SITE_ID,SITE_NO,dummyCell
26546,5MV772,93194
26549,5MV775,111910
26551,5MV777,41121
26552,5MV778,41121
26553,5MV779,33248
26554,5MV78,39564
26559,5MV784,111808
26565,5MV79,76029
26576,5MV8,85909
26577,5MV80,114485
26580,5MV802,15297
26582,5MV804,69153
26585,5MV807,129861
26588,5MV893,85921
26589,5MV894,34477
26590,5MV895,67308
26592,5MV98,121681
26596,5MV983,13649
26597,5MV984,13649
26598,5MV985,13649
26599,5MV986,85171
26612,5MV82,121681
26619,5MV826,17290
26631,5MV837,107995
26632,5MV838,107995
26633,5MV839,107995
26636,5MV841,58674
26638,5MV843,76352
26646,5MV850,109687
26651,5MV855,52648
26653,5MV857,122772
26654,5MV858,63840
26656,5MV86,114485
26670,5MV873,63910
26673,5MV876,63910
26677,5MV885,89707
26679,5MV89,126008
26681,5MV891,62315
26683,5MV897,37644
26686,5MV9,50121
26687,5MV90,6869
26690,5MV902,57926
26698,5MV910,14559
26702,5MV914,93396
26708,5MV920,15022
26710,5MV922,69009
26712,5MV924,29020
26713,5MV925,49672
26720,5MV932,27068
26721,5MV933,123931
26727,5MV94,47000
26730,5MV942,115048
26737,5MV950,106602
26740,5MV953,126659
26741,5MV954,126659
26742,5MV955,126659
26743,5MV956,28445
26744,5MV957,28445
26745,5MV958,28445
26747,5MV96,126008
26749,5MV961,39605
26757,5MV97,121681
26763,5MV976,92930
26769,5MV993,126930
26867,5MV1236,54883
26873,5MV1243,30502
26874,5MV1244,97042
26878,5MV1426,54365
26881,5MV1446,59340
26899,5MV163,40578
26900,5MV167,105511
26904,5MV1706,71079
26912,5MV1715,35688
26914,5MV1717,43156
26937,5MV1892,15167
27002,5MV4818,63177
27016,5MV937,39605
20903,5MT2154,66014
20933,5MT2553,116162
22434,5MV1,80116
22576,5MV117,95039
23071,5MV1676,112094
26672,5MV875,63910
104,5MT3936,31055
2590,5MT2181,111101
2650,5MT2236,72925
6729,5MT8371,30260
16703,5MV1966,41388
16719,5MT8822,90284
16720,5MT8839,33717
16723,5MT8827,112848
16740,5MT3930,105732
16741,5MT3951,103249
16750,NA,129048
16761,5MT262,121790
16764,5MT5478,128798
16769,NA,129048
16787,5MT3892,78175
16815,5MT2148,57578
16817,5MT2527,122274
18954,5MT1253,93752
21033,5MT2785,62283
21315,5MT4587,6686
21871,5MT8651,68102
22226,5MT9863,108056
22236,5MT9873,33333
22380,5MT9942,44525
22381,5MT9943,39306
22387,5MT9949,105162
22457,5MV102,37134
22496,5MV1062,7709
22636,5MV1253,90948
22691,5MV1302,70473
22785,5MV1370,11887
22818,5MV140,67236
22845,5MV143,103626
23311,5MV1937,112483
23315,5MV1940,103547
23456,5MV2081,97378
25018,5MV353,37134
26488,5MV72,12570
30002,2021-02,112839
30003,2021-03,12141
30006,2021-06,62694
30007,2021-07,62694
30008,2021-08,124042
30010,2021-10,60721
30011,2021-11,40079
30012,2021-12,48917
30016,2021-16,105853
30017,5MT01187,60084
30019,5MT01269,6145
30020,5MT01913,85430
30022,5MT01915,68277
30029,5MT01920,98105
30033,5MT01928,11748
30036,5MT01940,11089
30037,5MT01941,24862
30039,5MT01942,24862
30040,5MT01943,108405
30048,5MT01948,48917
30049,5MT01948,115113
30051,5MT01949,48917
30054,5MT01952,27351
30056,5MT01953,120882
30063,5MT01961,11788
30064,5MT01962,88383
30066,5MT01966,72706
30070,5MT01968,79688
30078,5MT09815,124042
30079,5MT10478,86304
30080,5MT10479,124042
30081,5MT10480,62694
30082,5MT10481,62694
30085,5MT10484,124042
30087,5MT10489,20103
30090,5MT10490,65821
30091,5MT10490,90424
30093,5MT10490,90424
30095,5MT10594,71806
30096,5MT10595,119773
30098,5MT11324,45203
30099,5MT11325,45203
30100,5MT11326,104128
30103,5MT11328,51562
30104,5MT11329,51562
30109,5MT17257,90424
30110,5MT17257,79688
30117,5MT17259,45162
30121,5MT17260,79688
30122,5MT17260,116995
30124,5MT17264,65829
30125,5MT17265,65829
30126,5MT17266,63092
30127,5MT17291,65829
30128,5MT17419,60171
30131,5MT17551,80043
30133,5MT17564,79630
30135,5MT17564,97610
30136,5MT17566,97610
30137,5MT17567,32243
30148,5MT17578,85575
30152,5MT17583,122583
30154,5MT17583,46285
30155,5MT23290,54462
30158,5MT23458,97644
30163,5MT23462,102208
30164,5MT23462,102208
30165,5MT23462,102208
30167,5MT23464,45203
30168,5MT23465,69619
30172,5MT23469,72215
30174,5MT23471,64928
30179,5MT23474,11788
30181,5MT23474,80597
30182,5MT23476,34721
30189,5MT23480,80597
30190,5MT23480,80597
30191,5MT23480,80597
30194,5MT23483,53117
30199,5MT23488,60721
30200,5MT23488,60721
30202,5MT23490,115113
30205,5MT23493,40079
30206,5MT23493,40079
30207,5MT23494,18685
30208,5MT23494,18685
30209,5MT23494,18685
30212,5MT23497,82889
30214,5MT23497,18685
30215,5MT23497,18685
30216,5MT23498,85406
30217,5MT23499,82889
30218,5MT23500,115113
30219,5MT23501,115113
30220,5MT23502,115113
30224,5MT23506,129347
30231,5MT23511,88912
30235,5MV04485,78598
30236,5MV04486,28516
30000,2021-00,51116
30094,5MT10594,71806
30097,5MT10834,88880
30132,5MT17552,52049
30150,5MT17582,66941
30161,5MT23461,102208
30192,5MT23481,102234
6290,5MT7414,84499
8373,5MV3918,92550
8445,5MT10991F,67636
17783,5MT10991T,67636
17784,5MT10991U,67636
18373,5MT10600,5655
18935,5MT1244,100783
19565,5MT16465,9667
20934,5MT2554,116162
22511,5MV108,112330
22548,5MV112,95039
22556,5MV113,95039
22565,5MV114,95039
22572,5MV115,95039
22580,5MV118,95039
22611,5MV1219,78444
22707,5MV1317,115078
25015,5MV3527,57867
25016,5MV3528,129465
25127,5MV3629,17754
25138,5MV3639,14368
25302,5MV3790,98902
25788,5MV4267,129465
26265,5MV494,82936
26421,5MV641,84213
26455,5MV68,95039
26463,5MV697,98902
26526,5MV754,97026
26584,5MV806,8189
26600,5MV809,117816
25038,5MV3549,40936
25223,5MV3715,85842
26567,5MV791,20009
30004,2021-04,58658
30034,5MT01929,12617
30053,5MT01951,60721
30210,5MT23495,18685
2,5MT19157,76880
31,5MT19182,16026
33,5MT5151,6157
41,5MT5395,87858
52,5MT19193,126350
58,5MT19197,15108
63,5MT5148,100221
76,5MT19207,24421
95,5MT19217,78452
103,5MT19222,7545
138,5MT19245,35769
144,5MT19249,97671
163,5MT19258,127895
166,5MT19259,125835
181,5MT19268,119854
186,5MT19273,49935
251,5MT19314,40777
255,5MT19318,53314
257,5MT19803,26877
262,5MT19322,23485
275,5MT19331,41229
314,5MT19362,117031
371,5MT19401,55333
394,5MT19417,17804
449,5MT2800,78673
451,5MT10992,54148
456,5MT10997,127420
468,5MT1828,72487
471,5MT1826,83963
503,5MT4948,6019
526,5DL1309,104579
529,5DL1342,113027
549,5DL524,23076
553,5DL541,96770
556,5DL544,26812
563,5DL598,70087
600,5MT10301,45061
603,5MT10304,69618
610,5MT10328,95655
635,5MT10381,33975
640,5MT10386,113636
648,5MT10394,128422
650,5MT10396,44977
653,5MT10399,45318
715,5MT10558,28345
719,5MT10562,83697
788,5MT10649,61596
789,5MT10650,61596
964,5MT10837,30972
966,5MT10839,108229
967,5MT10840,125724
970,5MT10843,113278
979,5MT10950,109623
980,5MT10951,86145
982,5MT10953,80721
983,5MT10954,51422
986,5MT10957,88857
1031,5MT11059,105632
1032,5MT11060,26336
1035,5MT11063,44949
1041,5MT11069,95055
1074,5MT11311,99903
1075,5MT11332,98787
1076,5MT11333,66130
1095,5MT11360,48375
1097,5MT11362,110430
1108,5MT11393,106378
1131,5MT11510,68975
1133,5MT11513,123514
1140,5MT11570,74971
1141,5MT11571,112888
1146,5MT11576,92815
1149,5MT11579,93495
1150,5MT11580,24302
1154,5MT11584,95968
1165,5MT11595,126882
1187,5MT11617,31694
1208,5MT11639,58325
1221,5MT11699,107789
1229,5MT11764,119077
1238,5MT11812,28148
1243,5MT11817,77162
1263,5MT11854,24622
1269,5MT1186,94114
1278,5MT11892,116990
1283,5MT11897,5737
1286,5MT11900,35442
1289,5MT11903,58250
1290,5MT11904,91207
1308,5MT11921,10438
1311,5MT11924,63016
1326,5MT11939,11059
1330,5MT11943,36360
1331,5MT11944,40675
1337,5MT11982,78077
1358,5MT12065,11439
1361,5MT12068,97861
1362,5MT12069,15158
1372,5MT12098,13106
1376,5MT12102,67287
1377,5MT12106,50317
1381,5MT12110,115044
1385,5MT12114,104376
1394,5MT12129,29806
1412,5MT12184,128355
1416,5MT12188,112177
1418,5MT12190,57653
1420,5MT12192,58232
1450,5MT12576,42768
1456,5MT12583,59018
1458,5MT12585,26451
1485,5MT12622,46552
1486,5MT12624,87747
1494,5MT12644,90997
1495,5MT12645,19704
1503,5MT12653,89966
1508,5MT12662,23734
1563,5MT128,101552
1566,5MT1284,110942
1608,5MT12945,64369
1628,5MT12974,108204
1644,5MT12992,45121
1652,5MT13000,74800
1663,5MT13012,44489
1688,5MT13042,35594
1769,5MT13302,81729
1790,5MT13323,124876
1796,5MT13329,18593
1806,5MT13340,9936
1821,5MT13355,35457
1836,5MT13370,58748
1873,5MT13406,113002
1966,5MT13570,18593
1984,5MT13588,45895
2000,5MT13603,113759
2001,5MT13604,29716
2034,5MT13727,73670
2036,5MT13729,125724
2071,5MT14539,51381
2109,5MT1539,77125
2110,5MT1540,70535
2149,5MT1582,74882
2153,5MT1586,27935
2200,5MT1632,87211
2218,5MT1649,46045
2221,5MT1651,103185
2229,5MT1659,23597
2252,5MT1681,23614
2255,5MT1684,86298
2257,5MT1686,33646
2288,5MT1719,82110
2312,5MT1743,48912
2324,5MT1755,35603
2357,5MT1787,110621
2366,5MT1796,102159
2373,5MT1803,45881
2374,5MT1804,121480
2376,5MT1806,81519
2392,5MT1821,43085
2395,5MT1824,110788
2398,5MT1827,39546
2423,5MT1854,86056
2426,5MT187,62881
2430,5MT190,111281
2445,5MT1925,71528
2449,5MT1934,44721
2451,5MT1936,24423
2487,5MT1981,121457
2500,5MT1999,65025
2503,5MT2000,65025
2550,5MT2109,30628
2627,5MT2215,75007
2724,5MT2333,113786
2746,5MT236,9630
2747,5MT2360,54840
2775,5MT2392,91580
2846,5MT248,17060
2854,5MT2488,13605
2859,5MT2492,65286
2861,5MT2494,65286
2896,5MT254,36094
2959,5MT2678,60638
2979,5MT2704,102620
2995,5MT274,119629
3010,5MT278,99407
3016,5MT280,8579
3018,5MT2801,57395
3054,5MT2872,90626
3061,5MT2883,43283
3119,5MT3055,63063
3252,5MT3188,94765
3260,5MT3195,80029
3314,5MT3260,56095
3319,5MT3266,87508
3386,5MT358,61007
3398,5MT3696,95428
3399,5MT3697,95428
3400,5MT3698,95428
3441,5MT3758,9324
3463,5MT3788,108832
3485,5MT3812,15659
3496,5MT3824,6281
3498,5MT3826,93030
3499,5MT3827,126884
3502,5MT3830,104959
3555,5MT3889,82175
3586,5MT3922,8829
3599,5MT3934,106083
3602,5MT3938,122427
3603,5MT3940,32816
3608,5MT3946,89856
3609,5MT3947,11536
3657,5MT3997,110253
3707,5MT4071,30793
3722,5MT4085,58096
3727,5MT409,22466
3728,5MT4090,49280
3729,5MT4091,102225
3730,5MT4092,32111
3733,5MT4095,48532
3738,5MT410,12653
3747,5MT412,119819
3748,5MT413,129799
3753,5MT420,76601
3756,5MT4205,45109
3805,5MT4298,17071
3824,5MT4328,88018
3837,5MT4344,95651
3838,5MT4345,12910
3856,5MT4371,7720
3865,5MT4381,64507
3888,5MT4410,63390
3894,5MT4416,69102
3898,5MT4420,77367
3904,5MT4426,18389
3907,5MT4429,65026
3921,5MT4458,71054
3923,5MT446,92200
4142,5MT4698,77612
4267,5MT4837,54100
4278,5MT4850,11528
4287,5MT4859,124316
4295,5MT4866,69201
4297,5MT4868,37815
4298,5MT4869,37815
4316,5MT4885,47699
4346,5MT4927,115731
4347,5MT4928,62282
4351,5MT4933,113245
4357,5MT4939,108043
4364,5MT4945,100953
4400,5MT4992,15622
4402,5MT4994,79933
4403,5MT4995,79933
4404,5MT4996,94628
4407,5MT5001,77155
4418,5MT5013,59207
4435,5MT5029,25390
4441,5MT5034,40887
4445,5MT5038,40660
4451,5MT5043,94299
4452,5MT5044,38486
4712,5MT537,113148
4765,5MT5450,16420
4923,5MT5731,108166
4942,5MT5772,89564
4953,5MT5784,8015
4969,5MT5801,78003
4971,5MT5804,45951
4983,5MT5816,107532
4989,5MT5823,102867
4994,5MT5828,78639
5290,5MT6192,41830
5291,5MT6193,106124
5293,5MT6195,53978
5296,5MT6198,66453
5300,5MT6203,41289
5311,5MT6225,116990
5322,5MT6255,123063
5323,5MT6256,31261
5352,5MT6287,23018
5354,5MT6289,21099
5357,5MT6292,97074
5359,5MT6294,129700
5360,5MT6295,106622
5369,5MT6304,20905
5374,5MT6309,82668
5384,5MT6319,123139
5394,5MT6329,49317
5420,5MT6355,18448
5430,5MT6378,100701
5495,5MT645,120737
5641,5MT6606,70613
5661,5MT663,123548
5704,5MT667,113405
5769,5MT6731,70805
5770,5MT6732,82648
5771,5MT6733,31569
5780,5MT6741,52121
5781,5MT6742,127913
5783,5MT6744,93998
5793,5MT6753,8305
5796,5MT6757,78710
5799,5MT676,73428
5804,5MT6764,37199
5821,5MT678,91414
5873,5MT6830,67444
5881,5MT6841,81301
5890,5MT6852,28296
5949,5MT6939,14668
5952,5MT6942,100882
5953,5MT6944,60053
5954,5MT6945,128804
5957,5MT6948,39708
5966,5MT6957,82811
5967,5MT6958,77155
5968,5MT6959,58234
5969,5MT696,15069
5975,5MT6966,83796
5984,5MT6983,108222
6043,5MT7091,93120
6055,5MT715,46881
6066,5MT7170,58143
6168,5MT7301,105995
6205,5MT7336,66373
6216,5MT7346,92274
6296,5MT742,128945
6301,5MT743,8023
6305,5MT747,101069
6336,5MT7516,125797
6349,5MT7531,72994
6350,5MT7532,72994
6364,5MT7551,128671
6372,5MT7576,63738
6373,5MT7577,93236
6391,5MT764,75814
6410,5MT774,53781
6411,5MT775,50083
6414,5MT778,27021
6424,5MT789,77612
6426,5MT791,33017
6432,5MT792,34612
6435,5MT7949,94030
6438,5MT7951,42633
6451,5MT7963,68319
6454,5MT7966,48543
6480,5MT8000,19841
6501,5MT8024,40889
6513,5MT8046,25470
6516,5MT8049,25470
6525,5MT8057,53263
6526,5MT8058,53263
6530,5MT8061,44755
6599,5MT8206,11484
6623,5MT8231,83938
6638,5MT8245,34314
6642,5MT825,124405
6652,5MT8259,110253
6654,5MT8260,58492
6663,5MT827,85619
6694,5MT8301,31518
6737,5MT8379,19359
6738,5MT838,88085
6760,5MT8403,42665
6787,5MT845,127649
6806,5MT847,105463
6809,5MT848,39422
6810,5MT849,125724
6811,5MT8494,6844
6839,5MT8529,65453
6845,5MT8534,73498
6846,5MT8535,102867
6848,5MT8537,64882
6865,5MT8554,7015
6871,5MT8560,29025
6889,5MT8578,94572
6900,5MT860,124153
6904,5MT8605,123560
6906,5MT8608,55800
6917,5MT862,88854
6985,5MT8802,43600
7044,5MT8885,95238
7051,5MT8891,84618
7061,5MT8901,53479
7068,5MT8912,21073
7079,5MT8925,112957
7088,5MT8935,69882
7092,5MT8939,97901
7104,5MT8983,22290
7119,5MT9004,114998
7121,5MT9006,105627
7141,5MT9076,123170
7145,5MT908,103646
7146,5MT9080,107256
7148,5MT9082,124370
7149,5MT9083,26930
7152,5MT9086,26930
7154,5MT9088,8185
7155,5MT9089,118088
7157,5MT9091,118088
7158,5MT9092,7979
7163,5MT9098,47835
7164,5MT9100,121797
7167,5MT9103,64639
7168,5MT9104,126968
7169,5MT9105,96740
7173,5MT9109,56405
7174,5MT9110,106997
7175,5MT9111,106997
7176,5MT9112,103888
7177,5MT9113,118084
7179,5MT9115,81378
7181,5MT9117,35315
7182,5MT9118,29053
7187,5MT9131,110688
7188,5MT9132,77574
7190,5MT9134,24179
7196,5MT914,124957
7205,5MT9149,7137
7228,5MT9170,83319
7231,5MT919,40886
7271,5MT9287,126567
7311,5MT9341,58098
7329,5MT9360,114033
7335,5MT9366,64814
7336,5MT9367,30475
7338,5MT9369,28167
7341,5MT9371,91767
7346,5MT9376,27903
7351,5MT9380,75652
7363,5MT9392,34442
7369,5MT9398,78122
7373,5MT9401,45927
7374,5MT9402,79892
7375,5MT9403,104924
7377,5MT9405,64118
7379,5MT9407,121722
7381,5MT9409,64566
7390,5MT942,21543
7391,5MT943,35670
7403,5MT9452,46076
7414,5MT959,94312
7421,5MT964,9558
7475,5MV1874,85300
7516,5MV2305,92741
7525,5MV883,45265
7659,5MT13585,94736
7676,5MT13329,18593
7708,NA,39207
7762,5MT10582,32297
7764,5MT10620,117753
7977,5MT2038,8829
7981,5MT2042,84003
7989,5MT2063,59920
8132,5MT398,102181
8180,5MT4729,76667
8280,5MT6931,86642
8367,5MV3910,33011
8368,5MV3911,63483
8384,5MV889,38286
16691,5MT12087,63216
16694,5MT5183,89492
17262,5MT14964,86333
17265,5MT14970,86333
17341,5MT15020,39693
17559,5MT15249,14385
17633,5MT15344,110461
17638,5MT15319,13314
17834,5DL1007,31603
17842,5DL1079,36343
17859,5DL1360,104624
17906,5DL169,55740
17923,5DL263,52830
17926,5DL265,106817
17927,5DL266,91988
17967,5DL393,7907
18027,5DL525,40493
18040,5DL545,37074
18105,5DL616,122218
18115,5DL712,8980
18121,5DL720,68760
18129,5DL742,115631
18133,5DL772,110125
18146,5DL804,85915
18162,5DL856,61095
18175,5DL975,43901
18176,5DL976,105176
18181,5DL989,67179
18183,5DL990,35927
18184,5DL991,61095
18185,5DL992,121340
18201,5LP3395,15962
18216,5MT10321,31560
18221,5MT10330,34251
18223,5MT10332,97315
18232,5LP4283,62748
18250,5MT10001,71573
18252,5MT10003,88628
18254,5MT10005,94611
18258,5MT10009,45617
18261,5MT10012,123585
18262,5MT10013,9691
18286,5MT10180,77154
18291,5MT10185,22277
18293,5MT10187,37164
18301,5MT10197,70330
18302,5MT10198,50344
18303,5MT10199,33712
18306,5MT10201,13144
18307,5MT10203,122745
18338,5MT10478,62694
18339,5MT10479,124042
18347,5MT10488,23651
18348,5MT10489,65821
18408,5MT10857,123955
18468,5MT11151,80823
18622,5MT11324,98250
18624,5MT11326,8335
18625,5MT11327,34816
18627,5MT11329,51562
18698,5MT11504,128139
18714,5MT11532,56146
18716,5MT11534,11673
18718,5MT11536,111070
18723,5MT11541,57663
18726,5MT11544,88022
18728,5MT11546,18854
18729,5MT11547,30773
18798,5MT11949,65492
18927,5MT12383,103027
19208,5MT14428,107790
19230,5MT14458,68715
19234,5MT14462,112570
19244,5MT14472,82309
19249,5MT14477,70416
19314,5MT14587,50282
19349,5MT14836,108514
19374,5MT15155,9335
19539,5MT16079,20453
19558,5MT16458,42341
19582,5MT16505,102275
19616,5MT16560,121435
19620,5MT16564,57484
19723,5MT16720,21454
19810,5MT16857,113358
19814,5MT16861,25002
19818,5MT16865,53093
19825,5MT16901,7498
19826,5MT16902,97296
19834,5MT16910,115842
19874,5MT17047,104871
19876,5MT17049,36940
19878,5MT17051,104871
19901,5MT17091,88234
20090,5MT17652,19174
20098,5MT17721,125600
20118,5MT18640,121546
20150,5MT18372,71696
20336,5MT18577,41069
20403,5MT18713,7852
20408,5MT18718,105354
20410,5MT18720,16399
20411,5MT18721,15394
20427,5MT18742,64203
20442,5MT18794,71861
20491,5MT18851,97296
20561,5MT19016,83641
20669,5MT19479,122874
20850,5MT19768,47671
20929,5MT2510,111393
20935,5MT2556,39452
20938,5MT2561,109163
20946,5MT2572,15451
21025,5MT2767,38048
21123,5MT3761,43640
21129,5MT3787,57359
21260,5MT430,104194
21281,5MT4388,41888
21288,5MT4431,40204
21318,5MT4590,36792
21344,5MT4952,91307
21382,5MT544,50119
21388,5MT548,74334
21471,5MT5744,120601
21529,5MT643,109707
21537,5MT6601,105187
21538,5MT6602,94571
21542,5MT6840,29849
21604,5MT7544,17150
21619,5MT7429,50894
21639,5MT7451,67436
21649,5MT7461,128252
21651,5MT7463,15269
21652,5MT7464,14210
21654,5MT7466,115842
21701,5MT7697,22451
21711,5MT7708,33211
21713,5MT7710,46582
21715,5MT7712,53238
21717,5MT7714,69854
21719,5MT7716,67370
21726,5MT7724,6605
21732,5MT7732,49860
21752,5MT7777,92882
21787,5MT7997,84301
21788,5MT8002,33724
21793,5MT8033,112087
21829,5MT8909,27936
21848,5MT8292,86625
21857,5MT8519,113919
21900,5MT8931,91258
21911,5MT8999,55357
21914,5MT9001,121856
21993,5MT9429,66322
21994,5MT9430,78546
22029,5MT9542,55011
22030,5MT9543,45617
22038,5MT9554,54353
22075,5MT9681,60885
22077,5MT9687,52793
22084,5MT9694,123968
22095,5MT9987,30885
22110,5MV1347,59328
22115,5MV1351,54514
22123,5MV1359,97227
22211,5MT9849,123988
22213,5MT9850,87588
22231,5MT9868,34218
22235,5MT9872,42425
22272,5MT991226,48890
22273,5MT991230,86137
22287,5MT991442,92342
22288,5MT991443,80604
22350,5MT991888,75178
22351,5MT991889,80604
22358,5MT9920,127088
22360,5MT9922,16886
22363,5MT9925,42972
22364,5MT9926,108181
22377,5MT9939,112600
22379,5MT9941,72816
22382,5MT9944,95741
22385,5MT9947,14026
22386,5MT9948,9067
22391,5MT9953,88828
22396,5MT9958,17446
22398,5MT9960,15770
22407,5MT9969,107863
22409,5MT9971,126828
22413,5MT9975,26102
22420,5MT9982,69360
22426,5MT9992,11378
22428,5MT9994,127656
22429,5MT9995,86350
22444,5MV1008,94627
22508,5MV1077,28127
22559,5MV1132,25742
22567,5MV1143,89781
22570,5MV1146,21401
22608,5MV1216,125834
22628,5MV1246,27600
22630,5MV1248,28279
22663,5MV1278,51424
22674,5MV1288,63899
22681,5MV1294,48049
22682,5MV1295,96059
22685,5MV1298,121337
22686,5MV1299,27505
22697,5MV1308,20640
22703,5MV1313,93355
22708,5MV1318,115078
22714,5MV1323,54514
22717,5MV1326,46627
22718,5MV1327,70473
22726,5MV1334,122464
22727,5MV1335,122464
22728,5MV1336,51998
22730,5MV1338,70473
22733,5MV1340,59328
22738,5MV1363,44864
22750,5MV1468,40392
22779,5MV2015,26183
22787,5MV1372,55040
22810,5MV1393,72894
22813,5MV1396,89974
22820,5MV1401,28932
22828,5MV1409,24863
22848,5MV1432,113605
22849,5MV1433,112171
22864,5MV1451,22797
22889,5MV1487,32124
22920,5MV1514,105515
22942,5MV1546,9169
22961,5MV1565,5684
22991,5MV1600,29027
22997,5MV1606,62360
23027,5MV1634,38977
23030,5MV1637,22203
23031,5MV1638,38977
23057,5MV1662,30168
23069,5MV1674,125003
23101,5MV1703,15560
23104,5MV1719,71432
23105,5MV172,31056
23122,5MV1751,32885
23128,5MV1757,37520
23138,5MV1766,28065
23152,5MV1779,20302
23187,5MV1817,10424
23235,5MV1860,33110
23237,5MV1862,127227
23243,5MV1868,89974
23248,5MV1876,111021
23250,5MV1878,39032
23282,5MV191,6869
23316,5MV1941,129548
23375,5MV2000,30950
23376,5MV2001,25736
23379,5MV2004,59523
23380,5MV2005,58513
23397,5MV2028,46545
23407,5MV2037,12355
23411,5MV2040,102807
23414,5MV2043,81886
23415,5MV2044,15272
23432,5MV206,68495
23447,5MV2073,70436
23467,5MV2091,87264
23469,5MV2093,37416
23516,5MV2365,25334
23530,5MV2728,129215
23536,5MV2877,110824
23537,5MV3083,65662
23544,5MV213,31056
23584,5MV2166,65794
23620,5MV22,85055
23628,5MV2206,9483
23634,5MV2213,90526
23649,5MV2237,115499
23686,5MV2292,6188
23690,5MV231,102877
23710,5MV2330,57569
23745,5MV237,52156
23761,5MV2384,99961
23800,5MV2421,59485
23821,5MV2440,84095
23834,5MV2452,96741
23849,5MV2466,75670
23868,5MV2483,112156
23869,5MV2484,94726
23872,5MV2487,49128
23877,5MV2491,91681
23879,5MV2493,67972
23882,5MV2496,106220
23884,5MV2498,120201
23898,5MV2510,119099
23947,5MV2555,21621
23972,5MV2578,76269
23975,5MV2580,66304
23977,5MV2582,65996
23981,5MV2586,71811
23989,5MV2593,31725
23995,5MV2599,85317
24016,5MV2618,24819
24036,5MV2636,42693
24055,5MV2658,98180
24100,5MV2699,17238
24105,5MV2704,74007
24119,5MV2717,103868
24120,5MV2718,43776
24136,5MV2740,38925
24138,5MV2742,110391
24148,5MV2751,73105
24152,5MV2755,47871
24154,5MV2757,41329
24162,5MV2764,83469
24170,5MV2771,54847
24193,5MV2792,116644
24229,5MV2825,58701
24233,5MV2829,85882
24239,5MV2834,19791
24245,5MV284,111200
24252,5MV2846,98317
24258,5MV2851,99048
24274,5MV2866,101467
24279,5MV2870,25466
24282,5MV2878,123523
24285,5MV2880,29127
24289,5MV2884,123523
24291,5MV2886,61729
24301,5MV2895,91774
24329,5MV2920,61729
24332,5MV2923,37348
24366,5MV2954,80691
24377,5MV2964,61729
24386,5MV2972,84223
24389,5MV2975,80691
24390,5MV2976,86935
24394,5MV298,86796
24403,5MV2988,36909
24407,5MV2991,69797
24409,5MV2993,110800
24411,5MV2995,43161
24415,5MV2999,111338
24419,5MV3001,27613
24421,5MV3003,31082
24427,5MV3009,77848
24428,5MV301,72210
24430,5MV3011,119464
24436,5MV3017,29255
24446,5MV3026,17534
24448,5MV3028,103614
24451,5MV3030,45596
24456,5MV3035,65763
24458,5MV3037,64643
24468,5MV3046,122190
24482,5MV3059,90934
24498,5MV3073,24284
24506,5MV3080,123691
24510,5MV3089,28444
24513,5MV3091,20943
24517,5MV3095,28444
24520,5MV3098,58398
24521,5MV3099,119587
24523,5MV310,105699
24525,5MV3101,111928
24527,5MV3103,111928
24573,5MV3145,11396
24578,5MV315,49680
24581,5MV3152,122190
24582,5MV3153,123401
24583,5MV3154,67985
24585,5MV3156,115214
24609,5MV3178,75072
24617,5MV3185,10398
24636,5MV3201,123401
24642,5MV3207,129548
24682,5MV4074,48078
24688,5MV4081,49144
24691,5MV3220,29243
24699,5MV3228,71612
24705,5MV3233,47730
24728,5MV3254,60857
24733,5MV3259,41776
24751,5MV3275,78180
24765,5MV3288,100400
24796,5MV3315,101716
24803,5MV3321,13453
24806,5MV3324,118836
24814,5MV3331,37805
24826,5MV3342,25901
24840,5MV3355,26407
24852,5MV3366,19915
24865,5MV3378,93591
24909,5MV3427,107033
25042,5MV3552,87882
25046,5MV3556,103175
25067,5MV3575,63749
25104,5MV3608,98317
25135,5MV3636,63965
25160,5MV3659,61953
25165,5MV3663,61953
25168,5MV3666,7092
25205,5MV37,114607
25308,5MV3796,117095
25316,5MV3802,65217
25318,5MV3805,128718
25329,5MV3815,52373
25339,5MV3824,37502
25368,5MV3850,119250
25379,5MV3860,90476
25380,5MV3861,11396
25385,5MV3866,9365
25390,5MV3870,71235
25391,5MV3871,73458
25435,5MV3925,74834
25485,5MV4012,105348
25503,5MV4029,76741
25507,5MV4032,26485
25510,5MV4035,61698
25512,5MV4037,38560
25519,5MV4043,56295
25526,5MV4050,73019
25528,5MV4052,96741
25530,5MV4054,36364
25547,5MV407,8492
25567,5MV4098,68028
25571,5MV4100,112663
25582,5MV4110,13623
25618,5MV4143,107697
25653,5MV4719,115942
25655,5MV4720,88077
25656,5MV4721,118328
25658,5MV4723,103749
25666,5MV558,27068
25678,5MV4166,92133
25680,5MV4168,58004
25685,5MV4172,48078
25689,5MV4176,109855
25692,5MV4179,113172
25698,5MV4184,120253
25703,5MV4189,126851
25710,5MV4195,85034
25711,5MV4196,129544
25731,5MV4214,119754
25781,5MV4260,126036
25798,5MV4276,43207
25801,5MV4279,129886
25803,5MV4280,38552
25813,5MV4292,17703
25824,5MV4302,87882
25848,5MV4324,127334
25850,5MV4326,96447
25872,5MV4346,60138
25875,5MV4349,63163
25879,5MV4353,26673
25892,5MV4365,37863
25896,5MV4369,57488
25939,5MV4504,33246
25945,5MV451,8441
25950,5MV4514,49192
25960,5MV4528,118920
