SITE_ID,SITE_NO,dummyCell
19304,5MT14577,70402
19309,5MT14582,63055
19310,5MT14583,82826
19313,5MT14586,111690
19327,5MT146,106078
19337,5MT148,98878
19354,5MT14841,81057
19358,5MT14845,107790
19361,5MT14848,107790
19376,5MT15157,68417
19377,5MT15158,35003
19419,5MT15555,119516
19425,5MT15561,99001
19431,5MT15567,123155
19443,5MT15580,17437
19447,5MT15584,17437
19449,5MT15586,43664
19458,5MT17076,22285
19459,5MT17077,6122
19471,5MT15587,106668
19483,5MT15599,95762
19486,5MT15602,61251
19487,5MT15603,121202
19489,5MT15605,106354
19495,5MT15618,47030
19498,5MT15623,81199
19499,5MT15624,67431
19526,5MT15974,26933
19528,5MT15976,15166
19538,5MT16078,41603
19542,5MT16082,88327
19559,5MT16459,42341
19570,5MT16470,81184
19613,5MT16557,17711
19615,5MT16559,104243
19619,5MT16563,17739
19625,5MT16569,59018
19633,5MT16577,99287
19634,5MT16579,99287
19635,5MT16580,39962
19637,5MT16582,59233
19640,5MT16585,63657
19646,5MT16591,92827
19686,5MT16683,14219
19687,5MT16684,85784
19689,5MT16686,51484
19693,5MT16690,14219
19694,5MT16691,85784
19695,5MT16692,38993
19696,5MT16693,21306
19697,5MT16694,21306
19698,5MT16695,21306
19699,5MT16696,21157
19706,5MT16703,18640
19708,5MT16705,58382
19709,5MT16706,58382
19710,5MT16707,73685
19711,5MT16708,62282
19712,5MT16709,34254
19713,5MT16710,34254
19722,5MT16719,7292
19728,5MT16726,40470
19740,5MT16738,126455
19741,5MT16739,126455
19754,5MT16791,17890
19774,5MT16820,38347
19775,5MT16821,7577
19776,5MT16822,9667
19777,5MT16823,9667
19778,5MT16824,89850
19780,5MT16826,59438
19781,5MT16827,72385
19785,5MT16831,17400
19786,5MT16832,17400
19788,5MT16834,70536
19801,5MT16847,16813
19802,5MT16848,78065
19803,5MT16849,66825
19805,5MT16851,66825
19843,5MT16929,109552
19857,5MT17030,106824
19860,5MT17033,126944
19864,5MT17037,9043
19868,5MT17041,37302
19877,5MT17050,104871
19879,5MT17052,19308
19882,5MT17055,19308
19887,5MT17060,98927
19897,5MT17080,22285
19906,5MT17098,87136
19910,5MT17104,120619
19922,5MT17137,55684
19939,5MT17177,71586
19954,5MT17229,51527
19955,5MT17230,85584
19965,5MT17253,17421
19982,5MT17271,111927
19984,5MT17273,64513
19998,5MT17318,11750
20000,5MT17320,37842
20002,5MT17322,82974
20010,5MT17330,82432
20013,5MT17333,102032
20020,5MT17346,11750
20031,5MT17390,28493
20055,5MT17482,107948
20056,5MT17486,119092
20059,5MT17514,25077
20096,5MT17659,66415
20111,5MT18516,61074
20116,5MT18638,28500
20121,5MT18643,79373
20146,5MT18368,85954
20163,5MT18386,26749
20181,5MT18404,45497
20182,5MT18405,78605
20184,5MT18407,78605
20185,5MT18408,128369
20192,5MT18416,43034
20197,5MT18421,67819
20204,5MT18428,103433
20213,5MT18437,28843
20214,5MT18438,28843
20225,5MT18449,62450
20227,5MT18451,10091
20232,5MT18456,52089
20268,5MT18498,97197
20287,5MT18523,74318
20296,5MT18535,102021
20338,5MT18579,128260
20342,5MT18583,57517
20346,5MT18587,119472
20351,5MT18592,99960
20355,5MT18596,63266
20356,5MT18597,50185
20360,5MT18629,85163
20363,5MT18632,36648
20383,5MT18693,48809
20389,5MT18699,13692
20402,5MT18712,98879
20406,5MT18716,68422
20412,5MT18722,15394
20417,5MT18727,24432
20418,5MT18728,70918
20426,5MT18738,111564
20458,5MT19794,94918
20476,5MT18836,12295
20477,5MT18837,112149
20488,5MT18848,48460
20498,5MT18858,33008
20529,5MT18984,66483
20531,5MT18986,48757
20548,5MT19003,125600
20555,5MT19010,83050
20557,5MT19012,43160
20558,5MT19013,115796
20560,5MT19015,83641
20582,5MT19036,82432
20600,5MT19054,82432
20601,5MT1908,14756
20609,5MT19099,31643
20611,5MT19100,9558
20617,5MT19106,75829
20627,5MT19116,68650
20635,5MT19130,14877
20638,5MT19133,7073
20650,5MT19332,24440
20651,5MT19378,39683
20652,5MT19431,76605
20653,5MT19448,36663
20664,5MT19469,36218
20666,5MT19471,80584
20680,5MT19490,41876
20707,5MT19517,67163
20715,5MT19525,94134
20744,5MT19554,37976
20751,5MT19561,84677
20770,5MT19586,88713
20772,5MT19588,19861
20773,5MT19589,15777
20805,5MT19682,11639
20816,5MT19716,111306
20841,5MT19757,86456
20842,5MT19758,86456
20843,5MT19759,86456
20849,5MT19767,106808
20864,5MT2034,29160
20927,5MT2508,20798
21008,5MT2715,70004
21009,5MT2717,25460
21010,5MT2719,52504
21011,5MT2720,77015
21013,5MT2741,21986
21069,5MT286,75926
21071,5MT288,78167
21085,5MT379,60667
21096,5MT4125,102633
21132,5MT381,21387
21135,5MT383,76757
21137,5MT385,113326
21145,5MT394,21467
21199,5MT4143,59742
21206,5MT4150,78512
21211,5MT4155,22076
21236,5MT4190,41294
21242,5MT421,127944
21247,5MT426,23543
21265,5MT4318,89702
21278,5MT438,127513
21349,5MT4974,68156
21407,5MT555,77363
21416,5MT574,8909
21474,5MT576,11165
21477,5MT579,120574
21536,5MT703,98000
21557,5MT705,30517
21594,5MT7267,90266
21599,5MT7273,44140
21602,5MT7276,79269
21606,5MT7547,123387
21661,5MT7549,115803
21671,5MT7589,128289
21673,5MT7591,43774
21677,5MT7649,83233
21740,5MT7741,95195
21781,5MT7914,43034
21782,5MT7915,15608
21847,5MT8213,38259
22044,5MT958,35458
22061,5MT9620,16808
22073,5MT9679,71560
22101,5MV1112,24334
22102,5MV1113,125021
22109,5MV1346,16944
22112,5MV1349,54514
22118,5MV1354,73327
22120,5MV1356,97227
22121,5MV1357,97227
22151,5MT975,14624
22163,5MT978,35824
22176,5MT9817,120927
22208,5MT9846,44219
22209,5MT9847,35704
22210,5MT9848,92882
22214,5MT9851,106609
22216,5MT9853,63854
22232,5MT9869,15028
22250,5MT9892,36777
22277,5MT991243,30502
22278,5MT991244,97042
22306,5MT991532,31736
22342,5MT991743,88274
22348,5MT991886,68715
22349,5MT991887,67262
22353,5MT991891,67262
22361,5MT9923,108461
22367,5MT9929,34670
22375,5MT9937,40694
22376,5MT9938,129309
22399,5MT9961,11795
22405,5MT9967,121643
22417,5MT9979,72636
22427,5MT9993,118609
22435,5MV10,50121
22459,5MV1024,129732
22462,5MV1027,26148
22464,5MV1029,55828
22473,5MV1040,9836
22479,5MV1046,10025
22481,5MV1048,57047
22482,5MV1049,55760
22491,5MV1057,20879
22492,5MV1058,107999
22494,5MV1060,9836
22514,5MV1082,47234
22515,5MV1083,70972
22521,5MV1089,87029
22529,5MV1096,32956
22530,5MV1097,105801
22535,5MV1100,57532
22541,5MV1107,74623
22543,5MV1109,110319
22545,5MV1117,13287
22547,5MV1119,70786
22551,5MV1125,112931
22557,5MV1130,71937
22558,5MV1131,89781
22561,5MV1134,89781
22562,5MV1135,115192
22564,5MV1137,79656
22566,5MV1141,82367
22583,5MV1189,128060
22585,5MV1194,17319
22592,5MV120,98190
22602,5MV1209,114797
22603,5MV121,98190
22604,5MV1210,50203
22607,5MV1215,83031
22613,5MV1220,81383
22615,5MV1223,115172
22619,5MV1227,27918
22621,5MV1230,86137
22623,5MV1232,99770
22637,5MV1254,71074
22640,5MV1257,55310
22645,5MV1261,96203
22646,5MV1262,70786
22648,5MV1264,21130
22659,5MV1274,125378
22660,5MV1275,77377
22664,5MV1279,34700
22667,5MV1281,104062
22668,5MV1282,50571
22677,5MV1290,38401
22678,5MV1291,60947
22689,5MV1300,48049
22692,5MV1303,60813
22695,5MV1306,62472
22696,5MV1307,20640
22700,5MV1310,93355
22705,5MV1315,89548
22722,5MV1330,89860
22723,5MV1331,122464
22724,5MV1332,122464
22725,5MV1333,122464
22729,5MV1337,51998
22731,5MV1339,59328
22737,5MV1362,65225
22740,5MV1365,82140
22741,5MV1366,52029
22742,5MV1367,10424
22748,5MV1466,84382
22755,5MV1472,124934
22762,5MV1578,16286
22763,5MV1579,108024
22764,5MV158,67236
22767,5MV1582,24563
22768,5MV1787,13391
22769,5MV1788,13391
22770,5MV1789,13391
22772,5MV1790,24987
22773,5MV1791,117413
22774,5MV1792,117413
22775,5MV2011,28933
22776,5MV2012,105504
22780,5MV2016,26183
22783,5MV1369,52029
22788,5MV1373,10424
22789,5MV1374,107460
22790,5MV1375,107460
22800,5MV1384,73013
22804,5MV1388,117413
22806,5MV139,105511
22807,5MV1390,7113
22816,5MV1399,28932
22817,5MV14,34810
22822,5MV1403,89974
22824,5MV1405,111556
22826,5MV1407,8760
22829,5MV141,67236
22832,5MV1412,49474
22834,5MV1414,9539
22836,5MV1416,9539
22837,5MV1417,48611
22839,5MV1419,89974
22840,5MV142,67236
22842,5MV1421,111021
22846,5MV1430,127705
22852,5MV1436,71432
22854,5MV144,40578
22855,5MV1440,60304
22857,5MV1442,92342
22866,5MV1453,13767
22867,5MV1454,82149
22868,5MV1455,116121
22871,5MV1458,16088
22873,5MV146,40578
22878,5MV1477,122574
22879,5MV1478,72293
22881,5MV148,40578
22885,5MV1483,72293
22892,5MV149,40578
22893,5MV1490,75530
22895,5MV1492,39414
22898,5MV1495,39414
22899,5MV1496,71220
22902,5MV1499,78793
22904,5MV150,40578
22908,5MV1503,44475
22910,5MV1505,54937
22914,5MV1509,93952
22915,5MV151,40578
22921,5MV152,67236
22922,5MV1525,71220
22927,5MV1532,31736
22928,5MV1533,47254
22931,5MV1536,37808
22935,5MV154,105511
22938,5MV1542,65765
22940,5MV1544,65765
22944,5MV1548,9169
22947,5MV1552,103547
22950,5MV1555,103547
22952,5MV1557,81009
22953,5MV1558,81009
22955,5MV156,103626
22957,5MV1561,83872
22959,5MV1563,39983
22962,5MV1566,35360
22966,5MV157,40578
22967,5MV1570,83872
22968,5MV1571,24563
22969,5MV1572,32369
22970,5MV1573,84787
22972,5MV1584,100536
22975,5MV1587,55358
22977,5MV1589,108024
22978,5MV159,67236
22986,5MV1597,97397
22988,5MV1599,73013
22990,5MV160,103626
22995,5MV1604,43169
22998,5MV1607,17521
23000,5MV1609,62360
23003,5MV1611,62360
23004,5MV1612,18551
23010,5MV1618,125611
23012,5MV162,40578
23013,5MV1620,100536
23018,5MV1625,121909
23020,5MV1627,127683
23025,5MV1632,38977
23032,5MV1639,38977
23033,5MV164,114485
23037,5MV1643,34234
23042,5MV1649,30168
23043,5MV165,126008
23051,5MV1657,72874
23053,5MV1659,72874
23056,5MV1661,15077
23060,5MV1665,112094
23062,5MV1667,112094
23063,5MV1668,111302
23067,5MV1672,127683
23068,5MV1673,125611
23070,5MV1675,90146
23073,5MV1678,13297
23075,5MV168,78532
23077,5MV1681,120511
23078,5MV1682,96059
23081,5MV1685,13767
23084,5MV1688,13767
23086,5MV169,78532
23087,5MV1690,23373
23088,5MV1691,23373
23095,5MV1698,30768
23097,5MV17,34810
23098,5MV170,101908
23099,5MV1700,63809
23100,5MV1701,125018
23106,5MV1720,44617
23107,5MV1721,44617
23108,5MV1722,108024
23110,5MV1724,111302
23113,5MV1732,81366
23114,5MV1733,15077
23116,5MV1746,72874
23117,5MV1747,72874
23118,5MV1748,72874
23119,5MV1749,60947
23120,5MV175,31056
23123,5MV1752,32885
23124,5MV1753,60947
23125,5MV1754,60947
23126,5MV1755,60947
23127,5MV1756,32885
23129,5MV1758,111523
23132,5MV1760,48049
23134,5MV1762,53224
23141,5MV1769,53224
23143,5MV1770,53224
23144,5MV1771,20302
23145,5MV1772,20302
23148,5MV1775,26420
23149,5MV1776,71113
23150,5MV1777,112483
23151,5MV1778,112483
23153,5MV1780,65719
23158,5MV1785,13391
23162,5MV1795,25364
23163,5MV1796,12185
23164,5MV1797,12185
23167,5MV18,115358
23170,5MV1801,111523
23173,5MV1804,7969
23174,5MV1805,37520
23178,5MV1809,12304
23179,5MV181,76000
23181,5MV1811,117413
23184,5MV1814,107646
23185,5MV1815,98602
23190,5MV182,76000
23191,5MV1820,44617
23192,5MV1821,63809
23196,5MV1825,20885
23197,5MV1826,20885
23198,5MV1827,20885
23199,5MV1828,20885
23201,5MV183,74416
23202,5MV1830,86242
23203,5MV1831,44617
23204,5MV1832,41848
23205,5MV1833,118549
23210,5MV1838,58288
23212,5MV184,76000
23215,5MV1842,37382
23216,5MV1843,37382
23218,5MV1845,70888
23219,5MV1846,82512
23220,5MV1847,82512
23221,5MV1848,70888
23222,5MV1849,17172
23223,5MV185,76000
23224,5MV1850,17172
23225,5MV1851,37382
23226,5MV1852,97917
23227,5MV1853,97917
23229,5MV1855,82456
23231,5MV1857,82456
23238,5MV1863,86242
23239,5MV1864,86242
23241,5MV1866,127227
23244,5MV1869,112171
23246,5MV1870,48622
23251,5MV1879,19670
23253,5MV1880,69818
23255,5MV1882,102703
23259,5MV1886,68715
23260,5MV1887,77395
23261,5MV1888,75178
23262,5MV1889,80604
23265,5MV1891,67262
23267,5MV1894,33264
23269,5MV1896,85334
23270,5MV1897,13261
23271,5MV1898,127791
23272,5MV1899,127791
23274,5MV190,6869
23277,5MV1905,16088
23288,5MV1916,15061
23291,5MV1919,31695
23292,5MV192,6869
23294,5MV1921,31805
23296,5MV1923,23686
23297,5MV1924,26021
23306,5MV1932,118863
23307,5MV1933,103032
23308,5MV1934,77746
23332,5MV196,65690
23361,5MV199,68495
23372,5MV2,46232
23377,5MV2002,25736
23383,5MV2008,81956
23384,5MV2009,81956
23385,5MV201,63910
23386,5MV2010,90243
23388,5MV202,68495
23390,5MV2021,94392
23399,5MV203,65690
23401,5MV2031,81886
23405,5MV2035,93201
23410,5MV204,68495
23417,5MV2046,38224
23419,5MV2048,22358
23421,5MV205,68495
23422,5MV2050,67629
23443,5MV207,68495
23454,5MV208,68495
23465,5MV209,68495
23476,5MV21,85055
23477,5MV210,68495
23496,5MV212,68495
23518,5MV2652,91237
23519,5MV2653,62001
23526,5MV2724,67004
23527,5MV2725,67004
23528,5MV2726,48579
23531,5MV2729,11133
23534,5MV2875,72254
23630,5MV221,76000
23638,5MV222,48789
23642,5MV223,48789
23661,5MV226,101461
23666,5MV227,101461
23677,5MV228,56098
23685,5MV229,52156
23687,5MV23,85055
23688,5MV230,102877
23698,5MV232,102877
23720,5MV234,65489
23730,5MV235,102877
23741,5MV236,102877
23756,5MV238,13306
23766,5MV239,104949
23788,5MV241,32801
23798,5MV242,96544
23803,5MV2424,13459
23806,5MV2427,101525
23808,5MV2429,26326
23809,5MV243,96544
23816,5MV2436,86598
23818,5MV2438,77749
23820,5MV244,96544
23822,5MV2441,34968
23823,5MV2442,58968
23840,5MV2458,45106
23850,5MV2467,34009
23853,5MV247,120809
23864,5MV248,120809
23876,5MV2490,123893
23886,5MV250,96544
23888,5MV2501,102807
23896,5MV2509,119099
23903,5MV2515,116925
23904,5MV2516,116925
23906,5MV2518,72270
23908,5MV252,24390
23909,5MV2520,99836
23910,5MV2521,32343
23912,5MV2523,58856
23913,5MV2524,80049
23914,5MV2525,26623
23918,5MV2529,127084
23919,5MV253,82443
23921,5MV2531,41241
23923,5MV2533,41241
23925,5MV2535,12517
23928,5MV2538,31577
23930,5MV254,24390
23932,5MV2541,92716
23933,5MV2542,97660
23935,5MV2544,87698
23939,5MV2548,34906
23941,5MV255,82443
23942,5MV2550,25917
23943,5MV2551,25917
23944,5MV2552,13649
23945,5MV2553,103059
23946,5MV2554,56161
23948,5MV2556,103059
23951,5MV2559,39221
23953,5MV2560,53776
23956,5MV2563,111813
23962,5MV2569,113009
23965,5MV2571,37005
23966,5MV2572,37005
23967,5MV2573,113009
23968,5MV2574,22170
23973,5MV2579,56161
23974,5MV258,102997
23980,5MV2585,69450
23985,5MV259,102997
23987,5MV2591,69032
23990,5MV2594,11955
23993,5MV2597,69310
23994,5MV2598,18512
23996,5MV260,57047
23998,5MV2601,72446
24000,5MV2603,26065
24002,5MV2605,129105
24003,5MV2606,129105
24008,5MV2610,85317
24009,5MV2611,98630
24010,5MV2612,25224
24012,5MV2614,26750
24017,5MV2619,109706
24019,5MV2620,94956
24023,5MV2624,69450
24024,5MV2625,72446
24025,5MV2626,18954
24026,5MV2627,44006
24028,5MV2629,26099
24029,5MV263,81371
24032,5MV2632,70439
24033,5MV2633,39598
24035,5MV2635,51877
24037,5MV2637,90868
24039,5MV2639,55506
24040,5MV264,48776
24042,5MV2641,77495
24043,5MV2642,77495
24045,5MV2644,77495
24046,5MV2645,47968
24047,5MV2646,87422
24048,5MV2647,117640
24052,5MV2650,128582
24065,5MV2667,37215
24068,5MV267,33143
24073,5MV2674,40808
24077,5MV2678,6367
24078,5MV2679,106589
24079,5MV268,9832
24082,5MV2682,53634
24090,5MV269,18069
24093,5MV2692,91053
24095,5MV2694,52803
24098,5MV2697,69465
24099,5MV2698,69465
24103,5MV2702,125251
24107,5MV2706,29029
24108,5MV2707,35452
24115,5MV2713,77692
24117,5MV2715,104447
24127,5MV2732,107624
24132,5MV2737,67838
24142,5MV2746,116654
24145,5MV2749,111690
24146,5MV275,26164
24190,5MV279,66645
24191,5MV2790,105188
24201,5MV280,66645
24212,5MV281,111200
24217,5MV2814,68180
24218,5MV2815,68180
24220,5MV2817,98317
24222,5MV2819,98317
24225,5MV2821,68180
24226,5MV2822,101467
24227,5MV2823,96477
24228,5MV2824,77746
24230,5MV2826,77720
24231,5MV2827,85882
24232,5MV2828,83279
24234,5MV283,111200
24237,5MV2832,113261
24240,5MV2835,67592
24241,5MV2836,113261
24250,5MV2844,113261
24253,5MV2847,67592
24260,5MV2853,99048
24261,5MV2854,101467
24262,5MV2855,51026
24265,5MV2858,48607
24267,5MV286,63199
24271,5MV2863,91774
24273,5MV2865,74697
24275,5MV2867,12253
24276,5MV2868,101467
24277,5MV2869,125514
24278,5MV287,66645
24280,5MV2871,80610
24284,5MV288,114841
24288,5MV2883,74697
24292,5MV2887,125213
24294,5MV2889,37348
24299,5MV2893,37348
24309,5MV2902,98317
24313,5MV2906,45791
24315,5MV2908,45791
24331,5MV2922,61729
24336,5MV2927,37348
24339,5MV293,35285
24349,5MV2939,37348
24350,5MV294,35285
24357,5MV2946,58069
24362,5MV2950,100162
24363,5MV2951,80610
24364,5MV2952,80691
24372,5MV296,51377
24375,5MV2962,61729
24379,5MV2966,45791
24381,5MV2968,16356
24383,5MV297,21651
24387,5MV2973,39687
24398,5MV2983,69797
24402,5MV2987,124874
24413,5MV2997,26981
24416,5MV3,46232
24417,5MV300,111200
24423,5MV3005,31082
24426,5MV3008,15191
24432,5MV3013,106004
24444,5MV3024,56207
24450,5MV303,105699
24453,5MV3032,64643
24455,5MV3034,111928
24457,5MV3036,40119
24461,5MV304,45151
24466,5MV3044,14552
24478,5MV3055,106857
24483,5MV306,45151
24484,5MV3060,33509
24485,5MV3061,117694
24486,5MV3062,103045
24491,5MV3067,23545
24496,5MV3071,75596
24497,5MV3072,103045
24499,5MV3074,118485
24511,5MV309,18035
24518,5MV3096,7336
24524,5MV3100,45256
24530,5MV3106,92391
24531,5MV3107,16625
24534,5MV311,102997
24535,5MV3110,79886
24543,5MV3118,79886
24545,5MV312,102997
24546,5MV3120,75979
24548,5MV3122,34704
24556,5MV313,49666
24558,5MV3131,99286
24559,5MV3132,89999
24567,5MV314,111200
24580,5MV3151,75577
24586,5MV3157,115214
24588,5MV3159,100987
24589,5MV316,105699
24604,5MV3173,75072
24608,5MV3177,118448
24610,5MV3179,5787
24611,5MV318,109756
24612,5MV3180,82650
24615,5MV3183,114994
24616,5MV3184,82650
24620,5MV3188,100987
24622,5MV319,105699
24626,5MV3193,65710
24627,5MV3194,82650
24634,5MV320,109756
24647,5MV3211,92076
24651,5MV3215,115979
24652,5MV3216,60108
24661,5MV341,78991
24664,5MV3412,101830
24666,5MV3414,63441
24685,5MV4078,54102
24687,5MV408,10025
24690,5MV322,119519
24694,5MV3223,102455
24695,5MV3224,67205
24703,5MV3231,96684
24708,5MV3236,105378
24711,5MV3239,21612
24712,5MV324,102284
24713,5MV3240,21612
24720,5MV3247,7511
24724,5MV3250,105378
24734,5MV326,16573
24742,5MV3267,113803
24745,5MV327,101700
24755,5MV3279,124644
24756,5MV328,44985
24759,5MV3282,64520
24767,5MV329,16573
24769,5MV3291,84161
24787,5MV3307,105095
24795,5MV3314,69301
24800,5MV3319,13454
24819,5MV3336,89747
24825,5MV3341,37805
24827,5MV3343,26407
24834,5MV335,13306
24874,5MV3386,44381
24876,5MV3388,71812
24881,5MV3392,71812
24883,5MV3394,71812
24887,5MV3398,53204
24891,5MV3400,102532
24899,5MV3418,27784
24901,5MV342,44985
24902,5MV3420,12134
24904,5MV3422,58424
24905,5MV3423,26935
24911,5MV3429,58822
24913,5MV3430,61326
24914,5MV3431,106396
24916,5MV3433,106396
24920,5MV3437,12134
24923,5MV344,44985
24933,5MV3449,6885
24936,5MV3451,129659
24945,5MV346,84975
24956,5MV347,32849
24964,5MV3477,107151
24984,5MV35,100464
24985,5MV350,119434
24987,5MV3501,112521
25010,5MV3522,129465
25024,5MV3535,113123
25026,5MV3537,124510
25039,5MV355,126413
25045,5MV3555,106065
25047,5MV3557,107151
25050,5MV356,126413
25051,5MV3560,124510
25083,5MV359,32849
25092,5MV3598,20115
25095,5MV360,32849
25102,5MV3606,43207
25106,5MV361,80671
25110,5MV3613,58656
25112,5MV3615,7767
25116,5MV3619,64939
25117,5MV362,80671
25125,5MV3627,71568
25128,5MV363,126253
25131,5MV3632,31964
25139,5MV364,96179
25140,5MV3640,116425
25141,5MV3641,99169
25142,5MV3642,108375
25144,5MV3644,69392
25147,5MV3647,50456
25153,5MV3652,62035
25158,5MV3657,120913
25163,5MV3661,61953
25170,5MV3668,29461
25172,5MV367,81066
25178,5MV3675,78176
25180,5MV3677,51848
25190,5MV3686,107780
25192,5MV3688,7870
25194,5MV369,59319
25195,5MV3690,69275
25216,5MV3709,46948
25224,5MV3716,52546
25228,5MV372,55397
25229,5MV3720,48750
25246,5MV374,118255
25293,5MV3782,62255
25296,5MV3785,73743
25312,5MV38,40580
25322,5MV3809,93295
25334,5MV382,115048
25335,5MV3820,36467
25345,5MV383,115048
25348,5MV3832,29599
25357,5MV3840,46720
25382,5MV3863,61333
25383,5MV3864,108115
25400,5MV388,55397
25428,5MV391,118255
25440,5MV393,118255
25471,5MV40,20026
25472,5MV400,18935
25473,5MV4001,105594
25476,5MV4004,22195
25478,5MV4006,6434
25480,5MV4008,43353
25481,5MV4009,43353
25486,5MV4013,43353
25487,5MV4014,22195
25493,5MV402,17616
25504,5MV403,18935
25515,5MV404,8492
25516,5MV4040,58888
25518,5MV4042,56295
25520,5MV4044,56295
25523,5MV4047,33009
25525,5MV405,8492
25529,5MV4053,62009
25556,5MV4088,114723
25559,5MV4090,60726
25561,5MV4092,46036
25569,5MV41,110612
25574,5MV4103,70853
25577,5MV4106,51439
25583,5MV4111,57926
25588,5MV4116,52146
25592,5MV412,100698
25603,5MV413,44009
25613,5MV4139,86488
25614,5MV414,94941
25615,5MV4140,59614
25619,5MV4144,63045
25621,5MV4146,50967
25636,5MV416,94941
25643,5MV452,8441
25644,5MV4520,24913
25648,5MV4615,30576
25651,5MV4717,80610
25657,5MV4722,62746
25659,5MV4724,96589
25660,5MV4725,7117
25662,5MV4727,102803
25677,5MV4165,10001
25682,5MV417,94941
25693,5MV418,33651
25715,5MV420,22038
25742,5MV4225,48467
25747,5MV423,22038
25748,5MV4230,84469
25769,5MV425,33651
25775,5MV4255,69286
25780,5MV426,115067
25791,5MV427,94941
25802,5MV428,115067
25812,5MV4291,57867
25832,5MV431,66320
25846,5MV4322,113123
25852,5MV4328,108718
25854,5MV433,100698
25865,5MV434,44009
25876,5MV435,17388
25882,5MV4356,111544
25886,5MV436,17500
25908,5MV438,7281
25916,5MV44,84974
25917,5MV440,10138
25921,5MV441,7281
25926,5MV443,17388
25927,5MV444,17388
25928,5MV445,17388
25929,5MV446,17388
25930,5MV447,17500
25933,5MV45,84974
25935,5MV4500,79138
25937,5MV4502,33643
25938,5MV4503,121258
25943,5MV4508,82650
25944,5MV4509,99979
25946,5MV4510,75072
25947,5MV4511,75072
25948,5MV4512,82650
25949,5MV4513,5787
25952,5MV4516,31455
25954,5MV4522,121786
25956,5MV4524,121298
25957,5MV4525,101514
25962,5MV453,51516
25963,5MV4530,119378
25964,5MV4531,78586
25967,5MV4534,39810
25970,5MV4537,57286
25971,5MV454,18820
25978,5MV4548,25917
25979,5MV455,86216
25982,5MV4552,26855
25984,5MV4554,27617
25986,5MV4556,106589
25989,5MV4559,31725
25990,5MV456,51516
25995,5MV4564,110824
25996,5MV4565,78525
26005,5MV4573,105378
26007,5MV4575,91397
26009,5MV4577,123030
26010,5MV458,117329
26011,5MV4580,128313
26015,5MV4584,47526
26019,5MV4588,50371
26020,5MV4589,50371
26021,5MV459,7281
26022,5MV4591,58223
26024,5MV4593,18058
26028,5MV4599,82906
26029,5MV46,63839
26033,5MV4604,92930
26040,5MV4618,111813
26042,5MV462,23650
26047,5MV4624,41241
26052,5MV463,122336
26057,5MV4640,75902
26058,5MV4642,102426
26060,5MV4644,20391
26061,5MV4645,19099
26064,5MV465,122336
26066,5MV4652,96963
26070,5MV4659,77544
26071,5MV466,102868
26073,5MV4661,106589
26080,5MV467,102868
26089,5MV4678,127902
26093,5MV4681,61876
26099,5MV4687,47697
26103,5MV4690,55118
26106,5MV4693,66848
26108,5MV4695,110391
26110,5MV4697,62267
26111,5MV4698,6643
26113,5MV47,105547
26114,5MV470,122336
26118,5MV4703,13649
26120,5MV4705,14615
26123,5MV4708,39810
26125,5MV471,122336
26127,5MV4711,30576
26129,5MV4713,110824
26133,5MV4728,67684
26138,5MV4732,122455
26141,5MV4735,62094
26143,5MV4737,50482
26151,5MV4744,124874
26158,5MV4750,121786
26164,5MV4758,106669
26165,5MV4759,6322
26167,5MV477,40479
26168,5MV478,51516
26170,5MV4793,59849
26173,5MV4796,41121
26177,5MV48,56870
26189,5MV4812,26838
26199,5MV4827,42854
26201,5MV4829,93194
26206,5MV4833,44009
26209,5MV4836,17616
26210,5MV4837,23650
26212,5MV4839,23650
26215,5MV4841,74775
26217,5MV4843,45330
26218,5MV4844,49124
26222,5MV4848,74621
26227,5MV4852,42802
26232,5MV4857,103626
26233,5MV4858,103626
26237,5MV4861,78532
26241,5MV4865,18035
26246,5MV487,85347
26248,5MV4871,127510
26251,5MV4874,102284
26256,5MV488,85347
26260,5MV49,56870
26266,5MV495,108989
26269,5MV498,108989
26271,5MV5,96348
26272,5MV50,56870
26273,5MV500,89252
26283,5MV51,56870
26284,5MV510,43607
26285,5MV511,43607
26292,5MV518,26838
26304,5MV53,107999
26306,5MV531,106314
26308,5MV533,86496
26309,5MV534,105291
26315,5MV54,107999
26320,5MV544,39014
26321,5MV545,114303
26323,5MV547,12196
26326,5MV55,107999
26332,5MV56,7338
26345,5MV572,112103
26349,5MV577,86140
26350,5MV578,94304
26353,5MV580,86140
26360,5MV587,120150
26361,5MV588,120150
26363,5MV59,112330
26374,5MV6,96348
26375,5MV60,60697
26386,5MV61,60697
26393,5MV616,36347
26398,5MV620,74989
26400,5MV622,98995
26406,5MV628,46905
26410,5MV631,61871
26412,5MV633,59184
26419,5MV64,47000
26429,5MV652,120738
26437,5MV66,114373
26467,5MV70,112330
26470,5MV703,17888
26473,5MV706,17888
26478,5MV710,9836
26479,5MV711,97026
26481,5MV713,83774
26482,5MV714,106663
26484,5MV716,16805
26489,5MV720,124111
26492,5MV723,8448
26493,5MV724,8448
26497,5MV728,71512
26499,5MV73,121681
26500,5MV730,71512
26501,5MV731,20935
26510,5MV74,94710
26512,5MV741,91357
26515,5MV744,91357
26521,5MV75,76029
26523,5MV751,122916
26524,5MV752,122916
26527,5MV755,111910
26538,5MV765,74419
26540,5MV767,67119
26542,5MV769,46658
26543,5MV77,39564
26544,5MV770,91946
26545,5MV771,41121
