dummyCell,vep,boutNo,boutLength,phase,center,meanMaize,relToAll,nHouse,fieldContention,modelledpop,greatkiva,plaza,oversizepit,greathouse,multiwalls,encwall,towers,reservoir
29029,6,1,18,1,0,0.8465428630510966,0.22651173273722333,1,18,871.2,0,0,0,0,0,0,1,0
29053,11,1,17,0,0,0.7592666408954523,0.10555750666520536,1,36,828.1538461538462,1,0,1,0,0,0,0,0
29053,11,1,17,1,0,0.7653570075829824,0.10753988226254783,1,33,854.2,1,0,1,0,0,0,0,0
29078,10,1,35,0,0,0.807023706295157,0.1475420232101153,1,61,945,1,1,1,0,0,0,1,0
29078,10,1,35,1,0,0.7615791764524248,0.1257757630613115,1,28,286.4,1,0,0,0,0,0,1,0
29127,7,1,27,0,0,0.8187090593390576,0.17162167580964327,1.7391304347826086,20,742.2173913043479,0,0,0,0,0,0,1,0
29127,7,1,27,1,0,0.8291948835055033,0.125019625822703,1,39,638.8,0,0,0,0,0,0,1,0
29127,13,2,17,0,0,0.8065864136142116,0.17320052151644497,1,52,2947.153846153846,0,1,0,0,0,0,1,0
29127,13,2,17,1,0,0.7939505788587755,0.15128355353109302,1,59,3213.8,0,1,0,0,0,0,1,0
29160,14,1,18,0,0,0.7980421940851871,0.13506301276145444,1,87,2190.785714285714,1,0,1,1,1,0,1,1
29160,14,1,18,1,0,0.8108639355628722,0.1397830124824278,1,31,1393.2,1,0,1,1,1,0,1,1
29160,17,2,13,0,0,0.8356231393352632,0.1795549500586739,1,73,2827.222222222222,1,1,1,1,0,0,1,0
29160,17,2,13,1,0,0.8963670961318477,0.2073925845084652,1,67,2368.6,0,0,0,1,0,1,1,1
29243,17,1,47,0,0,0.8626833570602686,0.1711724135809524,1,73,2429.3953488372094,1,1,0,1,0,0,1,1
29243,17,1,47,1,0,0.8358711023484507,0.08587110234845075,1,43,2521.8,0,0,0,0,0,0,1,0
29255,14,1,39,0,0,0.8702263252687228,0.2350396045228187,2.085714285714286,87,2692.114285714286,0,1,0,1,0,0,1,1
29255,14,1,39,1,0,0.8099991871464637,0.1447857214558509,1,85,2263.2,0,1,0,1,0,0,1,1
29430,14,1,39,0,0,0.5873993168537792,-0.047787403892124866,1.5714285714285714,87,2692.114285714286,0,1,0,0,0,0,1,1
29430,14,1,39,1,0,0.5395902005895492,-0.12562326510106359,1,85,2263.2,0,1,0,0,0,0,1,1
29458,6,1,7,0,0,0.8483390013376871,0.13767400880654648,1,19,747.3333333333334,0,0,0,0,0,0,1,0
29458,6,1,7,1,0,0.8483390013376871,0.13499079147974646,1,15,697,0,0,0,0,0,0,1,0
29458,6,2,57,0,0,0.805257223452503,0.15219819241133967,1.9245283018867925,32,959.5094339622641,0,0,1,0,0,0,1,0
29458,6,2,57,1,0,0.8483390013376871,0.17036809126536048,1,17,510.8,0,0,0,0,0,0,1,0
29458,7,3,11,0,0,0.7576544983519449,0.12156144215001001,1,6,219,0,0,0,0,0,0,1,0
29458,7,3,11,1,0,0.7020736866527133,0.10207978718810606,1,7,242.5,0,0,0,0,0,0,1,0
29458,8,4,12,0,0,0.8613963458273146,0.14496894884440636,1,85,667.25,1,1,1,0,0,0,1,0
29458,8,4,12,1,0,0.8613963458273146,0.14252003762457108,1,79,697.8,1,1,1,0,0,0,1,0
29458,9,5,15,0,0,0.7685579278252341,0.0958935184912248,1,60,1334,1,1,1,0,0,0,1,0
29458,9,5,15,1,0,0.7488785889413622,0.08457142975595264,1,61,1258.6,1,0,0,0,0,0,1,0
29460,16,1,40,0,0,0.8084208548175819,0.111222941521889,1,141,3198.8888888888887,1,1,1,1,0,0,1,0
29460,16,1,40,1,0,0.7344611910081679,0.08417364628084242,1,85,3495.2,1,1,1,1,0,0,1,0
29461,16,1,40,0,0,0.7442380978215125,0.047040184525819644,1,141,3198.8888888888887,1,1,0,1,0,0,1,1
29461,16,1,40,1,0,0.7442380978215125,0.09395055309418707,1,85,3495.2,1,1,0,1,0,0,1,1
29468,16,1,41,0,0,0.7581672652867325,0.060862430901556505,1,141,3168.810810810811,1,1,1,1,1,1,1,1
29468,16,1,41,1,0,0.697281947059016,0.04699440233169059,1,85,3495.2,1,0,1,1,0,1,1,1
29524,12,1,56,0,0,0.8104745819527879,0.1662230531119893,1,36,676.0576923076923,1,0,0,0,0,0,1,0
29524,12,1,56,1,0,0.7329509490066104,0.12475494676166106,1,7,481.2,0,0,0,0,0,0,1,0
29524,14,2,42,0,0,0.7941606486863361,0.15314317954999754,1.236842105263158,87,2738.5263157894738,1,0,0,1,0,1,1,0
29524,14,2,42,1,0,0.7182808772210152,0.04689421211519546,1,60,1617,1,0,0,1,0,0,1,0
29524,16,3,33,0,0,0.7869300499508723,0.09483386899393312,1,136,3276.896551724138,1,1,1,1,0,1,1,1
29524,16,3,33,1,0,0.7352481599776975,0.0849606152503721,1,85,3495.2,1,1,1,1,0,1,1,1
29599,16,1,11,0,0,0.6939699759406428,0.04707283579534098,1,73,3093.9,1,1,0,1,0,0,1,1
29599,16,1,11,1,0,0.6858022136072959,0.03308884030388248,1,73,2898.5,0,0,0,1,0,0,1,1
29716,13,1,20,0,0,0.9224810380368463,0.28153323976983946,1,59,2984.1875,0,0,0,0,0,1,1,0
29716,13,1,20,1,0,0.894617655584889,0.24894487530954418,1,85,2784.2,0,0,0,0,0,1,1,0
29797,11,1,9,0,0,0.8595987657705942,0.21638627226154006,1,9,667.5,0,0,0,0,0,0,0,0
29797,11,1,9,1,0,0.8595987657705942,0.23458995918432868,1,9,694,0,0,0,0,0,0,0,0
29806,16,1,13,0,0,0.6656623905704867,0.018641169780471416,1,73,2948.222222222222,1,1,1,1,0,1,1,1
29806,16,1,13,1,0,0.7518770560141532,0.09572988594731976,1,72,2843,1,1,1,1,0,1,1,1
29842,14,1,18,0,0,0.7689908837667808,0.09795820383432273,1,58,1389.857142857143,1,0,1,1,0,0,1,1
29842,14,1,18,1,0,0.8081620066396652,0.13257164647502287,1,39,1197.8,1,0,1,1,0,0,1,1
29842,15,2,11,0,0,0.8370249136801688,0.18248110557756111,1,138,1350.8,1,1,1,1,1,1,1,0
29842,15,2,11,1,0,0.8370249136801688,0.1445489540215461,1,140,1892,1,1,1,1,1,1,1,0
29842,17,3,50,0,0,0.7905932569152677,0.1230046361851993,1,111,3147.717391304348,1,1,1,1,1,1,1,1
29842,17,3,50,1,0,0.8658878649434736,0.16588787686440254,1,60,2323,0,1,1,1,0,1,1,1
29849,6,1,38,0,0,0.8064455949013529,0.1590984488040014,1,31,891.7352941176471,0,0,1,0,0,0,0,0
29849,6,1,38,1,0,0.8203270322746701,0.17079104847378201,1,32,1267.4,0,0,1,0,0,0,0,0
29865,6,1,12,0,1,0.8096743917299641,0.14027952982319725,1,9,144.875,0,0,0,0,0,0,1,0
29865,6,1,12,1,1,0.8344888654020097,0.15598276522424487,1,8,116,0,0,0,0,0,0,1,0
29865,9,2,106,0,1,0.8370566408578376,0.15870504135387167,6.970588235294118,85,606.1078431372549,1,1,1,0,0,0,1,0
29865,9,2,106,1,1,0.8267996112505595,0.14407841960589088,1,47,985,1,1,1,0,0,0,1,0
29865,11,3,12,0,1,0.8306273896661069,0.17199341994192863,1,36,867.375,1,0,1,0,0,0,1,0
29865,11,3,12,1,1,0.8329240567154355,0.1758790380424923,1,32,779.4,1,0,1,0,0,0,1,0
29870,16,2,14,0,0,0.7255981891385971,0.07223826041144712,1,87,3606.9,1,1,1,1,1,1,1,0
29870,16,2,14,1,0,0.7255981891385971,0.07531064441127164,1,85,3495.2,1,0,1,1,0,1,1,0
29938,14,1,20,0,0,0.8690093492548312,0.2254555316101159,1,87,2893,1,0,0,1,0,1,1,0
29938,14,1,20,1,0,0.8182672096836952,0.1591195835221198,1,86,2414,1,0,0,1,0,0,1,0
29991,19,2,111,0,0,0.8077919376423417,0.12029497302280315,1.8037383177570094,172,2722.2056074766356,1,1,1,1,0,1,1,1
29991,19,2,111,1,0,0.7785680617055585,0.13516562234970828,1,169,3313.4,1,1,1,0,0,1,1,1
30090,14,1,23,0,1,0.7860379512832122,0.13125654071457335,1.5263157894736843,87,2519.7894736842104,1,0,1,1,0,0,1,0
30090,14,1,23,1,1,0.7418623335899845,0.07982958036084331,1,58,1501.2,1,0,1,1,0,0,1,0
30090,16,2,46,0,1,0.8024970033654394,0.11315686961329771,3.642857142857143,140,3240.6666666666665,1,1,1,1,1,1,1,1
30090,16,2,46,1,1,0.7459250700089239,0.10281847234695185,1,73,2930,1,0,1,1,0,1,1,1
30090,19,3,82,0,1,0.8436525359079211,0.14360030588602868,4.435897435897436,128,2596.75641025641,1,1,1,1,1,1,1,1
30090,19,3,82,1,1,0.8476421256219188,0.20948181344616804,1,137,3070.2,1,1,1,1,1,1,1,1
30102,11,1,29,0,0,0.9442732589039071,0.29246186421243986,4.12,36,714.32,1,0,0,0,0,0,1,0
30102,11,1,29,1,0,0.9275041923378453,0.2711276755188451,1.4,32,524.8,1,0,0,0,0,0,1,0
30118,6,1,18,0,0,0.8212710451039057,0.15547965277755077,1,17,776.3571428571429,0,0,1,0,0,0,0,0
30118,6,1,18,1,0,0.8028385407394834,0.17639694876141024,1,18,834,0,0,1,0,0,0,0,0
30118,6,2,15,0,0,0.8315113253063626,0.1836098092372972,1,32,1138.090909090909,0,0,1,0,0,0,0,0
30118,6,2,15,1,0,0.848715023861991,0.19909405575858222,1,31,1250.2,0,0,0,0,0,0,0,0
30168,9,1,14,0,0,0.710204530093405,0.03957961532804703,1,61,1379.5,1,1,0,0,0,0,1,0
30168,9,1,14,1,0,0.7054698298374812,0.045426918069521614,1,61,1173.6,1,1,0,0,0,0,1,0
30168,13,2,17,0,0,0.7048741482919263,0.07148825619415967,1,52,2947.153846153846,0,1,0,1,0,0,1,0
30168,13,2,17,1,0,0.7044323971194606,0.0617653717917781,1,59,3213.8,0,1,0,1,0,0,1,0
30168,15,3,56,0,1,0.7045586867900404,0.055505642745985885,1,138,1168.6538461538462,1,1,0,1,0,0,1,1
30168,15,3,56,1,1,0.7053895246598029,0.002731986007382822,1,141,2361.6,1,0,0,1,0,0,1,1
30168,17,4,63,0,1,0.6954263883121943,0.01597492472600129,1,87,2745.0338983050847,1,0,0,1,0,0,1,1
30168,17,4,63,1,1,0.6959843239476604,-0.05382324245668226,1,41,2489.2,0,0,0,0,0,0,1,0
30172,13,1,23,0,0,0.9329190589766587,0.3026612171888185,1.631578947368421,56,2686.315789473684,1,0,1,1,1,0,1,0
30172,13,1,23,1,0,0.9358710069810192,0.29688664270985515,1,59,3019.8,1,0,1,1,1,0,1,0
30260,11,1,17,0,0,0.7604897287967322,0.1054146807718944,2,36,845.3846153846154,1,0,0,0,0,0,1,0
30260,11,1,17,1,0,0.7833459661765532,0.12474043233828107,2,32,831,1,0,0,0,0,0,1,0
30260,12,2,17,0,0,0.7335881679995447,0.09388787675107647,1,9,667.9230769230769,1,0,0,0,0,0,1,0
30260,12,2,17,1,0,0.6788799054092831,0.06522252625889247,1,9,646.8,1,0,0,0,0,0,1,0
30260,14,3,57,0,0,0.7430151293572317,0.0914502748613015,1,87,2367.0754716981132,1,0,1,1,0,1,1,0
30260,14,3,57,1,0,0.7557467183759136,0.08502213570379442,1,41,1184.6,1,0,1,1,0,0,1,0
30316,14,1,39,0,0,0.6770679857744438,0.041881265028539665,1.5714285714285714,87,2692.114285714286,0,1,0,1,0,0,1,1
30316,14,1,39,1,0,0.650420275042134,-0.014793190648478859,1,85,2263.2,0,1,0,1,0,0,1,1
30475,16,1,13,0,0,0.8033571882059924,0.1563359674159771,1,73,2948.222222222222,1,1,1,1,0,1,1,1
30475,16,1,13,1,0,0.8773063671204352,0.2211591970536017,1,72,2843,1,1,1,1,0,1,1,1
30497,16,1,46,0,0,0.6850543621321485,-0.007746437873446374,1.8333333333333333,141,3128.7380952380954,1,0,0,0,0,0,1,1
30497,16,1,46,1,0,0.6473702884489491,-0.00323820344863394,1,73,3161.4,1,0,0,0,0,0,1,1
30497,18,2,13,0,0,0.6250472030332012,-0.06727051457196581,1,73,2752.6666666666665,0,0,0,0,1,1,1,0
30497,18,2,13,1,0,0.6339764371995004,-0.025059108388039347,1,100,2941.4,0,1,0,0,1,1,1,0
30502,11,1,9,0,0,0.6664399739561809,0.005108666813207995,1,9,236.875,0,0,0,0,0,0,1,0
30502,11,1,9,1,0,0.6462448330389129,0.0034637542234526838,1,9,310.5,0,0,0,0,0,0,1,0
30502,14,2,32,0,0,0.6880846309909073,0.04998950543491518,1,81,2925.75,0,1,0,1,0,0,1,0
30502,14,2,32,1,0,0.6877338290214539,0.032365703582763666,1,87,2765.6,0,1,0,1,0,0,1,1
30517,16,1,40,0,0,0.4946586962882763,-0.20253921700741653,1,141,3198.8888888888887,1,1,1,1,0,1,1,1
30517,16,1,40,1,0,0.414077938372089,-0.23620960635523644,1,85,3495.2,1,1,1,1,0,1,1,1
30549,9,1,40,0,1,0.8780502511395348,0.2067819113532702,1,57,713.3333333333334,1,1,0,0,0,0,1,0
30549,9,1,40,1,1,0.8780502511395348,0.21136469377411735,1,61,1358,1,1,0,0,0,0,1,0
30576,12,1,54,0,0,0.8669377533594768,0.22246507326761883,1,36,672.24,1,0,0,0,0,0,0,1
30576,12,1,54,1,0,0.8164877626630995,0.20829176041815017,1,7,481.2,1,0,0,0,0,0,0,0
30576,14,2,38,0,0,0.8680478223620388,0.22991834437026148,1.9411764705882353,87,2805.735294117647,0,1,0,0,0,0,1,1
30576,14,2,38,1,0,0.8446614617263871,0.17229357899781048,1.2,84,2086.2,0,1,0,0,0,0,1,1
30768,14,1,32,0,0,0.45498865169863545,-0.18310647385735668,1,81,2925.75,0,1,0,1,0,0,1,0
30768,14,1,32,1,0,0.45498865169863545,-0.20037947374005474,1,87,2765.6,0,1,0,1,0,0,1,1
30773,16,1,40,0,0,0.8953400745079936,0.19672121628317785,1,141,3153.75,1,1,1,1,1,1,1,1
30773,16,1,40,1,0,0.8089660863722524,0.15868658827197168,1,86,3590.4,1,1,1,1,0,1,1,1
30793,11,1,20,0,0,0.7931657112532794,0.14073841603040094,1.6875,12,264.0625,1,0,0,0,0,0,1,0
30793,11,1,20,1,0,0.7952841877937317,0.15044400691986085,1,30,690.2,1,0,0,0,0,0,1,0
30793,16,2,23,0,0,0.8175961970270995,0.09306029886867476,1,141,2993.8947368421054,1,1,1,1,0,1,1,1
30793,16,2,23,1,0,0.7565982387911889,0.06494673355933159,1,84,3127.2,1,1,1,1,0,1,1,1
30845,16,1,46,0,0,0.442950915681441,-0.2501450734890876,1.8333333333333333,141,3079.8333333333335,1,1,1,1,0,0,1,1
30845,16,1,46,1,0,0.31957154793124043,-0.33111613469739115,1,72,3257.8,1,0,1,1,0,0,1,1
30885,14,1,10,0,0,0.5186096844280065,-0.1558835158211356,1,31,1300.888888888889,0,0,0,0,0,0,0,0
30885,14,1,10,1,0,0.49109943643693,-0.19201178416129083,1,33,1212,0,0,0,0,0,0,0,0
30902,14,2,12,0,0,0.7956415933947409,0.14667100807832134,1,87,2769.125,1,1,0,1,0,0,1,1
30902,14,2,12,1,0,0.7941349356405196,0.12176705291194297,1,84,2086.2,1,1,0,1,0,0,1,1
30902,19,3,10,0,0,0.7956415933947409,0.1527967939026467,1,137,3016.1111111111113,1,1,1,1,1,1,1,1
30902,19,3,10,1,0,0.7956415933947409,0.16688694780872715,1,146,3122,1,1,1,1,1,1,1,1
30950,11,1,17,0,0,0.8812103750359299,0.227501240805683,1,36,828.1538461538462,0,0,0,0,0,0,0,1
30950,11,1,17,1,0,0.8853956229156918,0.22757849759525728,1,33,854.2,0,0,0,0,0,0,0,1
30950,13,2,23,0,0,0.8669230623743125,0.23666522058647235,1.631578947368421,56,2686.315789473684,0,1,0,0,0,0,1,0
30950,13,2,23,1,0,0.8551098800474598,0.21612551577629585,1,59,3019.8,0,1,0,0,0,0,1,0
31041,13,1,17,0,0,0.8656336290960572,0.23224773699829065,1,52,2947.153846153846,0,1,0,1,0,0,1,0
31041,13,1,17,1,0,0.8520727849775745,0.20940575964989205,1,59,3213.8,0,1,0,1,0,0,1,0
31055,18,1,39,0,0,0.8427895565186777,0.14307710380048796,1,113,2783.7428571428572,1,1,1,1,1,1,1,1
31055,18,1,39,1,0,0.8709965755862574,0.2034548451823573,1,123,3104.6,1,1,1,1,1,1,1,1
31056,13,1,20,0,0,0.29877027232669523,-0.3361801419732697,2.0625,56,2991.5625,0,1,0,0,0,0,1,0
31056,13,1,20,1,0,0.2678267002950424,-0.37115766397612154,1.8,59,3019.8,0,1,0,0,0,0,1,0
31056,14,2,12,0,0,0.23777228585189028,-0.41119829946452935,1,87,2769.125,0,1,0,0,0,0,1,1
31056,14,2,12,1,0,0.23777228585189028,-0.4345955968766864,1,84,2086.2,0,1,0,0,0,0,1,1
31056,19,3,10,0,0,0.23777228585189028,-0.405072513640204,1,137,3016.1111111111113,0,1,1,0,1,1,1,0
31056,19,3,10,1,0,0.23777228585189028,-0.39098235973412354,1,146,3122,0,1,0,0,0,0,1,0
31082,9,1,11,0,0,0.8324676917658912,0.15541371868716347,1,55,1181.2,1,1,0,0,0,0,1,0
31082,9,1,11,1,0,0.8324676917658912,0.16309379206763375,1,58,1433.5,1,1,0,0,0,0,1,0
31082,10,2,7,0,0,0.8324676917658912,0.1742101824945874,1,61,1016,1,1,0,0,0,0,1,0
31082,10,2,7,1,0,0.8324676917658912,0.18606527315245736,1,53,561,0,0,0,0,0,0,1,0
31082,13,3,17,0,0,0.8170984672849291,0.18371257518716247,1,52,2947.153846153846,0,1,0,0,0,0,1,0
31082,13,3,17,1,0,0.8042979586508966,0.1616309333232141,1,59,3213.8,0,1,0,0,0,0,1,0
31095,14,1,32,0,0,0.8746991298989766,0.23660400434298448,1,81,2925.75,1,0,1,1,1,0,1,0
31095,14,1,32,1,0,0.8403972252722709,0.1850290998335807,1,87,2765.6,1,0,1,1,1,0,1,1
31095,17,2,109,0,0,0.8995496274563262,0.23248033595550807,4.619047619047619,141,2268.1428571428573,1,1,1,1,1,1,1,1
31095,17,2,109,1,0,0.9030443342481512,0.2030443461690802,1.4,54,2344.4,0,0,0,1,0,0,1,0
31140,18,1,45,0,0,0.6955932502652165,-0.026579129955382794,1.829268292682927,57,2360.5853658536585,1,0,0,0,0,0,1,0
31140,18,1,45,1,0,0.6503416915093699,-0.05358879969966021,1,52,2660,0,0,0,0,1,1,1,0
31183,14,1,32,0,0,0.7999979427882603,0.1619028172322682,1,81,2925.75,0,0,0,0,0,1,1,0
31183,14,1,32,1,0,0.7523644951082045,0.09699636966951433,1,87,2765.6,1,0,0,1,0,1,1,0
31190,16,1,25,0,0,0.9661320475389331,0.24387795007723267,1,141,2956,1,1,1,1,1,1,1,1
31190,16,1,25,1,0,0.90748506399893,0.22094968172811694,1,85,3161.6,1,1,1,1,1,1,1,1
31190,19,2,10,0,0,0.972305420906313,0.30471848170389837,1,172,3294.8888888888887,1,1,1,1,1,1,1,1
31190,19,2,10,1,0,0.972305420906313,0.30875409033990675,1,170,3338,1,1,1,1,1,1,1,1
31218,6,1,17,0,0,0.9312303371223813,0.22967774433133759,1.6153846153846154,18,254.46153846153845,0,0,1,0,0,0,1,0
31218,6,1,17,1,0,0.9324797491232554,0.23100279370943702,1,19,497.6,0,0,1,0,0,0,1,0
31261,13,1,17,0,0,0.6804095706336256,0.047023678535858995,1,52,2947.153846153846,0,0,0,0,0,0,1,0
31261,13,1,17,1,0,0.6731839745275436,0.030516949199861098,1,59,3213.8,0,0,0,0,0,0,1,0
31279,8,1,15,0,0,0.9290766145681656,0.21385057934169052,1.6363636363636365,76,667.4545454545455,1,1,1,0,0,0,1,0
31279,8,1,15,1,0,0.9083161537093347,0.20572470468704152,1.2,41,591,1,1,1,0,0,0,1,0
31279,8,2,14,0,0,0.8708490410537431,0.2146419385165879,1.5,12,560.5,0,1,1,0,0,0,1,0
31279,8,2,14,1,0,0.8596372571256425,0.20711744096544052,1,13,484.6,0,1,1,0,0,0,1,0
31279,9,3,25,0,0,0.9006274780684105,0.22160269089218745,1.380952380952381,57,919.8571428571429,1,1,1,0,0,0,1,0
31279,9,3,25,1,0,0.9016789807213679,0.23499342335595028,1,61,1358,1,0,0,0,0,0,1,0
31317,17,1,31,0,0,0.20656615432925976,-0.4435069357560171,1,87,3261.8518518518517,1,0,1,0,0,1,1,1
31317,17,1,31,1,0,0.2866048361024549,-0.39146803963568905,1,70,2529.6,0,1,1,0,0,1,1,1
31341,16,1,40,0,0,0.3877962066601681,-0.3094017066355247,1,141,3198.8888888888887,1,0,1,1,0,1,1,1
31341,16,1,40,1,0,0.3539998533264283,-0.2962876914008971,1,85,3495.2,1,0,1,1,0,1,1,1
31455,10,1,19,0,0,0.8031960758897994,0.1331363572014703,1,61,1321.2666666666667,1,1,0,0,0,0,1,0
31455,10,1,19,1,0,0.8031960758897994,0.14813031885359024,1,60,834.8,1,1,0,0,0,0,1,0
31455,10,2,8,0,0,0.8031960758897994,0.16555803068100464,1,39,321.42857142857144,0,0,0,0,0,0,1,0
31455,10,2,8,1,0,0.8031960758897994,0.1583525273534987,1,22,251,0,0,0,0,0,0,1,0
31455,14,3,18,0,0,0.7692292741916147,0.12656664470648435,1,81,2894.8571428571427,0,1,0,0,0,0,1,0
31455,14,3,18,1,0,0.7463808944148402,0.09101276897615004,1,87,2765.6,0,1,0,0,0,0,1,1
31518,11,1,14,0,0,0.5814670102463828,-0.07271041704548734,1,9,272.6,0,0,0,0,0,0,0,0
31518,11,1,14,1,0,0.5856502287917666,-0.05496522254414033,1,22,434,0,0,0,0,0,0,0,0
31560,13,1,17,0,0,0.5538771035653486,-0.07950878853241802,1,52,2947.153846153846,0,0,0,0,0,0,0,0
31560,13,1,17,1,0,0.5593277075598316,-0.08333931776785082,1,59,3213.8,0,0,0,0,0,0,0,0
31569,9,1,74,0,0,0.8577529794640011,0.17523880496857658,1,85,607.3142857142857,1,1,1,0,0,0,1,0
31569,9,1,74,1,0,0.8665291965007782,0.19480299949645996,1,57,1408.8,1,0,0,0,0,0,1,0
31577,11,1,10,0,0,0.7984312060806487,0.13881057004133862,1,9,246.11111111111111,0,0,0,0,0,0,1,0
31577,11,1,10,1,0,0.7984312060806487,0.1579647544357512,1,8,287,0,0,0,0,0,0,0,0
31577,14,2,47,0,0,0.7913439794312896,0.1426855506569661,1,87,2596.860465116279,0,1,0,0,0,0,1,1
31577,14,2,47,1,0,0.7945297341192922,0.12165733979594318,1,31,1295.8,0,1,0,0,0,0,1,1
31603,11,1,14,0,0,0.9004577279090882,0.24628030061721806,1,9,272.6,1,0,0,0,0,0,0,0
31603,11,1,14,1,0,0.9069358474678464,0.2663203961319394,1,22,434,1,0,0,0,0,0,1,0
31643,6,1,19,0,0,0.8813884529802534,0.19546333485179473,1,19,584.1333333333333,0,0,0,0,0,0,1,0
31643,6,1,19,1,0,0.8478915029101901,0.18046306901507903,1,14,767.6,0,0,0,0,0,0,1,0
31643,6,2,15,0,0,0.7993590091214036,0.17399334546291467,1,19,858.2727272727273,0,0,0,0,0,0,1,0
31643,6,2,15,1,0,0.8478915254275003,0.20441632072130836,1,23,1062.8,0,0,0,0,0,0,1,0
31643,6,3,8,0,0,0.8972396940465958,0.23722466447996715,1,23,1043.5714285714287,0,0,0,0,0,0,1,0
31643,6,3,8,1,0,0.9106982780827416,0.23633529080284965,1,18,930.5,0,0,0,0,0,0,1,0
31643,9,5,13,0,0,0.8199774085739513,0.14952986696620046,1,60,1384.2222222222222,0,0,0,0,0,0,1,0
31643,9,5,13,1,0,0.8039267791642083,0.13961961997879876,1,61,1258.6,0,0,0,0,0,0,1,0
31643,17,6,76,0,0,0.8251535371459078,0.14076305061743166,1.6527777777777777,141,2951.3888888888887,1,1,1,1,0,1,1,1
31643,17,6,76,1,0,0.9102851062692622,0.19886742529048715,1.4,39,2043.4,1,1,1,1,0,1,1,1
31695,14,1,32,0,0,0.7082835275868666,0.0701884020308745,1,81,2925.75,0,1,0,1,0,0,1,0
31695,14,1,32,1,0,0.6625410856739167,0.007172960235226488,1,87,2765.6,0,1,0,1,0,0,1,1
31725,14,1,32,0,0,0.8513257452209779,0.21323061966498585,1.6428571428571428,81,2925.75,0,1,0,0,0,0,1,0
31725,14,1,32,1,0,0.7941490911668346,0.13878096572814444,1,87,2765.6,0,1,0,0,0,0,1,1
31736,9,1,13,0,0,0.7539370788468255,0.0834895372390747,1,60,1384.2222222222222,1,1,0,0,0,0,1,0
31736,9,1,13,1,0,0.7539370788468255,0.08962991966141594,1,61,1258.6,1,1,0,0,0,0,1,0
31736,17,2,45,0,0,0.7330707461214266,0.06930292567010887,1.6585365853658536,104,3204.560975609756,1,0,0,1,0,0,1,1
31736,17,2,45,1,0,0.7499005899709814,0.06092607834759885,2,67,2368.6,1,0,0,1,0,0,1,0
31786,12,1,54,0,0,0.6885915328396691,0.04411885274781122,1,36,672.24,1,0,0,0,0,0,1,0
31786,12,1,54,1,0,0.6331601917743683,0.02496418952941894,1,7,481.2,0,0,0,0,0,0,1,0
31786,14,2,38,0,0,0.7504865178799494,0.11235703988817204,1,87,2805.735294117647,0,0,0,0,0,1,1,0
31786,14,2,38,1,0,0.6768598487300257,0.0044919660014490735,1,84,2086.2,0,0,0,0,0,0,1,0
31802,18,1,68,0,0,0.9098272436869241,0.2032992948417462,1,118,2554.796875,1,1,1,1,1,1,1,1
31802,18,1,68,1,0,0.9324140398733078,0.263091835283464,1,125,3080.6,1,1,1,1,1,1,1,1
31805,15,1,72,0,0,0.7184781428372102,0.06929827399884393,1.5588235294117647,87,2091.6617647058824,0,1,0,1,0,0,1,1
31805,15,1,72,1,0,0.7545342414609848,0.133479311966127,1,70,905,0,1,0,1,0,0,1,1
31805,17,2,64,0,0,0.7261689560251059,0.0454018534855666,1.8833333333333333,140,3072.483333333333,1,1,0,1,0,0,1,1
31805,17,2,64,1,0,0.7623127122079173,0.06231272412884625,1,47,2334.8,0,0,0,1,0,0,1,0
31964,18,1,101,0,0,0.7889930400474523,0.09177557805835432,1.3917525773195876,140,2796.907216494845,1,1,0,1,0,0,1,1
31964,18,1,101,1,0,0.7787104998865435,0.07478000867751336,1,52,2660,0,0,1,0,1,1,1,1
31970,14,2,47,0,1,0.6622167920295146,0.020407119219203965,4.395348837209302,87,2571.0232558139537,0,1,0,0,0,0,1,0
31970,14,2,47,1,1,0.6118169407690724,-0.052887507215622985,1,40,1462.8,0,1,0,0,0,0,1,0
31970,17,3,74,0,1,0.5965515377775812,-0.08231166021324506,6.728571428571429,141,2861.942857142857,1,0,0,0,0,0,1,1
31970,17,3,74,1,1,0.7176011707683216,0.01760118268925055,1.2,57,2348.2,1,0,0,0,0,0,1,0
32052,17,1,19,0,0,0.2569995968559988,-0.3919765483320149,1.6666666666666667,73,3023.0666666666666,0,0,1,0,0,1,1,0
32052,17,1,19,1,0,0.32811277638519964,-0.3409855591193322,1,71,2629.8,0,0,1,0,0,1,1,0
32060,16,1,13,0,0,0.870541924430478,0.22352070364046261,1,73,2948.222222222222,0,0,0,0,0,0,1,1
32060,16,1,13,1,0,0.8985662556463673,0.2424190855795338,1,72,2843,0,0,0,0,0,0,1,0
32111,16,1,23,0,0,0.6745649420344768,-0.04997095612394793,1,141,2993.8947368421054,1,1,1,1,0,0,1,1
32111,16,1,23,1,0,0.6431606638816095,-0.04849084135024777,1,84,3127.2,1,1,1,1,0,0,1,1
32124,13,1,17,0,0,0.8152817322066049,0.18189584010883833,1,52,2947.153846153846,0,1,0,1,0,0,1,0
32124,13,1,17,1,0,0.8041728504242436,0.16150582509656108,1,59,3213.8,0,1,0,1,0,0,1,0
32186,6,1,48,0,0,0.8005789699605893,0.14856120589077199,1.9318181818181819,32,903.4318181818181,0,0,1,0,0,0,1,0
