dummyCell,vep,log10_boutLength,center,Δ_std_nHouse,Δ_std_fieldContention,Δ_std_regionalPop,Δ_std_localCatchmentQuality,Δ_std_catchmentRelToRegion,Δ_greatkiva,Δ_plaza,Δ_oversizepit,Δ_greathouse,Δ_multiwalls,Δ_encwall,Δ_towers,Δ_reservoir
6573,17,1.7708520116421442,0,0.20755838690734196,-2.3927853329452,-1.670970621141743,2.0760719238790455,1.8142270454354976,0,0,0,0,0,0,0,0
6605,16,1.146128035678238,0,0.20755838690734196,0.41225568439412036,0.22003339063882493,-0.026589613917488673,0.11909246274923956,0,0,0,0,0,0,0,0
6612,17,1.9777236052888478,1,-1.6198562175686853,-3.3277990053916398,-1.1288524573423855,1.848819758272956,0.6158074447923164,0,0,0,0,-1,0,0,0
6612,18,1.3617278360175928,0,-0.10789748734868355,0.451214587412722,0.3389770502143523,-0.5757551488489192,0.30619635216838664,0,0,0,0,0,0,0,0
6612,18,1.0413926851582251,0,0.20755838690734196,0.4901734904313237,-0.06535499633194174,0.29073940270686754,0.6636542394525035,0,0,0,0,0,0,0,0
6643,14,1.505149978319906,0,0.20755838690734196,0.684968005524332,-0.21413622678306776,-0.7804935445741378,-1.1748753304548187,0,0,0,0,0,0,0,1
6649,11,1.1139433523068367,0,-0.0013709938635333215,0.451214587412722,0.3988726177306137,1.4234212791482102,1.8696118659941339,0,0,0,0,0,0,0,0
6686,16,1.591064607026499,0,0.20755838690734196,-1.652566175591768,1.5605527786823365,0.40309853082885944,1.719224248984957,0,0,-1,0,0,0,-1,0
6720,6,1.3010299956639813,0,0.20755838690734196,0.451214587412722,0.5760665239331585,0.16835866265401117,-0.017971334219983336,0,0,0,0,0,0,0,0
6720,6,1.255272505103306,0,0.20755838690734196,0.33433787835691703,0.7834856530666344,-1.0400257885142632,-0.488405942314048,0,0,0,0,0,0,0,0
6720,6,1.146128035678238,0,0.20755838690734196,0.6070501994871287,0.6243531152479416,1.382489671239965,0.8779053082074338,0,0,0,0,0,0,0,0
6720,6,0.9030899869919435,0,0.20755838690734196,0.2564200723197137,-0.1039173788676616,0.4646309639108769,0.10437489750935489,0,0,-1,0,0,0,0,0
6720,6,0.8450980400142568,0,0.20755838690734196,0.33433787835691703,-0.2118340781870495,0.12882958902011407,0.13518599022242336,0,0,0,0,0,0,0,0
6737,16,1.662757831681574,0,-0.2821198492743968,-2.197990817852191,0.23726884695574313,-1.5313334488484425,-0.3757239640222296,0,0,0,0,-1,0,0,0
6789,16,1.6020599913279623,0,0.20755838690734196,-1.7304839816289712,0.8545159488927635,-1.737452963863845,-0.45405079930536857,0,0,0,0,0,0,0,0
6831,7,1.1139433523068367,0,0.20755838690734196,0.5680912964685271,0.4169776507569243,1.8311349045600536,0.3769508192589406,0,0,0,0,0,0,0,0
6831,8,1.0413926851582251,0,0.20755838690734196,-0.44484018201511627,0.12264079918694697,0.12882958902011407,-0.0713314357439351,0,0,0,0,0,0,0,0
6844,16,1.1139433523068367,0,0.20755838690734196,0.41225568439412036,-0.0855410676371387,1.135386336795606,0.8870433344539925,0,0,0,0,0,0,0,0
6869,6,1.3010299956639813,0,0.20755838690734196,0.451214587412722,0.5760665239331585,0.12882958902011407,-0.05620183800227694,0,0,0,0,0,0,0,0
6869,6,0.8450980400142568,0,0.20755838690734196,0.33433787835691703,-0.2118340781870495,0.12882958902011407,0.13518599022242267,0,0,0,0,0,0,0,0
6869,14,1.505149978319906,0,-0.17019339528999938,0.684968005524332,-0.21413622678306776,0.21388171538789305,-0.21316629853866423,0,0,0,0,0,0,0,1
6885,12,1.6232492903979006,0,0.20755838690734196,-0.5227579880523197,-0.1464086990863007,-0.6984777633633379,0.16822590040700816,0,0,0,0,0,0,0,-1
6885,14,1.5314789170422551,0,0.20755838690734196,0.684968005524332,0.05794652169206966,-0.6088113562625452,-1.0596527006441052,0,0,0,0,0,0,0,1
7015,18,0.9542425094393249,0,0.20755838690734196,0.4901734904313237,-0.056048853278547396,0.32038371169537727,0.7434468789883938,0,0,0,0,0,0,0,0
7073,14,1.505149978319906,0,0.20755838690734196,0.684968005524332,-0.21413622678306776,-1.6007954227941963,-1.9682294664096291,0,0,0,0,0,0,0,1
7113,14,1.0791812460476249,0,0.20755838690734196,0.33433787835691703,-1.4380403613084365,0.12882958902011407,-0.4525167564077179,0,0,0,0,0,0,0,0
7113,19,1,0,0.20755838690734196,0.8018447145801371,0.4087055235983509,0.12882958902011407,0.509061759133746,0,0,0,0,0,0,0,0
7117,14,1.505149978319906,0,0.20755838690734196,0.684968005524332,-0.21413622678306776,-0.7437303976989803,-1.1393198899535644,0,0,0,0,0,0,0,1
7137,16,1.3617278360175928,0,0.20755838690734196,-1.769442884647573,0.4728918634606836,-1.2184657179913694,-0.31188858140041703,0,0,0,0,0,0,0,0
7281,6,1.255272505103306,0,0.20755838690734196,0.4901734904313237,0.295753454872015,-0.16126717394635148,0.8764220057013191,0,0,0,0,0,0,0,0
7281,6,1.1760912590556813,0,0.20755838690734196,0.41225568439412036,0.42326806191810357,0.39958693664947853,0.36539735561177744,0,0,0,0,0,0,0,0
7281,12,1.2304489213782739,0,0.20755838690734196,0.451214587412722,0.11134916552564367,-0.16412038398596704,0.53233183047269,1,0,0,0,0,0,0,0
7281,13,0.9030899869919435,0,0.20755838690734196,0.451214587412722,0.48655865206740084,-0.03430137613511982,0.015365932115976944,0,0,0,0,0,0,0,0
7292,6,1.3010299956639813,0,0.20755838690734196,0.451214587412722,0.5760665239331585,0.07256845782225153,-0.11061473441813041,0,0,0,0,0,0,0,0
7292,6,0.8450980400142568,0,0.20755838690734196,0.33433787835691703,-0.2118340781870495,-0.2668827243174753,-0.24752677537044548,0,0,0,0,0,0,0,0
7336,14,1.5440680443502757,0,-0.4179660696344921,0.684968005524332,0.20895437918876972,-1.5385987190143773,-1.9896559069220117,0,0,0,0,0,0,0,1
7338,14,1.505149978319906,0,0.20755838690734196,0.684968005524332,-0.21413622678306776,0.12882958902011407,-0.2954243769573581,0,0,0,0,0,0,0,1
7372,10,1.6232492903979006,0,-0.4635585220491043,-1.185059339368548,-1.4566988546796416,0.07257262954584283,0.3919466487761234,0,0,0,0,0,0,0,0
7372,14,1.505149978319906,0,-0.5773258716582451,0.8408036175987387,-0.047461783273303054,-1.6803218835564182,-2.004239760601186,0,0,0,0,0,0,0,0
7430,12,1.4313637641589874,0,0.20755838690734196,0.3732967813755187,-0.20853269191744675,0.492877746120115,1.0519207735685858,-1,0,-1,0,0,0,0,0
7430,13,1.3010299956639813,0,0.20755838690734196,0.7239269085429337,1.1785661251384638,-1.2731772372985835,-1.5012899543625586,0,0,0,0,0,0,0,0
7433,11,1.1760912590556813,0,-0.25184883103770755,0.684968005524332,0.9367926350280037,0.22001285600635587,-0.03077759996732109,0,0,0,0,0,0,0,0
7484,14,1.505149978319906,0,0.20755838690734196,0.684968005524332,-0.21413622678306776,-1.5006957810338764,-1.8714181986231133,1,0,1,0,0,0,0,1
7498,13,1.2304489213782739,0,0.20755838690734196,0.7239269085429337,0.7850652983316246,-0.5539298650809238,-0.7507577035332395,0,0,0,0,0,0,0,0
7511,13,0.9542425094393249,0,0.20755838690734196,0.918721423635942,-0.13652650546985254,0.12882958902011407,0.08736911665295623,0,0,0,0,0,0,0,0
7557,8,1.568201724066995,1,-9.931452074252006,-2.4317442359638015,0.00987453744979706,-0.2559089392238856,0.9734242260666803,-1,0,0,0,0,0,0,0
7557,10,1.6127838567197355,1,-3.127547437898014,0.41225568439412036,0.06934442458980755,0.6048853252383777,1.0662999500175991,0,0,-1,0,0,0,0,0
7557,14,1.591064607026499,1,-16.22884138070142,-1.7304839816289712,-2.5980974982096168,1.254202152196068,0.6785582266564196,0,0,0,0,0,0,0,0
7557,17,1.6532125137753437,1,-8.517791179554393,-0.13316895786630295,1.024875579460981,-0.6666003729077511,-0.367820245161869,0,0,0,0,1,0,0,0
7577,16,1.662757831681574,0,0.20755838690734196,-2.197990817852191,-0.4743013149717974,-0.3219434119164101,0.8820376217974987,0,0,0,0,0,0,0,0
7577,18,1.4913616938342726,0,0.20755838690734196,1.3083104538219588,1.0570876833566851,0.5090664917350882,1.6376502141194036,0,1,0,0,0,0,0,0
7597,14,1.0791812460476249,0,0.07534526313827242,1.4641460658963654,0.14669630104194767,-0.4452171968803538,-0.5603579981675555,0,0,0,0,0,0,0,1
7709,18,1.8195439355418688,0,0.20755838690734196,1.386228259859162,1.552059840895325,-0.15156916156327815,1.1652484797989,-1,1,0,0,0,0,0,0
7720,13,1.2304489213782739,0,0.20755838690734196,0.7239269085429337,0.7850652983316246,-0.09935369601818606,-0.31111481911737787,0,0,0,0,0,0,0,0
7767,16,1.146128035678238,0,0.20755838690734196,0.3732967813755187,-0.10070663409452318,0.1325224519892415,0.23002004770715848,0,0,0,0,0,0,0,0
7768,14,1.3222192947339193,0,0.20755838690734196,0.3732967813755187,-1.287362096146834,-0.32589186703288864,-0.8386128746549364,0,0,0,0,0,0,0,0
7787,17,1.806179973983887,0,0.20755838690734196,-2.8213332661498183,-1.579037207947603,1.321876354476621,0.8202710855777107,0,0,0,0,0,0,0,0
7836,17,1.568201724066995,0,0.20755838690734196,-0.600675794089523,-1.7883269911735726,0.7551963239339584,-0.405641383825109,0,-1,0,0,0,0,0,-1
7852,13,1.2304489213782739,0,0.20755838690734196,0.7239269085429337,0.7850652983316246,1.7973143901348012,1.5232458115665606,0,0,0,0,0,0,0,0
7870,12,1.4313637641589874,0,0.20755838690734196,0.3732967813755187,-0.20853269191744675,-0.5495630816105856,0.043725176158963576,0,0,0,0,0,0,0,0
7870,14,1.5314789170422551,0,0.011687092434646464,0.41225568439412036,-1.0301503554021045,-1.2790864876894366,-1.7340333330115394,0,0,0,0,0,0,0,0
7907,16,1.6020599913279623,0,0.20755838690734196,-1.6915250786103697,1.1830728736611773,-1.7014513597752023,-0.382577282910946,0,0,0,0,0,0,0,0
7969,14,1.505149978319906,0,0.20755838690734196,0.684968005524332,-0.21413622678306776,0.12882958902011407,-0.2954243769573586,0,0,0,0,0,0,0,1
7979,16,1.6020599913279623,0,0.20755838690734196,-1.6915250786103697,1.1830728736611773,-1.2462718517385019,0.057649120186374754,0,0,0,0,0,0,0,0
8013,6,1.1139433523068367,0,0.1422679554164434,0.6070501994871287,0.3288456796460907,-0.4780248979322332,0.5494452373880803,0,0,0,0,0,0,0,0
8013,17,1.1760912590556813,0,0.04730005506604562,0.451214587412722,0.5822546567925626,0.19118181523771288,-0.4360284496101403,0,0,0,0,0,0,0,0
8013,18,1.5314789170422551,0,-0.282119849274397,0.6070501994871287,0.32491771989469254,1.55893018969021,2.3405803029055146,0,0,0,0,0,0,0,0
8091,18,1.591064607026499,1,-0.12822097504585037,0.4901734904313237,1.0403452349177404,-1.1624525951965374,-0.6849878615833451,1,1,0,0,1,0,0,0
8185,16,1.6020599913279623,0,0.20755838690734196,-1.6915250786103697,1.1830728736611773,-1.3946323766926647,-0.08583761221049654,0,0,0,0,0,0,0,0
8189,13,1.462397997898956,1,0.20755838690734196,1.152474841747552,0.04524178299946986,-0.14198949806495365,-0.4336786747558152,0,0,0,0,0,0,0,0
8189,17,2.0569048513364727,1,0.15413894296024322,-3.0161277812428264,0.3096788441343026,-0.2772872938445402,-0.6831030192102087,-1,-1,0,-1,0,0,0,-1
8252,9,1.0791812460476249,0,0.20755838690734196,0.4901734904313237,-0.16936138756390526,-0.5496754069372812,-0.34218640117620913,0,0,0,0,0,0,0,0
8264,17,1.8260748027008264,0,0.20755838690734196,-2.9382099752056234,-1.4687551856558727,1.6453478492904186,1.1499047104441644,0,0,0,0,0,0,0,0
8285,6,0.8450980400142568,0,0.20755838690734196,0.451214587412722,0.1366097686339709,0.12882958902011407,0.039218624470212675,0,0,0,0,0,0,0,0
8285,6,1.2041199826559248,0,-0.06666142535443186,0.17850226628251037,-1.2648134343250184,0.15089203571439078,0.13183031821396526,0,0,0,0,0,0,0,0
8285,7,1.462397997898956,0,-0.4270646071841915,1.1914337447661538,0.022017395807098075,2.2688158790163677,0.6999077305358586,0,0,0,0,0,0,0,0
8305,13,2.089905111439398,0,0.16311700076647828,1.152474841747552,4.141066913269177,-0.19548715116382365,-0.75385144785936,-1,0,0,0,0,0,0,0
8335,11,0.9542425094393249,1,0.20755838690734196,0.4901734904313237,0.3448761776381364,0.4039018950243166,0.31096334358799727,0,0,0,0,0,0,0,0
8335,15,1.3222192947339193,1,0.20755838690734196,1.3472693568405605,0.2982421755448219,0.12882958902011407,-0.2878085732682484,0,-1,0,0,0,0,0,-1
8335,16,0.9542425094393249,0,0.20755838690734196,0.41225568439412036,0.019746462785263628,0.7706198784637392,0.5787278019685024,-1,-1,0,0,0,0,0,-1
8335,17,0.9030899869919435,1,0.20755838690734196,0.4901734904313237,0.5228467570554802,-0.39508085134202986,-0.36277895302339364,0,0,0,0,0,0,0,0
8353,14,1.0413926851582251,0,0.20755838690734196,0.061625557226705374,-1.5290532697866033,-0.523072247567583,-0.9427517924235548,0,0,0,0,0,0,0,0
8353,16,0.9030899869919435,0,0.20755838690734196,-0.17212786088490462,-0.032678979213644176,-0.5273054182436413,-0.49738178032282143,0,0,0,0,0,0,0,0
8376,16,1.6020599913279623,0,0.20755838690734196,-1.7304839816289712,0.8545159488927635,-1.5631071115369553,-0.2854323836920388,0,0,0,0,-1,0,0,0
8441,6,1.255272505103306,0,0.20755838690734196,0.4901734904313237,0.295753454872015,-0.1661722820927164,0.871678035294147,0,0,0,0,0,0,0,0
8441,6,1.1760912590556813,0,0.20755838690734196,0.41225568439412036,0.42326806191810357,0.40416519566922754,0.36982521421509007,0,0,0,0,0,0,0,0
8448,6,1.3010299956639813,0,0.5307460227872897,0.451214587412722,0.5760665239331585,0.0935859654569699,-0.09028767306159004,0,0,0,0,0,0,0,0
8448,6,0.9542425094393249,0,0.20755838690734196,0.41225568439412036,0.5125623402040195,0.12882958902011407,0.599944716488342,0,0,0,0,0,0,0,0
8448,6,0.9030899869919435,0,-0.002303714313403297,0.33433787835691703,-0.14003825756547314,0.15171505886631156,0.15344390730256063,0,0,0,0,0,0,0,0
8448,7,1,0,0.20755838690734196,0.4901734904313237,0.1245137336379445,0.3057281294256678,-0.7661413442246344,0,0,0,0,0,0,0,0
8448,8,1.146128035678238,0,0.20755838690734196,0.21746116930111203,0.2996331048062244,-0.0038442119930901363,-0.0311971314311138,0,0,0,0,0,0,0,0
8448,15,0.8450980400142568,0,0.20755838690734196,0.3732967813755187,0.6980999092559739,-0.135002370352597,-0.5687501982530228,0,0,0,0,0,0,0,0
8448,17,1.5563025007672873,0,0.20755838690734196,-0.3279634729593113,-1.8588799530673685,0.44212982803227163,-0.4648686357308945,0,-1,0,0,0,0,0,-1
8489,14,0.8450980400142568,0,0.20755838690734196,0.3732967813755187,-0.09360509096782278,0.006344493625555106,-0.3928694355910177,0,0,0,0,0,0,0,0
8489,19,2.0453229787866576,0,-0.2647294072417744,0.33433787835691703,1.544887269868068,0.3426739039582657,1.4855135195749192,0,0,0,0,0,0,0,0
8492,6,0.8450980400142568,0,0.20755838690734196,0.4901734904313237,0.23493882731134735,0.07882897834721599,0.6644191731520614,0,0,0,0,0,0,0,0
8492,6,1.4913616938342726,0,0.20755838690734196,-0.05525115182909963,-0.3259876987767903,0.25105332188837753,-0.17532609409979738,0,0,0,0,0,0,0,0
8492,7,0.9542425094393249,0,0.20755838690734196,0.451214587412722,0.2515221010962224,0.42988024099366406,-0.672721091429603,0,0,0,0,0,0,0,0
8492,8,0.9030899869919435,0,0.20755838690734196,-0.25004566692210795,0.10829278348198271,0.12882958902011407,-0.06542739372451577,0,0,0,0,0,0,0,0
8492,13,1.255272505103306,0,0.20755838690734196,0.7239269085429337,0.6593703004299861,0.07503751220269912,-0.11672356396903312,0,0,0,0,0,0,0,0
8556,14,1.505149978319906,0,0.20755838690734196,0.684968005524332,-0.21413622678306776,0.029440481805209563,-0.3915484519733716,0,0,0,0,0,0,0,0
8573,17,1.2041199826559248,0,0.20755838690734196,-0.05525115182909963,-0.23571399243726882,0.12882958902011407,-0.3886969171792029,0,0,0,0,0,0,0,0
8579,18,0.9542425094393249,0,0.20755838690734196,0.4901734904313237,-0.056048853278547396,0.2588427480731116,0.683927597956986,0,0,0,0,0,0,0,0
8735,7,1.2304489213782739,0,0.20755838690734196,0.7239269085429337,-0.07392727324227721,0.7018545468430311,-0.8434278135625688,0,0,0,0,0,0,0,0
8760,14,1.505149978319906,0,0.20755838690734196,0.684968005524332,-0.21413622678306776,-0.3484625442993919,-0.7570369833424236,0,0,0,0,0,0,0,1
8821,16,1.146128035678238,0,0.20755838690734196,0.3732967813755187,-0.10070663409452318,0.12882958902011407,0.22644849900312605,0,-1,0,0,-1,0,0,0
8829,17,2.0293837776852097,0,-0.009231201149816242,-2.4317442359638015,0.4739228387480303,2.2906804132353606,1.6487469324874795,-1,-1,-1,0,-1,1,0,0
8831,16,1.146128035678238,0,0.20755838690734196,0.3732967813755187,-0.10070663409452318,1.430637207607565,1.485490427158719,0,0,0,0,0,0,0,0
8866,16,1.662757831681574,0,-0.2821198492743968,-2.236949720870793,0.5774517150375422,-1.9012735931497726,-0.7279706961502229,0,0,0,0,-1,0,0,0
8884,12,1.4313637641589874,0,0.20755838690734196,0.3732967813755187,-0.20853269191744675,-0.7574244535358325,-0.15730774050333032,-1,0,0,0,0,0,-1,0
8884,13,1.3222192947339193,0,0.20755838690734196,0.5680912964685271,0.45807509641451816,-1.0082967805444372,-1.0872950959066718,0,0,0,0,0,0,0,0
8884,14,1.3424226808222062,0,0.20755838690734196,-1.7304839816289712,-1.702585849267232,0.17150308725799832,-0.06874949026155802,0,0,0,0,0,-1,0,0
8893,14,1.591064607026499,0,-0.12822097504585037,0.3732967813755187,-0.8433585891731439,-2.3274795081803603,-2.99818344684804,0,0,0,0,0,-1,0,0
8909,16,1.6020599913279623,0,0.20755838690734196,-1.7304839816289712,0.8545159488927635,-2.2933085484754,-0.9916459685399476,0,0,0,0,0,0,0,0
8980,16,1.1139433523068367,0,0.20755838690734196,0.41225568439412036,-0.0855410676371387,1.9039148000137676,1.630324864195362,0,0,0,0,0,0,0,0
9020,14,1.505149978319906,0,0.20755838690734196,0.684968005524332,-0.21413622678306776,-1.339294647569595,-1.7153192548299692,1,0,0,1,0,0,0,0
