dummyCell,boutLength,boutNo,vep,center,year
10025,44,1,6,1,600
10025,44,1,6,1,601
10025,44,1,6,1,602
10025,44,1,6,1,603
10025,44,1,6,1,604
10025,44,1,6,1,605
10025,44,1,6,1,606
10025,44,1,6,1,607
10025,44,1,6,1,608
10025,44,1,6,1,609
10025,44,1,6,1,610
10025,44,1,6,1,611
10025,44,1,6,1,612
10025,44,1,6,1,613
10025,44,1,6,1,614
10025,44,1,6,1,615
10025,44,1,6,1,616
10025,44,1,6,1,617
10025,44,1,6,1,618
10025,44,1,6,1,619
10025,44,1,6,1,620
10025,44,1,6,1,621
10025,44,1,6,1,622
10025,44,1,6,1,623
10025,44,1,6,1,624
10025,44,1,6,1,625
10025,44,1,6,1,626
10025,44,1,6,1,627
10025,44,1,6,1,628
10025,44,1,6,1,629
10025,44,1,6,1,630
10025,44,1,6,1,631
10025,44,1,6,1,632
10025,44,1,6,1,633
10025,44,1,6,1,634
10025,44,1,6,1,635
10025,44,1,6,1,636
10025,44,1,6,1,637
10025,44,1,6,1,638
10025,44,1,6,1,639
10025,44,1,6,1,640
10025,44,1,6,1,641
10025,44,1,6,1,642
10025,44,1,6,1,643
10025,44,1,6,1,644
13306,44,1,6,1,600
13306,44,1,6,1,601
13306,44,1,6,1,602
13306,44,1,6,1,603
13306,44,1,6,1,604
13306,44,1,6,1,605
13306,44,1,6,1,606
13306,44,1,6,1,607
13306,44,1,6,1,608
13306,44,1,6,1,609
13306,44,1,6,1,610
13306,44,1,6,1,611
13306,44,1,6,1,612
13306,44,1,6,1,613
13306,44,1,6,1,614
13306,44,1,6,1,615
13306,44,1,6,1,616
13306,44,1,6,1,617
13306,44,1,6,1,618
13306,44,1,6,1,619
13306,44,1,6,1,620
13306,44,1,6,1,621
13306,44,1,6,1,622
13306,44,1,6,1,623
13306,44,1,6,1,624
13306,44,1,6,1,625
13306,44,1,6,1,626
13306,44,1,6,1,627
13306,44,1,6,1,628
13306,44,1,6,1,629
13306,44,1,6,1,630
13306,44,1,6,1,631
13306,44,1,6,1,632
13306,44,1,6,1,633
13306,44,1,6,1,634
13306,44,1,6,1,635
13306,44,1,6,1,636
13306,44,1,6,1,637
13306,44,1,6,1,638
13306,44,1,6,1,639
13306,44,1,6,1,640
13306,44,1,6,1,641
13306,44,1,6,1,642
13306,44,1,6,1,643
13306,44,1,6,1,644
52792,44,1,6,1,600
52792,44,1,6,1,601
52792,44,1,6,1,602
52792,44,1,6,1,603
52792,44,1,6,1,604
52792,44,1,6,1,605
52792,44,1,6,1,606
52792,44,1,6,1,607
52792,44,1,6,1,608
52792,44,1,6,1,609
52792,44,1,6,1,610
52792,44,1,6,1,611
52792,44,1,6,1,612
52792,44,1,6,1,613
52792,44,1,6,1,614
52792,44,1,6,1,615
52792,44,1,6,1,616
52792,44,1,6,1,617
52792,44,1,6,1,618
52792,44,1,6,1,619
52792,44,1,6,1,620
52792,44,1,6,1,621
52792,44,1,6,1,622
52792,44,1,6,1,623
52792,44,1,6,1,624
52792,44,1,6,1,625
52792,44,1,6,1,626
52792,44,1,6,1,627
52792,44,1,6,1,628
52792,44,1,6,1,629
52792,44,1,6,1,630
52792,44,1,6,1,631
52792,44,1,6,1,632
52792,44,1,6,1,633
52792,44,1,6,1,634
52792,44,1,6,1,635
52792,44,1,6,1,636
52792,44,1,6,1,637
52792,44,1,6,1,638
52792,44,1,6,1,639
52792,44,1,6,1,640
52792,44,1,6,1,641
52792,44,1,6,1,642
52792,44,1,6,1,643
52792,44,1,6,1,644
65556,91,1,6,1,600
65556,91,1,6,1,601
65556,91,1,6,1,602
65556,91,1,6,1,603
65556,91,1,6,1,604
65556,91,1,6,1,605
65556,91,1,6,1,606
65556,91,1,6,1,607
65556,91,1,6,1,608
65556,91,1,6,1,609
65556,91,1,6,1,610
65556,91,1,6,1,611
65556,91,1,6,1,612
65556,91,1,6,1,613
65556,91,1,6,1,614
65556,91,1,6,1,615
65556,91,1,6,1,616
65556,91,1,6,1,617
65556,91,1,6,1,618
65556,91,1,6,1,619
65556,91,1,6,1,620
65556,91,1,6,1,621
65556,91,1,6,1,622
65556,91,1,6,1,623
65556,91,1,6,1,624
65556,91,1,6,1,625
65556,91,1,6,1,626
65556,91,1,6,1,627
65556,91,1,6,1,628
65556,91,1,6,1,629
65556,91,1,6,1,630
65556,91,1,6,1,631
65556,91,1,6,1,632
65556,91,1,6,1,633
65556,91,1,6,1,634
65556,91,1,6,1,635
65556,91,1,6,1,636
65556,91,1,6,1,637
65556,91,1,6,1,638
65556,91,1,6,1,639
65556,91,1,6,1,640
65556,91,1,6,1,641
65556,91,1,6,1,642
65556,91,1,6,1,643
65556,91,1,6,1,644
65556,91,1,6,1,645
65556,91,1,6,1,646
65556,91,1,6,1,647
65556,91,1,6,1,648
65556,91,1,6,1,649
65556,91,1,6,1,650
65556,91,1,6,1,651
65556,91,1,6,1,652
65556,91,1,6,1,653
65556,91,1,6,1,654
65556,91,1,6,1,655
65556,91,1,6,1,656
65556,91,1,6,1,657
65556,91,1,6,1,658
65556,91,1,6,1,659
65556,91,1,6,1,660
65556,91,1,6,1,661
65556,91,1,6,1,662
65556,91,1,6,1,663
65556,91,1,6,1,664
65556,91,1,6,1,665
65556,91,1,6,1,666
65556,91,1,6,1,667
65556,91,1,6,1,668
65556,91,1,6,1,669
65556,91,1,6,1,670
65556,91,1,6,1,671
65556,91,1,6,1,672
65556,91,1,6,1,673
65556,91,1,6,1,674
65556,91,1,6,1,675
65556,91,1,6,1,676
65556,91,1,6,1,677
65556,91,1,6,1,678
65556,91,1,6,1,679
65556,91,1,6,1,680
65556,91,1,6,1,681
65556,91,1,6,1,682
65556,91,1,6,1,683
65556,91,1,6,1,684
65556,91,1,6,1,685
65556,91,1,6,1,686
65556,91,1,6,1,687
65556,91,1,6,1,688
65556,91,1,6,1,689
65556,91,1,6,1,690
65556,91,1,6,1,691
75071,29,1,6,0,600
75071,29,1,6,0,601
75071,29,1,6,0,602
75071,29,1,6,0,603
75071,29,1,6,0,604
75071,29,1,6,0,605
75071,29,1,6,0,606
75071,29,1,6,0,607
75071,29,1,6,0,608
75071,29,1,6,0,609
75071,29,1,6,0,610
75071,29,1,6,0,611
75071,29,1,6,0,612
75071,29,1,6,0,613
75071,29,1,6,0,614
75071,29,1,6,0,615
75071,29,1,6,0,616
75071,29,1,6,0,617
75071,29,1,6,0,618
75071,29,1,6,0,619
75071,29,1,6,0,620
75071,29,1,6,0,621
75071,29,1,6,0,622
75071,29,1,6,0,623
75071,29,1,6,0,624
75071,29,1,6,0,625
75071,29,1,6,0,626
75071,29,1,6,0,627
75071,29,1,6,0,628
75071,29,1,6,0,629
85347,39,1,6,1,600
85347,39,1,6,1,601
85347,39,1,6,1,602
85347,39,1,6,1,603
85347,39,1,6,1,604
85347,39,1,6,1,605
85347,39,1,6,1,606
85347,39,1,6,1,607
85347,39,1,6,1,608
85347,39,1,6,1,609
85347,39,1,6,1,610
85347,39,1,6,1,611
85347,39,1,6,1,612
85347,39,1,6,1,613
85347,39,1,6,1,614
85347,39,1,6,1,615
85347,39,1,6,1,616
85347,39,1,6,1,617
85347,39,1,6,1,618
85347,39,1,6,1,619
85347,39,1,6,1,620
85347,39,1,6,1,621
85347,39,1,6,1,622
85347,39,1,6,1,623
85347,39,1,6,1,624
85347,39,1,6,1,625
85347,39,1,6,1,626
85347,39,1,6,1,627
85347,39,1,6,1,628
85347,39,1,6,1,629
85347,39,1,6,1,630
85347,39,1,6,1,631
85347,39,1,6,1,632
85347,39,1,6,1,633
85347,39,1,6,1,634
85347,39,1,6,1,635
85347,39,1,6,1,636
85347,39,1,6,1,637
85347,39,1,6,1,638
85347,39,1,6,1,639
95039,17,1,6,1,600
95039,17,1,6,1,601
95039,17,1,6,1,602
95039,17,1,6,1,603
95039,17,1,6,1,604
95039,17,1,6,1,605
95039,17,1,6,1,606
95039,17,1,6,1,607
95039,17,1,6,1,608
95039,17,1,6,1,609
95039,17,1,6,1,610
95039,17,1,6,1,611
95039,17,1,6,1,612
95039,17,1,6,1,613
95039,17,1,6,1,614
95039,17,1,6,1,615
95039,17,1,6,1,616
95039,17,1,6,1,617
112330,50,1,6,1,600
112330,50,1,6,1,601
112330,50,1,6,1,602
112330,50,1,6,1,603
112330,50,1,6,1,604
112330,50,1,6,1,605
112330,50,1,6,1,606
112330,50,1,6,1,607
112330,50,1,6,1,608
112330,50,1,6,1,609
112330,50,1,6,1,610
112330,50,1,6,1,611
112330,50,1,6,1,612
112330,50,1,6,1,613
112330,50,1,6,1,614
112330,50,1,6,1,615
112330,50,1,6,1,616
112330,50,1,6,1,617
112330,50,1,6,1,618
112330,50,1,6,1,619
112330,50,1,6,1,620
112330,50,1,6,1,621
112330,50,1,6,1,622
112330,50,1,6,1,623
112330,50,1,6,1,624
112330,50,1,6,1,625
112330,50,1,6,1,626
112330,50,1,6,1,627
112330,50,1,6,1,628
112330,50,1,6,1,629
112330,50,1,6,1,630
112330,50,1,6,1,631
112330,50,1,6,1,632
112330,50,1,6,1,633
112330,50,1,6,1,634
112330,50,1,6,1,635
112330,50,1,6,1,636
112330,50,1,6,1,637
112330,50,1,6,1,638
112330,50,1,6,1,639
112330,50,1,6,1,640
112330,50,1,6,1,641
112330,50,1,6,1,642
112330,50,1,6,1,643
112330,50,1,6,1,644
112330,50,1,6,1,645
112330,50,1,6,1,646
112330,50,1,6,1,647
112330,50,1,6,1,648
112330,50,1,6,1,649
112330,50,1,6,1,650
121434,29,1,6,0,600
121434,29,1,6,0,601
121434,29,1,6,0,602
121434,29,1,6,0,603
121434,29,1,6,0,604
121434,29,1,6,0,605
121434,29,1,6,0,606
121434,29,1,6,0,607
121434,29,1,6,0,608
121434,29,1,6,0,609
121434,29,1,6,0,610
121434,29,1,6,0,611
121434,29,1,6,0,612
121434,29,1,6,0,613
121434,29,1,6,0,614
121434,29,1,6,0,615
121434,29,1,6,0,616
121434,29,1,6,0,617
121434,29,1,6,0,618
121434,29,1,6,0,619
121434,29,1,6,0,620
121434,29,1,6,0,621
121434,29,1,6,0,622
121434,29,1,6,0,623
121434,29,1,6,0,624
121434,29,1,6,0,625
121434,29,1,6,0,626
121434,29,1,6,0,627
121434,29,1,6,0,628
121434,29,1,6,0,629
69151,43,1,6,1,601
69151,43,1,6,1,602
69151,43,1,6,1,603
69151,43,1,6,1,604
69151,43,1,6,1,605
69151,43,1,6,1,606
69151,43,1,6,1,607
69151,43,1,6,1,608
69151,43,1,6,1,609
69151,43,1,6,1,610
69151,43,1,6,1,611
69151,43,1,6,1,612
69151,43,1,6,1,613
69151,43,1,6,1,614
69151,43,1,6,1,615
69151,43,1,6,1,616
69151,43,1,6,1,617
69151,43,1,6,1,618
69151,43,1,6,1,619
69151,43,1,6,1,620
69151,43,1,6,1,621
69151,43,1,6,1,622
69151,43,1,6,1,623
69151,43,1,6,1,624
69151,43,1,6,1,625
69151,43,1,6,1,626
69151,43,1,6,1,627
69151,43,1,6,1,628
69151,43,1,6,1,629
69151,43,1,6,1,630
69151,43,1,6,1,631
69151,43,1,6,1,632
69151,43,1,6,1,633
69151,43,1,6,1,634
69151,43,1,6,1,635
69151,43,1,6,1,636
69151,43,1,6,1,637
69151,43,1,6,1,638
69151,43,1,6,1,639
69151,43,1,6,1,640
69151,43,1,6,1,641
69151,43,1,6,1,642
69151,43,1,6,1,643
69151,43,1,6,1,644
5737,26,1,6,0,602
5737,26,1,6,0,603
5737,26,1,6,0,604
5737,26,1,6,0,605
5737,26,1,6,0,606
5737,26,1,6,0,607
5737,26,1,6,0,608
5737,26,1,6,0,609
5737,26,1,6,0,610
5737,26,1,6,0,611
5737,26,1,6,0,612
5737,26,1,6,0,613
5737,26,1,6,0,614
5737,26,1,6,0,615
5737,26,1,6,0,616
5737,26,1,6,0,617
5737,26,1,6,0,618
5737,26,1,6,0,619
5737,26,1,6,0,620
5737,26,1,6,0,621
5737,26,1,6,0,622
5737,26,1,6,0,623
5737,26,1,6,0,624
5737,26,1,6,0,625
5737,26,1,6,0,626
5737,26,1,6,0,627
5737,26,1,6,0,628
17407,26,1,6,0,602
17407,26,1,6,0,603
17407,26,1,6,0,604
17407,26,1,6,0,605
17407,26,1,6,0,606
17407,26,1,6,0,607
17407,26,1,6,0,608
17407,26,1,6,0,609
17407,26,1,6,0,610
17407,26,1,6,0,611
17407,26,1,6,0,612
17407,26,1,6,0,613
17407,26,1,6,0,614
17407,26,1,6,0,615
17407,26,1,6,0,616
17407,26,1,6,0,617
17407,26,1,6,0,618
17407,26,1,6,0,619
17407,26,1,6,0,620
17407,26,1,6,0,621
17407,26,1,6,0,622
17407,26,1,6,0,623
17407,26,1,6,0,624
17407,26,1,6,0,625
17407,26,1,6,0,626
17407,26,1,6,0,627
17407,26,1,6,0,628
63896,26,1,6,0,602
63896,26,1,6,0,603
63896,26,1,6,0,604
63896,26,1,6,0,605
63896,26,1,6,0,606
63896,26,1,6,0,607
63896,26,1,6,0,608
63896,26,1,6,0,609
63896,26,1,6,0,610
63896,26,1,6,0,611
63896,26,1,6,0,612
63896,26,1,6,0,613
63896,26,1,6,0,614
63896,26,1,6,0,615
63896,26,1,6,0,616
63896,26,1,6,0,617
63896,26,1,6,0,618
63896,26,1,6,0,619
63896,26,1,6,0,620
63896,26,1,6,0,621
63896,26,1,6,0,622
63896,26,1,6,0,623
63896,26,1,6,0,624
63896,26,1,6,0,625
63896,26,1,6,0,626
63896,26,1,6,0,627
63896,26,1,6,0,628
76000,26,1,6,0,602
76000,26,1,6,0,603
76000,26,1,6,0,604
76000,26,1,6,0,605
76000,26,1,6,0,606
76000,26,1,6,0,607
76000,26,1,6,0,608
76000,26,1,6,0,609
76000,26,1,6,0,610
76000,26,1,6,0,611
76000,26,1,6,0,612
76000,26,1,6,0,613
76000,26,1,6,0,614
76000,26,1,6,0,615
76000,26,1,6,0,616
76000,26,1,6,0,617
76000,26,1,6,0,618
76000,26,1,6,0,619
76000,26,1,6,0,620
76000,26,1,6,0,621
76000,26,1,6,0,622
76000,26,1,6,0,623
76000,26,1,6,0,624
76000,26,1,6,0,625
76000,26,1,6,0,626
76000,26,1,6,0,627
76000,26,1,6,0,628
90790,26,1,6,0,602
90790,26,1,6,0,603
90790,26,1,6,0,604
90790,26,1,6,0,605
90790,26,1,6,0,606
90790,26,1,6,0,607
90790,26,1,6,0,608
90790,26,1,6,0,609
90790,26,1,6,0,610
90790,26,1,6,0,611
90790,26,1,6,0,612
90790,26,1,6,0,613
90790,26,1,6,0,614
90790,26,1,6,0,615
90790,26,1,6,0,616
90790,26,1,6,0,617
90790,26,1,6,0,618
90790,26,1,6,0,619
90790,26,1,6,0,620
90790,26,1,6,0,621
90790,26,1,6,0,622
90790,26,1,6,0,623
90790,26,1,6,0,624
90790,26,1,6,0,625
90790,26,1,6,0,626
90790,26,1,6,0,627
90790,26,1,6,0,628
100334,26,1,6,0,602
100334,26,1,6,0,603
100334,26,1,6,0,604
100334,26,1,6,0,605
100334,26,1,6,0,606
100334,26,1,6,0,607
100334,26,1,6,0,608
100334,26,1,6,0,609
100334,26,1,6,0,610
100334,26,1,6,0,611
100334,26,1,6,0,612
100334,26,1,6,0,613
100334,26,1,6,0,614
100334,26,1,6,0,615
100334,26,1,6,0,616
100334,26,1,6,0,617
100334,26,1,6,0,618
100334,26,1,6,0,619
100334,26,1,6,0,620
100334,26,1,6,0,621
100334,26,1,6,0,622
100334,26,1,6,0,623
100334,26,1,6,0,624
100334,26,1,6,0,625
100334,26,1,6,0,626
100334,26,1,6,0,627
100334,26,1,6,0,628
106080,26,1,6,0,602
106080,26,1,6,0,603
106080,26,1,6,0,604
106080,26,1,6,0,605
106080,26,1,6,0,606
106080,26,1,6,0,607
106080,26,1,6,0,608
106080,26,1,6,0,609
106080,26,1,6,0,610
106080,26,1,6,0,611
106080,26,1,6,0,612
106080,26,1,6,0,613
106080,26,1,6,0,614
106080,26,1,6,0,615
106080,26,1,6,0,616
106080,26,1,6,0,617
106080,26,1,6,0,618
106080,26,1,6,0,619
106080,26,1,6,0,620
106080,26,1,6,0,621
106080,26,1,6,0,622
106080,26,1,6,0,623
106080,26,1,6,0,624
106080,26,1,6,0,625
106080,26,1,6,0,626
106080,26,1,6,0,627
106080,26,1,6,0,628
110074,26,1,6,0,602
110074,26,1,6,0,603
110074,26,1,6,0,604
110074,26,1,6,0,605
110074,26,1,6,0,606
110074,26,1,6,0,607
110074,26,1,6,0,608
110074,26,1,6,0,609
110074,26,1,6,0,610
110074,26,1,6,0,611
110074,26,1,6,0,612
110074,26,1,6,0,613
110074,26,1,6,0,614
110074,26,1,6,0,615
110074,26,1,6,0,616
110074,26,1,6,0,617
110074,26,1,6,0,618
110074,26,1,6,0,619
110074,26,1,6,0,620
110074,26,1,6,0,621
110074,26,1,6,0,622
110074,26,1,6,0,623
110074,26,1,6,0,624
110074,26,1,6,0,625
110074,26,1,6,0,626
110074,26,1,6,0,627
110074,26,1,6,0,628
40779,23,1,6,0,603
40779,23,1,6,0,604
40779,23,1,6,0,605
40779,23,1,6,0,606
40779,23,1,6,0,607
40779,23,1,6,0,608
40779,23,1,6,0,609
40779,23,1,6,0,610
40779,23,1,6,0,611
40779,23,1,6,0,612
40779,23,1,6,0,613
40779,23,1,6,0,614
40779,23,1,6,0,615
40779,23,1,6,0,616
40779,23,1,6,0,617
40779,23,1,6,0,618
40779,23,1,6,0,619
40779,23,1,6,0,620
40779,23,1,6,0,621
40779,23,1,6,0,622
40779,23,1,6,0,623
40779,23,1,6,0,624
40779,23,1,6,0,625
40779,23,1,6,0,626
125035,25,1,6,0,603
125035,25,1,6,0,604
125035,25,1,6,0,605
125035,25,1,6,0,606
125035,25,1,6,0,607
125035,25,1,6,0,608
125035,25,1,6,0,609
125035,25,1,6,0,610
125035,25,1,6,0,611
125035,25,1,6,0,612
125035,25,1,6,0,613
125035,25,1,6,0,614
125035,25,1,6,0,615
125035,25,1,6,0,616
125035,25,1,6,0,617
125035,25,1,6,0,618
125035,25,1,6,0,619
125035,25,1,6,0,620
125035,25,1,6,0,621
125035,25,1,6,0,622
125035,25,1,6,0,623
125035,25,1,6,0,624
125035,25,1,6,0,625
125035,25,1,6,0,626
125035,25,1,6,0,627
125035,25,1,6,0,628
17521,23,1,6,0,604
17521,23,1,6,0,605
17521,23,1,6,0,606
17521,23,1,6,0,607
17521,23,1,6,0,608
17521,23,1,6,0,609
17521,23,1,6,0,610
17521,23,1,6,0,611
17521,23,1,6,0,612
17521,23,1,6,0,613
17521,23,1,6,0,614
17521,23,1,6,0,615
17521,23,1,6,0,616
17521,23,1,6,0,617
17521,23,1,6,0,618
17521,23,1,6,0,619
17521,23,1,6,0,620
17521,23,1,6,0,621
17521,23,1,6,0,622
17521,23,1,6,0,623
17521,23,1,6,0,624
17521,23,1,6,0,625
17521,23,1,6,0,626
17521,23,1,6,0,627
21306,22,1,6,0,604
21306,22,1,6,0,605
21306,22,1,6,0,606
21306,22,1,6,0,607
21306,22,1,6,0,608
21306,22,1,6,0,609
21306,22,1,6,0,610
21306,22,1,6,0,611
21306,22,1,6,0,612
21306,22,1,6,0,613
21306,22,1,6,0,614
21306,22,1,6,0,615
21306,22,1,6,0,616
21306,22,1,6,0,617
21306,22,1,6,0,618
21306,22,1,6,0,619
21306,22,1,6,0,620
21306,22,1,6,0,621
21306,22,1,6,0,622
21306,22,1,6,0,623
21306,22,1,6,0,624
21306,22,1,6,0,625
21306,22,1,6,0,626
72214,13,1,6,0,604
72214,13,1,6,0,605
72214,13,1,6,0,606
72214,13,1,6,0,607
72214,13,1,6,0,608
72214,13,1,6,0,609
72214,13,1,6,0,610
72214,13,1,6,0,611
72214,13,1,6,0,612
72214,13,1,6,0,613
72214,13,1,6,0,614
72214,13,1,6,0,615
72214,13,1,6,0,616
72214,13,1,6,0,617
82822,21,1,6,0,604
82822,21,1,6,0,605
82822,21,1,6,0,606
82822,21,1,6,0,607
82822,21,1,6,0,608
82822,21,1,6,0,609
82822,21,1,6,0,610
82822,21,1,6,0,611
82822,21,1,6,0,612
82822,21,1,6,0,613
82822,21,1,6,0,614
82822,21,1,6,0,615
82822,21,1,6,0,616
82822,21,1,6,0,617
82822,21,1,6,0,618
82822,21,1,6,0,619
82822,21,1,6,0,620
82822,21,1,6,0,621
82822,21,1,6,0,622
82822,21,1,6,0,623
82822,21,1,6,0,624
82822,21,1,6,0,625
88011,22,1,6,0,604
88011,22,1,6,0,605
88011,22,1,6,0,606
88011,22,1,6,0,607
88011,22,1,6,0,608
88011,22,1,6,0,609
88011,22,1,6,0,610
88011,22,1,6,0,611
88011,22,1,6,0,612
88011,22,1,6,0,613
88011,22,1,6,0,614
88011,22,1,6,0,615
88011,22,1,6,0,616
88011,22,1,6,0,617
88011,22,1,6,0,618
88011,22,1,6,0,619
88011,22,1,6,0,620
88011,22,1,6,0,621
88011,22,1,6,0,622
88011,22,1,6,0,623
88011,22,1,6,0,624
88011,22,1,6,0,625
88011,22,1,6,0,626
110218,22,1,6,0,604
110218,22,1,6,0,605
110218,22,1,6,0,606
110218,22,1,6,0,607
110218,22,1,6,0,608
110218,22,1,6,0,609
110218,22,1,6,0,610
110218,22,1,6,0,611
110218,22,1,6,0,612
110218,22,1,6,0,613
110218,22,1,6,0,614
110218,22,1,6,0,615
110218,22,1,6,0,616
110218,22,1,6,0,617
110218,22,1,6,0,618
110218,22,1,6,0,619
110218,22,1,6,0,620
110218,22,1,6,0,621
110218,22,1,6,0,622
110218,22,1,6,0,623
110218,22,1,6,0,624
110218,22,1,6,0,625
110218,22,1,6,0,626
6720,20,1,6,0,605
6720,20,1,6,0,606
6720,20,1,6,0,607
6720,20,1,6,0,608
6720,20,1,6,0,609
6720,20,1,6,0,610
6720,20,1,6,0,611
6720,20,1,6,0,612
6720,20,1,6,0,613
6720,20,1,6,0,614
6720,20,1,6,0,615
6720,20,1,6,0,616
6720,20,1,6,0,617
6720,20,1,6,0,618
6720,20,1,6,0,619
6720,20,1,6,0,620
6720,20,1,6,0,621
6720,20,1,6,0,622
6720,20,1,6,0,623
6720,20,1,6,0,624
6720,20,1,6,0,625
6869,20,1,6,0,605
6869,20,1,6,0,606
6869,20,1,6,0,607
6869,20,1,6,0,608
6869,20,1,6,0,609
6869,20,1,6,0,610
6869,20,1,6,0,611
6869,20,1,6,0,612
6869,20,1,6,0,613
6869,20,1,6,0,614
6869,20,1,6,0,615
6869,20,1,6,0,616
6869,20,1,6,0,617
6869,20,1,6,0,618
6869,20,1,6,0,619
6869,20,1,6,0,620
6869,20,1,6,0,621
6869,20,1,6,0,622
6869,20,1,6,0,623
6869,20,1,6,0,624
6869,20,1,6,0,625
7292,20,1,6,0,605
7292,20,1,6,0,606
7292,20,1,6,0,607
7292,20,1,6,0,608
7292,20,1,6,0,609
7292,20,1,6,0,610
7292,20,1,6,0,611
7292,20,1,6,0,612
7292,20,1,6,0,613
7292,20,1,6,0,614
7292,20,1,6,0,615
7292,20,1,6,0,616
7292,20,1,6,0,617
7292,20,1,6,0,618
7292,20,1,6,0,619
7292,20,1,6,0,620
7292,20,1,6,0,621
7292,20,1,6,0,622
7292,20,1,6,0,623
7292,20,1,6,0,624
7292,20,1,6,0,625
8448,20,1,6,0,605
8448,20,1,6,0,606
8448,20,1,6,0,607
8448,20,1,6,0,608
8448,20,1,6,0,609
8448,20,1,6,0,610
8448,20,1,6,0,611
8448,20,1,6,0,612
8448,20,1,6,0,613
8448,20,1,6,0,614
8448,20,1,6,0,615
8448,20,1,6,0,616
8448,20,1,6,0,617
8448,20,1,6,0,618
8448,20,1,6,0,619
8448,20,1,6,0,620
8448,20,1,6,0,621
8448,20,1,6,0,622
8448,20,1,6,0,623
8448,20,1,6,0,624
8448,20,1,6,0,625
12162,20,1,6,0,605
12162,20,1,6,0,606
12162,20,1,6,0,607
12162,20,1,6,0,608
12162,20,1,6,0,609
12162,20,1,6,0,610
12162,20,1,6,0,611
12162,20,1,6,0,612
12162,20,1,6,0,613
12162,20,1,6,0,614
12162,20,1,6,0,615
12162,20,1,6,0,616
12162,20,1,6,0,617
12162,20,1,6,0,618
12162,20,1,6,0,619
12162,20,1,6,0,620
12162,20,1,6,0,621
12162,20,1,6,0,622
12162,20,1,6,0,623
12162,20,1,6,0,624
12162,20,1,6,0,625
12185,20,1,6,0,605
12185,20,1,6,0,606
12185,20,1,6,0,607
12185,20,1,6,0,608
12185,20,1,6,0,609
12185,20,1,6,0,610
12185,20,1,6,0,611
12185,20,1,6,0,612
12185,20,1,6,0,613
12185,20,1,6,0,614
12185,20,1,6,0,615
12185,20,1,6,0,616
12185,20,1,6,0,617
12185,20,1,6,0,618
12185,20,1,6,0,619
12185,20,1,6,0,620
12185,20,1,6,0,621
12185,20,1,6,0,622
12185,20,1,6,0,623
12185,20,1,6,0,624
12185,20,1,6,0,625
12304,20,1,6,0,605
12304,20,1,6,0,606
12304,20,1,6,0,607
12304,20,1,6,0,608
12304,20,1,6,0,609
12304,20,1,6,0,610
12304,20,1,6,0,611
12304,20,1,6,0,612
12304,20,1,6,0,613
12304,20,1,6,0,614
12304,20,1,6,0,615
12304,20,1,6,0,616
12304,20,1,6,0,617
12304,20,1,6,0,618
12304,20,1,6,0,619
12304,20,1,6,0,620
12304,20,1,6,0,621
12304,20,1,6,0,622
12304,20,1,6,0,623
12304,20,1,6,0,624
12304,20,1,6,0,625
16573,20,1,6,0,605
16573,20,1,6,0,606
16573,20,1,6,0,607
16573,20,1,6,0,608
16573,20,1,6,0,609
16573,20,1,6,0,610
16573,20,1,6,0,611
16573,20,1,6,0,612
16573,20,1,6,0,613
16573,20,1,6,0,614
16573,20,1,6,0,615
16573,20,1,6,0,616
16573,20,1,6,0,617
16573,20,1,6,0,618
16573,20,1,6,0,619
16573,20,1,6,0,620
16573,20,1,6,0,621
16573,20,1,6,0,622
16573,20,1,6,0,623
16573,20,1,6,0,624
16573,20,1,6,0,625
17388,20,1,6,0,605
17388,20,1,6,0,606
17388,20,1,6,0,607
17388,20,1,6,0,608
17388,20,1,6,0,609
17388,20,1,6,0,610
17388,20,1,6,0,611
17388,20,1,6,0,612
17388,20,1,6,0,613
17388,20,1,6,0,614
17388,20,1,6,0,615
17388,20,1,6,0,616
17388,20,1,6,0,617
17388,20,1,6,0,618
17388,20,1,6,0,619
17388,20,1,6,0,620
17388,20,1,6,0,621
17388,20,1,6,0,622
17388,20,1,6,0,623
17388,20,1,6,0,624
17388,20,1,6,0,625
18581,20,1,6,0,605
18581,20,1,6,0,606
18581,20,1,6,0,607
18581,20,1,6,0,608
18581,20,1,6,0,609
18581,20,1,6,0,610
18581,20,1,6,0,611
18581,20,1,6,0,612
18581,20,1,6,0,613
18581,20,1,6,0,614
18581,20,1,6,0,615
18581,20,1,6,0,616
18581,20,1,6,0,617
18581,20,1,6,0,618
18581,20,1,6,0,619
18581,20,1,6,0,620
18581,20,1,6,0,621
18581,20,1,6,0,622
18581,20,1,6,0,623
18581,20,1,6,0,624
18581,20,1,6,0,625
20885,20,1,6,0,605
20885,20,1,6,0,606
20885,20,1,6,0,607
20885,20,1,6,0,608
20885,20,1,6,0,609
20885,20,1,6,0,610
20885,20,1,6,0,611
20885,20,1,6,0,612
20885,20,1,6,0,613
20885,20,1,6,0,614
20885,20,1,6,0,615
20885,20,1,6,0,616
20885,20,1,6,0,617
20885,20,1,6,0,618
20885,20,1,6,0,619
20885,20,1,6,0,620
20885,20,1,6,0,621
20885,20,1,6,0,622
20885,20,1,6,0,623
20885,20,1,6,0,624
20885,20,1,6,0,625
22038,20,1,6,0,605
22038,20,1,6,0,606
22038,20,1,6,0,607
22038,20,1,6,0,608
22038,20,1,6,0,609
22038,20,1,6,0,610
22038,20,1,6,0,611
22038,20,1,6,0,612
22038,20,1,6,0,613
