dummyCell,vep,log10_boutNo,log10_boutLength,center,std_nHouse,std_fieldContention,std_regionalPop,std_localCatchmentQuality,std_catchmentRelToRegion,greatkiva,plaza,oversizepit,greathouse,multiwalls,encwall,towers,reservoir
8285,6,0,0.8450980400142568,0,-0.2269617118210826,-1.2164860218698998,-1.0750975335814,1.4084619058993746,1.1450740310262382,0,0,0,0,0,0,1,0
8285,6,0.3010299956639812,1.2041199826559248,0,0.09824111833482695,-1.1925315710297388,-1.1034083313799514,1.228312102752781,1.1482242780186007,0,0,0,0,0,0,1,0
8285,7,0.47712125471966244,1.462397997898956,0,0.44873750194730744,-0.7373970050666805,-1.113034284752015,1.0490004078060733,1.0826107809171803,0,1,1,0,0,0,1,0
8305,13,0,2.089905111439398,0,-0.18237745284809503,0.17287212685943645,-0.7465836172008107,0.6651721413452769,0.8719463564426736,1,0,0,0,0,1,1,0
8335,11,0,0.9542425094393249,1,-0.2269617118210826,-0.8092603575871634,-0.9860348952453287,0.4633108319967587,0.5258154421915265,0,0,0,0,0,0,1,1
8335,15,0.3010299956639812,1.3222192947339193,1,-0.2269617118210826,1.370594668867485,-0.8497922104298611,0.5656591622547191,0.7542190890168842,1,1,0,1,0,0,1,1
8335,16,0.47712125471966244,0.9542425094393249,0,-0.2269617118210826,0.07705432349879257,1.0140136475068764,0.4627319527097271,0.5391648312066305,1,1,0,1,0,0,1,1
8335,17,0.6020599913279624,0.9030899869919435,1,-0.2269617118210826,-0.5936703000257146,0.5934214262831129,0.5003085530198034,0.041972653432551424,0,0,0,0,0,0,1,0
8353,14,0,1.0413926851582251,0,-0.2269617118210826,0.41241663526104616,0.6905680724188503,-2.7523375451302687,-2.6691315950350982,0,0,0,0,0,0,1,1
8353,16,0.3010299956639812,0.9030899869919435,0,-0.2269617118210826,0.41241663526104616,1.7191075222629908,-3.060065998248468,-2.9498420992080647,0,0,0,0,0,0,1,1
8376,16,0,1.6020599913279623,0,-0.2269617118210826,1.7059569806297386,1.3299048598228689,0.3717375187321738,0.2216780030806874,1,1,1,1,1,1,1,1
8441,6,0,1.255272505103306,0,-0.2269617118210826,-1.2404404727100609,-1.0139226606943241,-1.2261039539740883,-1.1669226001158028,0,0,0,0,0,0,1,0
8441,6,0.3010299956639812,1.1760912590556813,0,-0.2269617118210826,-0.9050781609478072,-0.6478894285848705,-1.1604374741929986,-1.0653412664294215,0,0,0,0,0,0,1,0
8448,6,0,1.3010299956639813,0,0.007046673899571921,-1.2164860218698998,-1.2534078007324312,-2.2545779524848157,-2.4602341353520463,0,0,0,0,0,0,1,0
8448,6,0.3010299956639812,0.9542425094393249,0,-0.2269617118210826,-1.2164860218698998,-1.3172500704466794,-2.3028782632046902,-2.43933425330798,0,0,0,0,0,0,1,0
8448,6,0.47712125471966244,0.9030899869919435,0,0.25080540902525367,-1.1925315710297388,-0.9257538825691102,-2.2596755365164167,-2.2957619473830917,0,0,0,0,0,0,1,0
8448,7,0.6020599913279624,1,0,-0.2269617118210826,-1.2404404727100609,-0.8895558204374476,-2.2786991762091398,-2.1950840716458755,0,0,0,0,0,0,1,0
8448,8,0.6989700043360189,1.146128035678238,0,-0.2269617118210826,0.36450773358072425,-1.141746634141996,-2.3596184127042594,-2.612416718178931,0,0,0,0,0,0,1,0
8448,15,0.8450980400142568,0.8450980400142568,0,-0.2269617118210826,1.7059569806297386,1.0050690152776482,-2.2720232529004583,-2.5477316351687063,1,1,0,1,0,0,1,1
8448,17,0.9030899869919435,1.5563025007672873,0,-0.2269617118210826,0.41241663526104616,1.214491107087622,-2.3131202611938146,-2.254337748083619,1,1,0,1,0,0,1,1
8489,14,0,0.8450980400142568,0,-0.2269617118210826,0.41241663526104616,0.878573210963492,-0.13111995641483865,-0.06494053708378689,0,1,0,1,0,0,1,1
8489,19,0.3010299956639812,2.0453229787866576,0,0.24471144064711167,2.448544956674729,0.8633200608291985,-0.12016604225196265,-0.23283105514187602,1,1,1,1,1,1,1,1
8492,6,0,0.8450980400142568,0,-0.2269617118210826,-1.3123038252305437,-1.0439232121390485,-1.5096156224815214,-1.4543848733555302,0,0,0,0,0,0,1,0
8492,6,0.3010299956639812,1.4913616938342726,0,-0.2269617118210826,-0.9050781609478072,-0.7751645909350855,-1.4521252620794787,-1.4260615604896505,0,0,0,0,0,0,1,0
8492,7,0.47712125471966244,0.9542425094393249,0,-0.2269617118210826,-1.2643949235502219,-0.884934172783057,-1.4797326896700937,-1.3860464443722769,0,0,0,0,0,0,1,0
8492,8,0.6020599913279624,0.9030899869919435,0,-0.2269617118210826,0.36450773358072425,-1.0964932430841419,-1.4609367074595114,-1.7219437452584203,0,0,0,0,0,0,1,0
8492,13,0.6989700043360189,1.255272505103306,0,-0.2269617118210826,-0.258307988263461,1.1166339603746782,-1.3353542721307954,-1.1712168158812208,0,1,0,1,0,0,1,0
8556,14,0,1.505149978319906,0,-0.2269617118210826,0.41241663526104616,1.0099704324834444,1.2061302160677987,1.312143954787254,1,0,1,1,1,0,1,0
8573,17,0,1.2041199826559248,0,-0.2269617118210826,-0.3780802424642659,0.3182535746136831,0.6303218128408858,0.39817327973886396,1,1,1,1,0,1,1,1
8579,18,0,0.9542425094393249,0,-0.2269617118210826,1.370594668867485,1.1520439507547027,-0.9472325879796355,-0.9213033836355029,1,1,1,1,1,1,1,1
8735,7,0,1.2304489213782739,0,-0.2269617118210826,-1.072759316828934,-0.9457374219552328,1.2427557096257662,1.219717455230539,0,1,0,0,0,0,1,0
8760,14,0,1.505149978319906,0,-0.2269617118210826,0.41241663526104616,1.0099704324834444,-0.24066433797795136,-0.11652489804702264,0,1,0,0,0,0,1,1
