SITE_NO,SITE_ID,dummyCell
5MV770,26544,72704
5MV771,26545,107868
5MV772,26546,89443
5MV775,26549,37864
5MV777,26551,107868
5MV778,26552,107868
5MV779,26553,106814
5MV78,26554,31069
5MV784,26559,27343
5MV79,26565,120693
5MV8,26576,52614
5MV80,26577,61276
5MV802,26580,56968
5MV804,26582,106197
5MV807,26585,53613
5MV893,26588,28075
5MV894,26589,99577
5MV895,26590,46422
5MV98,26592,72503
5MV983,26596,55317
5MV984,26597,55317
5MV985,26598,55317
5MV986,26599,16522
5MV82,26612,72503
5MV826,26619,10505
5MV837,26631,80404
5MV838,26632,80404
5MV839,26633,80404
5MV841,26636,122160
5MV843,26638,97281
5MV850,26646,84150
5MV855,26651,44074
5MV857,26653,26327
5MV858,26654,61942
5MV86,26656,61276
5MV873,26670,11495
5MV876,26673,11495
5MV885,26677,47478
5MV89,26679,9860
5MV891,26681,96705
5MV897,26683,45160
5MV9,26686,105142
5MV90,26687,93134
5MV902,26690,67950
5MV910,26698,114704
5MV914,26702,89904
5MV920,26708,88801
5MV922,26710,103963
5MV924,26712,89108
5MV925,26713,68679
5MV932,26720,51084
5MV933,26721,30225
5MV94,26727,112582
5MV942,26730,48597
5MV950,26737,53785
5MV953,26740,67121
5MV954,26741,67121
5MV955,26742,67121
5MV956,26743,75846
5MV957,26744,75846
5MV958,26745,75846
5MV96,26747,9860
5MV961,26749,22428
5MV97,26757,72503
5MV976,26763,99212
5MV993,26769,112481
5MV1236,26867,88434
5MV1243,26873,129157
5MV1244,26874,85307
5MV1426,26878,98648
5MV1446,26881,91223
5MV163,26899,77250
5MV167,26900,106933
5MV1706,26904,59547
5MV1715,26912,120310
5MV1717,26914,88659
5MV1892,26937,24605
5MV4818,27002,29177
5MV937,27016,22428
5MT2154,20903,14297
5MT2553,20933,74422
5MV1,22434,18053
5MV117,22576,106843
5MV1676,23071,26039
5MV875,26672,11495
5MT3936,104,121114
5MT2181,2590,34132
5MT2236,2650,102898
5MT8371,6729,116615
5MV1966,16703,95569
5MT8822,16719,81355
5MT8839,16720,31902
5MT8827,16723,113539
5MT3930,16740,30780
5MT3951,16741,6766
NA,16750,103081
5MT262,16761,122688
5MT5478,16764,31916
NA,16769,103081
5MT3892,16787,125923
5MT2148,16815,9704
5MT2527,16817,79590
5MT1253,18954,21352
5MT2785,21033,83161
5MT4587,21315,73091
5MT8651,21871,81853
5MT9863,22226,19630
5MT9873,22236,32458
5MT9942,22380,46045
5MT9943,22381,97444
5MT9949,22387,115602
5MV102,22457,46397
5MV1062,22496,83520
5MV1253,22636,46029
5MV1302,22691,17665
5MV1370,22785,94091
5MV140,22818,11044
5MV143,22845,91926
5MV1937,23311,84603
5MV1940,23315,122075
5MV2081,23456,125451
5MV353,25018,46397
5MV72,26488,56492
2021-02,30002,31882
2021-03,30003,76883
2021-06,30006,26170
2021-07,30007,26170
2021-08,30008,120395
2021-10,30010,93059
2021-11,30011,123823
2021-12,30012,122910
2021-16,30016,64872
5MT01187,30017,42178
5MT01269,30019,121658
5MT01913,30020,52776
5MT01915,30022,105869
5MT01920,30029,28372
5MT01928,30033,81399
5MT01940,30036,121957
5MT01941,30037,116778
5MT01942,30039,116778
5MT01943,30040,75447
5MT01948,30048,122910
5MT01948,30049,118040
5MT01949,30051,122910
5MT01952,30054,70489
5MT01953,30056,26243
5MT01961,30063,128219
5MT01962,30064,91265
5MT01966,30066,70905
5MT01968,30070,88416
5MT09815,30078,120395
5MT10478,30079,97338
5MT10479,30080,120395
5MT10480,30081,26170
5MT10481,30082,26170
5MT10484,30085,120395
5MT10489,30087,45544
5MT10490,30090,64838
5MT10490,30091,90800
5MT10490,30093,90800
5MT10594,30095,30664
5MT10595,30096,84349
5MT11324,30098,91517
5MT11325,30099,91517
5MT11326,30100,114034
5MT11328,30103,58415
5MT11329,30104,58415
5MT17257,30109,90800
5MT17257,30110,88416
5MT17259,30117,32179
5MT17260,30121,88416
5MT17260,30122,72155
5MT17264,30124,103694
5MT17265,30125,103694
5MT17266,30126,84364
5MT17291,30127,103694
5MT17419,30128,26264
5MT17551,30131,82755
5MT17564,30133,110861
5MT17564,30135,63424
5MT17566,30136,63424
5MT17567,30137,101887
5MT17578,30148,76591
5MT17583,30152,95510
5MT17583,30154,90057
5MT23290,30155,89486
5MT23458,30158,74428
5MT23462,30163,15699
5MT23462,30164,15699
5MT23462,30165,15699
5MT23464,30167,91517
5MT23465,30168,85094
5MT23469,30172,104409
5MT23471,30174,74641
5MT23474,30179,128219
5MT23474,30181,84432
5MT23476,30182,93486
5MT23480,30189,84432
5MT23480,30190,84432
5MT23480,30191,84432
5MT23483,30194,24290
5MT23488,30199,93059
5MT23488,30200,93059
5MT23490,30202,118040
5MT23493,30205,123823
5MT23493,30206,123823
5MT23494,30207,59060
5MT23494,30208,59060
5MT23494,30209,59060
5MT23497,30212,25661
5MT23497,30214,59060
5MT23497,30215,59060
5MT23498,30216,107911
5MT23499,30217,25661
5MT23500,30218,118040
5MT23501,30219,118040
5MT23502,30220,118040
5MT23506,30224,19438
5MT23511,30231,84086
5MV04485,30235,23357
5MV04486,30236,96054
2021-00,30000,6849
5MT10594,30094,30664
5MT10834,30097,122339
5MT17552,30132,74554
5MT17582,30150,83931
5MT23461,30161,15699
5MT23481,30192,56461
5MT7414,6290,101097
5MV3918,8373,31678
5MT10991F,8445,80712
5MT10991T,17783,80712
5MT10991U,17784,80712
5MT10600,18373,60581
5MT1244,18935,54711
5MT16465,19565,47057
5MT2554,20934,74422
5MV108,22511,94545
5MV112,22548,106843
5MV113,22556,106843
5MV114,22565,106843
5MV115,22572,106843
5MV118,22580,106843
5MV1219,22611,105146
5MV1317,22707,37807
5MV3527,25015,29889
5MV3528,25016,118606
5MV3629,25127,108084
5MV3639,25138,8200
5MV3790,25302,81860
5MV4267,25788,118606
5MV494,26265,44513
5MV641,26421,72234
5MV68,26455,106843
5MV697,26463,81860
5MV754,26526,26414
5MV806,26584,69731
5MV809,26600,113727
5MV3549,25038,90841
5MV3715,25223,72170
5MV791,26567,94701
2021-04,30004,55385
5MT01929,30034,67857
5MT01951,30053,93059
5MT23495,30210,59060
5MT19157,2,5792
5MT19182,31,71808
5MT5151,33,85872
5MT5395,41,18439
5MT19193,52,38545
5MT19197,58,28811
5MT5148,63,26132
5MT19207,76,57880
5MT19217,95,23840
5MT19222,103,107167
5MT19245,138,14302
5MT19249,144,112604
5MT19258,163,38036
5MT19259,166,111367
5MT19268,181,88791
5MT19273,186,48123
5MT19314,251,83605
5MT19318,255,59724
5MT19803,257,34314
5MT19322,262,123659
5MT19331,275,67634
5MT19362,314,55006
5MT19401,371,60483
5MT19417,394,63629
5MT2800,449,6404
5MT10992,451,48461
5MT10997,456,28071
5MT1828,468,86697
5MT1826,471,7275
5MT4948,503,116001
5DL1309,526,113173
5DL1342,529,22146
5DL524,549,11792
5DL541,553,24303
5DL544,556,7083
5DL598,563,70973
5MT10301,600,29433
5MT10304,603,114331
5MT10328,610,115618
5MT10381,635,31805
5MT10386,640,62710
5MT10394,648,55196
5MT10396,650,119940
5MT10399,653,67830
5MT10558,715,25203
5MT10562,719,18997
5MT10649,788,123767
5MT10650,789,123767
5MT10837,964,127669
5MT10839,966,121063
5MT10840,967,12607
5MT10843,970,62432
5MT10950,979,22858
5MT10951,980,73390
5MT10953,982,124220
5MT10954,983,63103
5MT10957,986,30537
5MT11059,1031,9076
5MT11060,1032,55829
5MT11063,1035,121582
5MT11069,1041,84272
5MT11311,1074,45484
5MT11332,1075,113335
5MT11333,1076,28846
5MT11360,1095,81770
5MT11362,1097,114351
5MT11393,1108,41049
5MT11510,1131,13436
5MT11513,1133,39078
5MT11570,1140,39502
5MT11571,1141,54722
5MT11576,1146,60135
5MT11579,1149,84801
5MT11580,1150,30318
5MT11584,1154,129410
5MT11595,1165,65227
5MT11617,1187,86160
5MT11639,1208,79256
5MT11699,1221,36518
5MT11764,1229,120578
5MT11812,1238,101087
5MT11817,1243,19511
5MT11854,1263,70176
5MT1186,1269,116104
5MT11892,1278,78390
5MT11897,1283,117756
5MT11900,1286,124296
5MT11903,1289,12170
5MT11904,1290,109242
5MT11921,1308,47492
5MT11924,1311,27469
5MT11939,1326,39000
5MT11943,1330,111101
5MT11944,1331,77686
5MT11982,1337,67898
5MT12065,1358,119603
5MT12068,1361,101432
5MT12069,1362,51835
5MT12098,1372,76016
5MT12102,1376,63521
5MT12106,1377,70502
5MT12110,1381,73967
5MT12114,1385,107805
5MT12129,1394,92336
5MT12184,1412,76727
5MT12188,1416,16024
5MT12190,1418,10544
5MT12192,1420,95836
5MT12576,1450,89757
5MT12583,1456,118518
5MT12585,1458,84068
5MT12622,1485,78968
5MT12624,1486,77449
5MT12644,1494,37741
5MT12645,1495,103089
5MT12653,1503,51353
5MT12662,1508,17314
5MT128,1563,109506
5MT1284,1566,50404
5MT12945,1608,14162
5MT12974,1628,19905
5MT12992,1644,117505
5MT13000,1652,90694
5MT13012,1663,30285
5MT13042,1688,60212
5MT13302,1769,109666
5MT13323,1790,50761
5MT13329,1796,51524
5MT13340,1806,111361
5MT13355,1821,39104
5MT13370,1836,17803
5MT13406,1873,35831
5MT13570,1966,51524
5MT13588,1984,13602
5MT13603,2000,20807
5MT13604,2001,26024
5MT13727,2034,53739
5MT13729,2036,12607
5MT14539,2071,77357
5MT1539,2109,46232
5MT1540,2110,76528
5MT1582,2149,115568
5MT1586,2153,29577
5MT1632,2200,63851
5MT1649,2218,24348
5MT1651,2221,104274
5MT1659,2229,22899
5MT1681,2252,45988
5MT1684,2255,115031
5MT1686,2257,33471
5MT1719,2288,86323
5MT1743,2312,39960
5MT1755,2324,128562
5MT1787,2357,72584
5MT1796,2366,122501
5MT1803,2373,13670
5MT1804,2374,10790
5MT1806,2376,77465
5MT1821,2392,110465
5MT1824,2395,29682
5MT1827,2398,49212
5MT1854,2423,85335
5MT187,2426,112503
5MT190,2430,107257
5MT1925,2445,76390
5MT1934,2449,57008
5MT1936,2451,114425
5MT1981,2487,25450
5MT1999,2500,106370
5MT2000,2503,106370
5MT2109,2550,75348
5MT2215,2627,106640
5MT2333,2724,112108
5MT236,2746,27990
5MT2360,2747,90629
5MT2392,2775,106648
5MT248,2846,118499
5MT2488,2854,30432
5MT2492,2859,92379
5MT2494,2861,92379
5MT254,2896,24337
5MT2678,2959,129430
5MT2704,2979,14620
5MT274,2995,128017
5MT278,3010,17093
5MT280,3016,64382
5MT2801,3018,101168
5MT2872,3054,114368
5MT2883,3061,84638
5MT3055,3119,122223
5MT3188,3252,25431
5MT3195,3260,41940
5MT3260,3314,123112
5MT3266,3319,92148
5MT358,3386,32722
5MT3696,3398,110984
5MT3697,3399,110984
5MT3698,3400,110984
5MT3758,3441,62017
5MT3788,3463,61737
5MT3812,3485,111841
5MT3824,3496,122473
5MT3826,3498,39940
5MT3827,3499,25318
5MT3830,3502,120657
5MT3889,3555,126146
5MT3922,3586,112040
5MT3934,3599,104001
5MT3938,3602,18833
5MT3940,3603,111856
5MT3946,3608,42997
5MT3947,3609,79284
5MT3997,3657,24581
5MT4071,3707,26991
5MT4085,3722,97222
5MT409,3727,107051
5MT4090,3728,87075
5MT4091,3729,119609
5MT4092,3730,42021
5MT4095,3733,107588
5MT410,3738,113160
5MT412,3747,74464
5MT413,3748,13768
5MT420,3753,11394
5MT4205,3756,74107
5MT4298,3805,95432
5MT4328,3824,56529
5MT4344,3837,60359
5MT4345,3838,28339
5MT4371,3856,23488
5MT4381,3865,29852
5MT4410,3888,73657
5MT4416,3894,99661
5MT4420,3898,31581
5MT4426,3904,44970
5MT4429,3907,66540
5MT4458,3921,118421
5MT446,3923,7152
5MT4698,4142,41775
5MT4837,4267,18411
5MT4850,4278,41159
5MT4859,4287,89284
5MT4866,4295,127114
5MT4868,4297,38292
5MT4869,4298,38292
5MT4885,4316,66703
5MT4927,4346,18489
5MT4928,4347,52430
5MT4933,4351,110864
5MT4939,4357,96961
5MT4945,4364,110510
5MT4992,4400,117589
5MT4994,4402,94708
5MT4995,4403,94708
5MT4996,4404,101610
5MT5001,4407,66146
5MT5013,4418,116954
5MT5029,4435,69350
5MT5034,4441,113014
5MT5038,4445,96559
5MT5043,4451,11021
5MT5044,4452,37599
5MT537,4712,17742
5MT5450,4765,29662
5MT5731,4923,12510
5MT5772,4942,30706
5MT5784,4953,51047
5MT5801,4969,79035
5MT5804,4971,26740
5MT5816,4983,41899
5MT5823,4989,104847
5MT5828,4994,68180
5MT6192,5290,127585
5MT6193,5291,129406
5MT6195,5293,90541
5MT6198,5296,35986
5MT6203,5300,55096
5MT6225,5311,78390
5MT6255,5322,123014
5MT6256,5323,30701
5MT6287,5352,36431
5MT6289,5354,60962
5MT6292,5357,47162
5MT6294,5359,63980
5MT6295,5360,61881
5MT6304,5369,120915
5MT6309,5374,77984
5MT6319,5384,14237
5MT6329,5394,120296
5MT6355,5420,118720
5MT6378,5430,42877
5MT645,5495,75825
5MT6606,5641,86239
5MT663,5661,63814
5MT667,5704,79263
5MT6731,5769,108294
5MT6732,5770,18038
5MT6733,5771,23561
5MT6741,5780,42992
5MT6742,5781,31529
5MT6744,5783,75720
5MT6753,5793,31749
5MT6757,5796,123049
5MT676,5799,93212
5MT6764,5804,90185
5MT678,5821,56882
5MT6830,5873,120496
5MT6841,5881,89950
5MT6852,5890,96936
5MT6939,5949,101265
5MT6942,5952,86441
5MT6944,5953,60293
5MT6945,5954,15804
5MT6948,5957,59926
5MT6957,5966,50077
5MT6958,5967,66146
5MT6959,5968,82859
5MT696,5969,66444
5MT6966,5975,108748
5MT6983,5984,55845
5MT7091,6043,102967
5MT715,6055,19596
5MT7170,6066,102391
5MT7301,6168,108434
5MT7336,6205,13980
5MT7346,6216,42520
5MT742,6296,119040
5MT743,6301,14128
5MT747,6305,125697
5MT7516,6336,39823
5MT7531,6349,22664
5MT7532,6350,22664
5MT7551,6364,19652
5MT7576,6372,94695
5MT7577,6373,34361
5MT764,6391,94520
5MT774,6410,48103
5MT775,6411,113143
5MT778,6414,122850
5MT789,6424,41775
5MT791,6426,79953
5MT792,6432,16965
5MT7949,6435,110563
5MT7951,6438,64146
5MT7963,6451,121112
5MT7966,6454,113596
5MT8000,6480,36738
5MT8024,6501,31635
5MT8046,6513,60081
5MT8049,6516,60081
5MT8057,6525,95267
5MT8058,6526,95267
5MT8061,6530,6706
5MT8206,6599,8766
5MT8231,6623,117633
5MT8245,6638,47483
5MT825,6642,27044
5MT8259,6652,24581
5MT8260,6654,99067
5MT827,6663,54485
5MT8301,6694,45080
5MT8379,6737,78302
5MT838,6738,34239
5MT8403,6760,46888
5MT845,6787,33498
5MT847,6806,60673
5MT848,6809,25538
5MT849,6810,12607
5MT8494,6811,59553
5MT8529,6839,127775
5MT8534,6845,69857
5MT8535,6846,104847
5MT8537,6848,116086
5MT8554,6865,120028
5MT8560,6871,62279
5MT8578,6889,31039
5MT860,6900,88820
5MT8605,6904,121230
5MT8608,6906,41633
5MT862,6917,71226
5MT8802,6985,41777
5MT8885,7044,48352
5MT8891,7051,72005
5MT8901,7061,128007
5MT8912,7068,79747
5MT8925,7079,63396
5MT8935,7088,92890
5MT8939,7092,68313
5MT8983,7104,74249
5MT9004,7119,42535
5MT9006,7121,104460
5MT9076,7141,7838
5MT908,7145,86995
5MT9080,7146,30822
5MT9082,7148,17549
5MT9083,7149,65441
5MT9086,7152,65441
5MT9088,7154,96715
5MT9089,7155,53328
5MT9091,7157,53328
5MT9092,7158,85721
5MT9098,7163,92571
5MT9100,7164,64367
5MT9103,7167,106097
5MT9104,7168,84247
5MT9105,7169,105950
5MT9109,7173,111088
5MT9110,7174,105077
5MT9111,7175,105077
5MT9112,7176,71780
5MT9113,7177,93592
5MT9115,7179,115379
5MT9117,7181,99776
5MT9118,7182,23371
5MT9131,7187,91018
5MT9132,7188,100503
5MT9134,7190,36113
5MT914,7196,20693
5MT9149,7205,127288
5MT9170,7228,11005
5MT919,7231,49180
5MT9287,7271,58376
5MT9341,7311,23479
5MT9360,7329,39324
5MT9366,7335,92627
5MT9367,7336,24734
5MT9369,7338,55846
5MT9371,7341,85298
5MT9376,7346,100758
5MT9380,7351,9716
5MT9392,7363,33742
5MT9398,7369,53205
5MT9401,7373,84388
5MT9402,7374,96199
5MT9403,7375,36797
5MT9405,7377,126874
5MT9407,7379,76048
5MT9409,7381,63839
5MT942,7390,120922
5MT943,7391,35805
5MT9452,7403,111375
5MT959,7414,92537
5MT964,7421,60667
5MV1874,7475,49966
5MV2305,7516,55249
5MV883,7525,5735
5MT13585,7659,23481
5MT13329,7676,51524
NA,7708,75545
5MT10582,7762,11588
5MT10620,7764,23827
5MT2038,7977,112040
5MT2042,7981,19465
5MT2063,7989,119486
5MT398,8132,126564
5MT4729,8180,36884
5MT6931,8280,106776
5MV3910,8367,74937
5MV3911,8368,81366
5MV889,8384,81781
5MT12087,16691,31002
5MT5183,16694,108100
5MT14964,17262,114788
5MT14970,17265,114788
5MT15020,17341,10289
5MT15249,17559,15822
5MT15344,17633,109606
5MT15319,17638,15891
5DL1007,17834,127698
5DL1079,17842,8634
5DL1360,17859,100707
5DL169,17906,38250
5DL263,17923,68867
5DL265,17926,48722
5DL266,17927,57539
5DL393,17967,54458
5DL525,18027,31153
5DL545,18040,87698
5DL616,18105,110475
5DL712,18115,55735
5DL720,18121,126325
5DL742,18129,116659
5DL772,18133,14098
5DL804,18146,86842
5DL856,18162,63882
5DL975,18175,85482
5DL976,18176,52997
5DL989,18181,23237
5DL990,18183,15068
5DL991,18184,63882
5DL992,18185,15120
5LP3395,18201,38253
5MT10321,18216,68024
5MT10330,18221,65546
5MT10332,18223,71676
5LP4283,18232,100635
5MT10001,18250,93363
5MT10003,18252,125701
5MT10005,18254,73315
5MT10009,18258,86725
5MT10012,18261,112596
5MT10013,18262,46285
5MT10180,18286,15342
5MT10185,18291,77794
5MT10187,18293,65458
5MT10197,18301,96897
5MT10198,18302,103975
5MT10199,18303,72788
5MT10201,18306,60939
5MT10203,18307,73804
5MT10478,18338,26170
5MT10479,18339,120395
5MT10488,18347,14463
5MT10489,18348,64838
5MT10857,18408,52205
5MT11151,18468,80975
5MT11324,18622,63813
5MT11326,18624,65590
5MT11327,18625,74061
5MT11329,18627,58415
5MT11504,18698,112848
5MT11532,18714,79892
5MT11534,18716,125065
5MT11536,18718,110574
5MT11541,18723,110294
5MT11544,18726,87788
5MT11546,18728,55723
5MT11547,18729,11857
5MT11949,18798,39472
5MT12383,18927,76720
5MT14428,19208,43577
5MT14458,19230,59116
5MT14462,19234,48656
5MT14472,19244,113376
5MT14477,19249,72285
5MT14587,19314,119518
5MT14836,19349,26165
5MT15155,19374,122026
5MT16079,19539,53400
5MT16458,19558,79123
5MT16505,19582,21834
5MT16560,19616,17645
5MT16564,19620,14964
5MT16720,19723,82294
5MT16857,19810,30116
5MT16861,19814,15076
5MT16865,19818,25479
5MT16901,19825,116723
5MT16902,19826,50279
5MT16910,19834,75525
5MT17047,19874,114319
5MT17049,19876,68706
5MT17051,19878,114319
5MT17091,19901,100170
5MT17652,20090,70826
5MT17721,20098,74772
5MT18640,20118,117533
5MT18372,20150,102511
5MT18577,20336,17377
5MT18713,20403,105932
5MT18718,20408,126873
5MT18720,20410,38577
5MT18721,20411,16662
5MT18742,20427,34078
5MT18794,20442,48608
5MT18851,20491,50279
5MT19016,20561,95340
5MT19479,20669,84618
5MT19768,20850,29781
5MT2510,20929,126473
5MT2556,20935,90947
5MT2561,20938,97263
5MT2572,20946,73599
5MT2767,21025,102079
5MT3761,21123,108398
5MT3787,21129,39678
5MT430,21260,98533
5MT4388,21281,38954
5MT4431,21288,123679
5MT4590,21318,17447
5MT4952,21344,20284
5MT544,21382,35834
5MT548,21388,57908
5MT5744,21471,108050
5MT643,21529,51648
5MT6601,21537,25135
5MT6602,21538,6870
5MT6840,21542,82968
5MT7544,21604,98271
5MT7429,21619,75139
5MT7451,21639,78921
5MT7461,21649,126288
5MT7463,21651,25316
5MT7464,21652,8688
5MT7466,21654,75525
5MT7697,21701,99239
5MT7708,21711,126021
5MT7710,21713,38857
5MT7712,21715,82496
5MT7714,21717,32923
5MT7716,21719,69978
5MT7724,21726,112211
5MT7732,21732,14514
5MT7777,21752,51640
5MT7997,21787,120367
5MT8002,21788,65422
5MT8033,21793,57120
5MT8909,21829,27317
5MT8292,21848,75601
5MT8519,21857,27769
5MT8931,21900,13702
5MT8999,21911,34386
5MT9001,21914,69311
5MT9429,21993,11606
5MT9430,21994,38199
5MT9542,22029,50268
5MT9543,22030,86725
5MT9554,22038,105851
5MT9681,22075,27481
5MT9687,22077,117228
5MT9694,22084,109949
5MT9987,22095,25553
5MV1347,22110,104181
5MV1351,22115,30918
5MV1359,22123,75701
5MT9849,22211,121048
5MT9850,22213,8605
5MT9868,22231,123362
5MT9872,22235,39075
5MT991226,22272,129053
5MT991230,22273,18628
5MT991442,22287,87759
5MT991443,22288,62457
5MT991888,22350,124673
5MT991889,22351,62457
5MT9920,22358,36628
5MT9922,22360,56558
5MT9925,22363,114055
5MT9926,22364,94224
5MT9939,22377,25180
5MT9941,22379,74475
5MT9944,22382,72078
5MT9947,22385,118536
5MT9948,22386,23514
5MT9953,22391,14674
5MT9958,22396,77934
5MT9960,22398,103562
5MT9969,22407,22066
5MT9971,22409,7223
5MT9975,22413,39314
5MT9982,22420,56896
5MT9992,22426,116421
5MT9994,22428,63177
5MT9995,22429,56322
5MV1008,22444,106001
5MV1077,22508,110136
5MV1132,22559,40948
5MV1143,22567,46071
5MV1146,22570,29603
5MV1216,22608,74565
5MV1246,22628,108929
5MV1248,22630,87387
5MV1278,22663,77813
5MV1288,22674,72438
5MV1294,22681,101665
5MV1295,22682,57081
5MV1298,22685,42954
5MV1299,22686,93288
5MV1308,22697,85002
5MV1313,22703,69671
5MV1318,22708,37807
5MV1323,22714,30918
5MV1326,22717,36803
5MV1327,22718,17665
5MV1334,22726,46703
5MV1335,22727,46703
5MV1336,22728,21329
5MV1338,22730,17665
5MV1340,22733,104181
5MV1363,22738,82638
5MV1468,22750,8880
5MV2015,22779,102330
5MV1372,22787,66061
5MV1393,22810,30860
5MV1396,22813,58861
5MV1401,22820,80194
5MV1409,22828,24183
5MV1432,22848,115870
5MV1433,22849,18233
5MV1451,22864,102594
5MV1487,22889,48005
5MV1514,22920,92873
5MV1546,22942,52074
5MV1565,22961,34561
5MV1600,22991,8803
5MV1606,22997,89555
5MV1634,23027,36578
5MV1637,23030,21611
5MV1638,23031,36578
5MV1662,23057,89530
5MV1674,23069,98738
5MV1703,23101,60925
5MV1719,23104,116890
5MV172,23105,75379
5MV1751,23122,48554
5MV1757,23128,72445
5MV1766,23138,96334
5MV1779,23152,61029
5MV1817,23187,48962
5MV1860,23235,101969
5MV1862,23237,122392
5MV1868,23243,58861
5MV1876,23248,80612
5MV1878,23250,118261
5MV191,23282,93134
5MV1941,23316,27554
5MV2000,23375,86827
5MV2001,23376,50620
5MV2004,23379,31892
5MV2005,23380,52518
5MV2028,23397,106980
5MV2037,23407,74809
5MV2040,23411,80713
5MV2043,23414,37822
5MV2044,23415,44004
5MV206,23432,19963
5MV2073,23447,49178
5MV2091,23467,85395
5MV2093,23469,95039
5MV2365,23516,28503
5MV2728,23530,82913
5MV2877,23536,41496
5MV3083,23537,72970
5MV213,23544,75379
5MV2166,23584,7270
5MV22,23620,10161
5MV2206,23628,32504
5MV2213,23634,17743
5MV2237,23649,51676
5MV2292,23686,46420
5MV231,23690,61054
5MV2330,23710,21380
5MV237,23745,14226
5MV2384,23761,117952
5MV2421,23800,94515
5MV2440,23821,99290
5MV2452,23834,44886
5MV2466,23849,122644
5MV2483,23868,74001
5MV2484,23869,112755
5MV2487,23872,43614
5MV2491,23877,78719
5MV2493,23879,103102
5MV2496,23882,99516
5MV2498,23884,122925
5MV2510,23898,82886
5MV2555,23947,43659
5MV2578,23972,68404
5MV2580,23975,8505
5MV2582,23977,60350
5MV2586,23981,95463
5MV2593,23989,66397
5MV2599,23995,80003
5MV2618,24016,67582
5MV2636,24036,62622
5MV2658,24055,94135
5MV2699,24100,59732
5MV2704,24105,80359
5MV2717,24119,94120
5MV2718,24120,93565
5MV2740,24136,52516
5MV2742,24138,81911
5MV2751,24148,85990
5MV2755,24152,125107
5MV2757,24154,12881
5MV2764,24162,73847
5MV2771,24170,66360
5MV2792,24193,15025
5MV2825,24229,87738
5MV2829,24233,85700
5MV2834,24239,103800
5MV284,24245,59557
5MV2846,24252,10959
5MV2851,24258,62866
5MV2866,24274,106924
5MV2870,24279,60478
5MV2878,24282,42706
5MV2880,24285,115711
5MV2884,24289,42706
5MV2886,24291,110026
5MV2895,24301,55947
5MV2920,24329,110026
5MV2923,24332,69580
5MV2954,24366,86919
5MV2964,24377,110026
5MV2972,24386,56862
5MV2975,24389,86919
5MV2976,24390,23403
5MV298,24394,12552
5MV2988,24403,6472
5MV2991,24407,97698
5MV2993,24409,10479
5MV2995,24411,91594
5MV2999,24415,40143
5MV3001,24419,91704
5MV3003,24421,103991
5MV3009,24427,94516
5MV301,24428,106763
5MV3011,24430,15546
5MV3017,24436,93218
5MV3026,24446,116513
5MV3028,24448,80646
5MV3030,24451,66897
5MV3035,24456,65333
5MV3037,24458,78965
5MV3046,24468,26318
5MV3059,24482,128962
5MV3073,24498,18493
5MV3080,24506,91287
5MV3089,24510,24352
5MV3091,24513,22410
5MV3095,24517,24352
5MV3098,24520,121333
5MV3099,24521,66310
5MV310,24523,43883
5MV3101,24525,102200
5MV3103,24527,102200
5MV3145,24573,43266
5MV315,24578,119774
5MV3152,24581,26318
5MV3153,24582,47183
5MV3154,24583,18026
5MV3156,24585,90645
5MV3178,24609,97649
5MV3185,24617,98695
5MV3201,24636,47183
5MV3207,24642,27554
5MV4074,24682,42726
5MV4081,24688,106681
5MV3220,24691,126055
5MV3228,24699,47338
5MV3233,24705,89549
5MV3254,24728,63818
5MV3259,24733,19072
5MV3275,24751,105137
5MV3288,24765,30782
5MV3315,24796,15207
5MV3321,24803,96223
5MV3324,24806,82018
5MV3331,24814,114668
5MV3342,24826,10697
5MV3355,24840,95359
5MV3366,24852,107300
5MV3378,24865,103119
5MV3427,24909,64262
5MV3552,25042,119135
5MV3556,25046,98770
5MV3575,25067,129718
5MV3608,25104,10959
5MV3636,25135,21765
5MV3659,25160,127036
5MV3663,25165,127036
5MV3666,25168,46826
5MV37,25205,58079
5MV3796,25308,24071
5MV3802,25316,67851
5MV3805,25318,16320
5MV3815,25329,5881
5MV3824,25339,18604
5MV3850,25368,56975
5MV3860,25379,10386
5MV3861,25380,43266
5MV3866,25385,23634
5MV3870,25390,97382
5MV3871,25391,28091
5MV3925,25435,73058
5MV4012,25485,65389
5MV4029,25503,81787
5MV4032,25507,29171
5MV4035,25510,100786
5MV4037,25512,36501
5MV4043,25519,109401
5MV4050,25526,106724
5MV4052,25528,44886
5MV4054,25530,32469
5MV407,25547,63633
5MV4098,25567,113225
5MV4100,25571,94095
5MV4110,25582,29925
5MV4143,25618,48650
5MV4719,25653,121830
5MV4720,25655,110019
5MV4721,25656,9103
5MV4723,25658,42351
5MV558,25666,51084
5MV4166,25678,110262
5MV4168,25680,93366
5MV4172,25685,42726
5MV4176,25689,43763
5MV4179,25692,21682
5MV4184,25698,75568
5MV4189,25703,28102
5MV4195,25710,100954
5MV4196,25711,129177
5MV4214,25731,84124
5MV4260,25781,5697
5MV4276,25798,127712
5MV4279,25801,106804
5MV4280,25803,107933
5MV4292,25813,9991
5MV4302,25824,119135
5MV4324,25848,109379
5MV4326,25850,118234
5MV4346,25872,52220
5MV4349,25875,74765
5MV4353,25879,123981
5MV4365,25892,104125
5MV4369,25896,74820
5MV4504,25939,72070
5MV451,25945,28456
5MV4514,25950,43521
