SITE_NO,SITE_ID,dummyCell
5MT14517,19285,40662
5MT14572,19299,96899
5MT14577,19304,32164
5MT14582,19309,116732
5MT14583,19310,17968
5MT14586,19313,70839
5MT146,19327,79698
5MT148,19337,21892
5MT14841,19354,83171
5MT14845,19358,43577
5MT14848,19361,43577
5MT15157,19376,96687
5MT15158,19377,50049
5MT15555,19419,54186
5MT15561,19425,16647
5MT15567,19431,17839
5MT15580,19443,124563
5MT15584,19447,124563
5MT15586,19449,96239
5MT17076,19458,66042
5MT17077,19459,113758
5MT15587,19471,53193
5MT15599,19483,63284
5MT15602,19486,73305
5MT15603,19487,128143
5MT15605,19489,20235
5MT15618,19495,15319
5MT15623,19498,80939
5MT15624,19499,96865
5MT15974,19526,110839
5MT15976,19528,77358
5MT16078,19538,84580
5MT16082,19542,30722
5MT16459,19559,79123
5MT16470,19570,41447
5MT16557,19613,126352
5MT16559,19615,127157
5MT16563,19619,66741
5MT16569,19625,118518
5MT16577,19633,10525
5MT16579,19634,10525
5MT16580,19635,39676
5MT16582,19637,88236
5MT16585,19640,126671
5MT16591,19646,114169
5MT16683,19686,59154
5MT16684,19687,64021
5MT16686,19689,128504
5MT16690,19693,59154
5MT16691,19694,64021
5MT16692,19695,117037
5MT16693,19696,47650
5MT16694,19697,47650
5MT16695,19698,47650
5MT16696,19699,109370
5MT16703,19706,70367
5MT16705,19708,86398
5MT16706,19709,86398
5MT16707,19710,56633
5MT16708,19711,52430
5MT16709,19712,66487
5MT16710,19713,66487
5MT16719,19722,90545
5MT16726,19728,57209
5MT16738,19740,116871
5MT16739,19741,116871
5MT16791,19754,51416
5MT16820,19774,44040
5MT16821,19775,40909
5MT16822,19776,47057
5MT16823,19777,47057
5MT16824,19778,114116
5MT16826,19780,33554
5MT16827,19781,67776
5MT16831,19785,111012
5MT16832,19786,111012
5MT16834,19788,57763
5MT16847,19801,42540
5MT16848,19802,96718
5MT16849,19803,101599
5MT16851,19805,101599
5MT16929,19843,67303
5MT17030,19857,107945
5MT17033,19860,6465
5MT17037,19864,112420
5MT17041,19868,72167
5MT17050,19877,114319
5MT17052,19879,52823
5MT17055,19882,52823
5MT17060,19887,39042
5MT17080,19897,66042
5MT17098,19906,119366
5MT17104,19910,61908
5MT17137,19922,66655
5MT17177,19939,56620
5MT17229,19954,49620
5MT17230,19955,27859
5MT17253,19965,48735
5MT17271,19982,79878
5MT17273,19984,108721
5MT17318,19998,82892
5MT17320,20000,111422
5MT17322,20002,35583
5MT17330,20010,84659
5MT17333,20013,123536
5MT17346,20020,82892
5MT17390,20031,89985
5MT17482,20055,14227
5MT17486,20056,69642
5MT17514,20059,50955
5MT17659,20096,43647
5MT18516,20111,6168
5MT18638,20116,30717
5MT18643,20121,69212
5MT18368,20146,96062
5MT18386,20163,35615
5MT18404,20181,11311
5MT18405,20182,91655
5MT18407,20184,91655
5MT18408,20185,50743
5MT18416,20192,75355
5MT18421,20197,6164
5MT18428,20204,52210
5MT18437,20213,114212
5MT18438,20214,114212
5MT18449,20225,99601
5MT18451,20227,123952
5MT18456,20232,40781
5MT18498,20268,41495
5MT18523,20287,88091
5MT18535,20296,89755
5MT18579,20338,18210
5MT18583,20342,124906
5MT18587,20346,129146
5MT18592,20351,127865
5MT18596,20355,33283
5MT18597,20356,81499
5MT18629,20360,69820
5MT18632,20363,38678
5MT18693,20383,85522
5MT18699,20389,35613
5MT18712,20402,62036
5MT18716,20406,52458
5MT18722,20412,16662
5MT18727,20417,8146
5MT18728,20418,56800
5MT18738,20426,114764
5MT19794,20458,8508
5MT18836,20476,26512
5MT18837,20477,121206
5MT18848,20488,80321
5MT18858,20498,76446
5MT18984,20529,59734
5MT18986,20531,95246
5MT19003,20548,74772
5MT19010,20555,43389
5MT19012,20557,50162
5MT19013,20558,124290
5MT19015,20560,95340
5MT19036,20582,84659
5MT19054,20600,84659
5MT1908,20601,127120
5MT19099,20609,17718
5MT19100,20611,60667
5MT19106,20617,70856
5MT19116,20627,103736
5MT19130,20635,61156
5MT19133,20638,48639
5MT19332,20650,19109
5MT19378,20651,54223
5MT19431,20652,102322
5MT19448,20653,102433
5MT19469,20664,44538
5MT19471,20666,68051
5MT19490,20680,105470
5MT19517,20707,46908
5MT19525,20715,61043
5MT19554,20744,26257
5MT19561,20751,101919
5MT19586,20770,10917
5MT19588,20772,112124
5MT19589,20773,84125
5MT19682,20805,38149
5MT19716,20816,33792
5MT19757,20841,67668
5MT19758,20842,67668
5MT19759,20843,67668
5MT19767,20849,81709
5MT2034,20864,15791
5MT2508,20927,76476
5MT2715,21008,110121
5MT2717,21009,127292
5MT2719,21010,74414
5MT2720,21011,92034
5MT2741,21013,78860
5MT286,21069,129541
5MT288,21071,17147
5MT379,21085,108775
5MT4125,21096,126338
5MT381,21132,84284
5MT383,21135,100340
5MT385,21137,59765
5MT394,21145,97231
5MT4143,21199,56134
5MT4150,21206,96585
5MT4155,21211,54406
5MT4190,21236,86971
5MT421,21242,49216
5MT426,21247,48890
5MT4318,21265,114829
5MT438,21278,21112
5MT4974,21349,7133
5MT555,21407,128710
5MT574,21416,123737
5MT576,21474,27421
5MT579,21477,119725
5MT703,21536,29765
5MT705,21557,43829
5MT7267,21594,61560
5MT7273,21599,100407
5MT7276,21602,64244
5MT7547,21606,98503
5MT7549,21661,57026
5MT7589,21671,105678
5MT7591,21673,124364
5MT7649,21677,107006
5MT7741,21740,53973
5MT7914,21781,75355
5MT7915,21782,99522
5MT8213,21847,90587
5MT958,22044,48050
5MT9620,22061,85408
5MT9679,22073,102785
5MV1112,22101,106540
5MV1113,22102,49803
5MV1346,22109,117721
5MV1349,22112,30918
5MV1354,22118,113628
5MV1356,22120,75701
5MV1357,22121,75701
5MT975,22151,113988
5MT978,22163,96943
5MT9817,22176,69556
5MT9846,22208,73157
5MT9847,22209,90515
5MT9848,22210,51640
5MT9851,22214,93562
5MT9853,22216,11254
5MT9869,22232,49384
5MT9892,22250,55426
5MT991243,22277,129157
5MT991244,22278,85307
5MT991532,22306,102899
5MT991743,22342,20265
5MT991886,22348,59116
5MT991887,22349,16603
5MT991891,22353,16603
5MT9923,22361,124982
5MT9929,22367,60195
5MT9937,22375,74082
5MT9938,22376,115361
5MT9961,22399,7640
5MT9967,22405,30558
5MT9979,22417,71585
5MT9993,22427,85049
5MV10,22435,105142
5MV1024,22459,7402
5MV1027,22462,7552
5MV1029,22464,34953
5MV1040,22473,47612
5MV1046,22479,121552
5MV1048,22481,105096
5MV1049,22482,103027
5MV1057,22491,14346
5MV1058,22492,23626
5MV1060,22494,47612
5MV1082,22514,18145
5MV1083,22515,106590
5MV1089,22521,54867
5MV1096,22529,94218
5MV1097,22530,112271
5MV1100,22535,124910
5MV1107,22541,43051
5MV1109,22543,116342
5MV1117,22545,107815
5MV1119,22547,113587
5MV1125,22551,26857
5MV1130,22557,104812
5MV1131,22558,46071
5MV1134,22561,46071
5MV1135,22562,68673
5MV1137,22564,103000
5MV1141,22566,72186
5MV1189,22583,105154
5MV1194,22585,103908
5MV120,22592,87502
5MV1209,22602,69068
5MV121,22603,87502
5MV1210,22604,125318
5MV1215,22607,124407
5MV1220,22613,118982
5MV1223,22615,120182
5MV1227,22619,44900
5MV1230,22621,18628
5MV1232,22623,30691
5MV1254,22637,120180
5MV1257,22640,41943
5MV1261,22645,116997
5MV1262,22646,113587
5MV1264,22648,12756
5MV1274,22659,40461
5MV1275,22660,21556
5MV1279,22664,39226
5MV1281,22667,22570
5MV1282,22668,39796
5MV1290,22677,98431
5MV1291,22678,45829
5MV1300,22689,101665
5MV1303,22692,118320
5MV1306,22695,36521
5MV1307,22696,85002
5MV1310,22700,69671
5MV1315,22705,39754
5MV1330,22722,79036
5MV1331,22723,46703
5MV1332,22724,46703
5MV1333,22725,46703
5MV1337,22729,21329
5MV1339,22731,104181
5MV1362,22737,81359
5MV1365,22740,39300
5MV1366,22741,43580
5MV1367,22742,48962
5MV1466,22748,16732
5MV1472,22755,103031
5MV1578,22762,27357
5MV1579,22763,109163
5MV158,22764,11044
5MV1582,22767,9026
5MV1787,22768,11309
5MV1788,22769,11309
5MV1789,22770,11309
5MV1790,22772,117684
5MV1791,22773,66489
5MV1792,22774,66489
5MV2011,22775,82967
5MV2012,22776,12706
5MV2016,22780,102330
5MV1369,22783,43580
5MV1373,22788,48962
5MV1374,22789,66472
5MV1375,22790,66472
5MV1384,22800,60160
5MV1388,22804,66489
5MV139,22806,106933
5MV1390,22807,47402
5MV1399,22816,80194
5MV14,22817,118155
5MV1403,22822,58861
5MV1405,22824,12976
5MV1407,22826,104836
5MV141,22829,11044
5MV1412,22832,112183
5MV1414,22834,82954
5MV1416,22836,82954
5MV1417,22837,119855
5MV1419,22839,58861
5MV142,22840,11044
5MV1421,22842,80612
5MV1430,22846,13092
5MV1436,22852,116890
5MV144,22854,77250
5MV1440,22855,126619
5MV1442,22857,87759
5MV1453,22866,33905
5MV1454,22867,123122
5MV1455,22868,58810
5MV1458,22871,63365
5MV146,22873,77250
5MV1477,22878,66305
5MV1478,22879,110049
5MV148,22881,77250
5MV1483,22885,110049
5MV149,22892,77250
5MV1490,22893,9904
5MV1492,22895,12243
5MV1495,22898,12243
5MV1496,22899,75595
5MV1499,22902,61961
5MV150,22904,77250
5MV1503,22908,118514
5MV1505,22910,87382
5MV1509,22914,60907
5MV151,22915,77250
5MV152,22921,11044
5MV1525,22922,75595
5MV1532,22927,102899
5MV1533,22928,49363
5MV1536,22931,107446
5MV154,22935,106933
5MV1542,22938,13459
5MV1544,22940,13459
5MV1548,22944,52074
5MV1552,22947,122075
5MV1555,22950,122075
5MV1557,22952,16922
5MV1558,22953,16922
5MV156,22955,91926
5MV1561,22957,13207
5MV1563,22959,98333
5MV1566,22962,76968
5MV157,22966,77250
5MV1570,22967,13207
5MV1571,22968,9026
5MV1572,22969,87078
5MV1573,22970,77979
5MV1584,22972,110590
5MV1587,22975,54376
5MV1589,22977,109163
5MV159,22978,11044
5MV1597,22986,36718
5MV1599,22988,60160
5MV160,22990,91926
5MV1604,22995,37829
5MV1607,22998,80185
5MV1609,23000,89555
5MV1611,23003,89555
5MV1612,23004,126464
5MV1618,23010,89725
5MV162,23012,77250
5MV1620,23013,110590
5MV1625,23018,77073
5MV1627,23020,79847
5MV1632,23025,36578
5MV1639,23032,36578
5MV164,23033,61276
5MV1643,23037,70095
5MV1649,23042,89530
5MV165,23043,9860
5MV1657,23051,7991
5MV1659,23053,7991
5MV1661,23056,81835
5MV1665,23060,26039
5MV1667,23062,26039
5MV1668,23063,68854
5MV1672,23067,79847
5MV1673,23068,89725
5MV1675,23070,99437
5MV1678,23073,46073
5MV168,23075,104995
5MV1681,23077,84856
5MV1682,23078,57081
5MV1685,23081,33905
5MV1688,23084,33905
5MV169,23086,104995
5MV1690,23087,38924
5MV1691,23088,38924
5MV1698,23095,45275
5MV17,23097,118155
5MV170,23098,59871
5MV1700,23099,90863
5MV1701,23100,58692
5MV1720,23106,119403
5MV1721,23107,119403
5MV1722,23108,109163
5MV1724,23110,68854
5MV1732,23113,17092
5MV1733,23114,81835
5MV1746,23116,7991
5MV1747,23117,7991
5MV1748,23118,7991
5MV1749,23119,45829
5MV175,23120,75379
5MV1752,23123,48554
5MV1753,23124,45829
5MV1754,23125,45829
5MV1755,23126,45829
5MV1756,23127,48554
5MV1758,23129,21758
5MV1760,23132,101665
5MV1762,23134,97398
5MV1769,23141,97398
5MV1770,23143,97398
5MV1771,23144,61029
5MV1772,23145,61029
5MV1775,23148,38155
5MV1776,23149,21830
5MV1777,23150,84603
5MV1778,23151,84603
5MV1780,23153,20394
5MV1785,23158,11309
5MV1795,23162,104992
5MV1796,23163,68671
5MV1797,23164,68671
5MV18,23167,51906
5MV1801,23170,21758
5MV1804,23173,94755
5MV1805,23174,72445
5MV1809,23178,7091
5MV181,23179,87199
5MV1811,23181,66489
5MV1814,23184,32445
5MV1815,23185,10415
5MV182,23190,87199
5MV1820,23191,119403
5MV1821,23192,90863
5MV1825,23196,97071
5MV1826,23197,97071
5MV1827,23198,97071
5MV1828,23199,97071
5MV183,23201,52671
5MV1830,23202,13369
5MV1831,23203,119403
5MV1832,23204,44180
5MV1833,23205,97662
5MV1838,23210,84417
5MV184,23212,87199
5MV1842,23215,118441
5MV1843,23216,118441
5MV1845,23218,26064
5MV1846,23219,43478
5MV1847,23220,43478
5MV1848,23221,26064
5MV1849,23222,45237
5MV185,23223,87199
5MV1850,23224,45237
5MV1851,23225,118441
5MV1852,23226,112805
5MV1853,23227,112805
5MV1855,23229,28721
5MV1857,23231,28721
5MV1863,23238,13369
5MV1864,23239,13369
5MV1866,23241,122392
5MV1869,23244,18233
5MV1870,23246,16365
5MV1879,23251,87156
5MV1880,23253,10286
5MV1882,23255,106999
5MV1886,23259,59116
5MV1887,23260,33270
5MV1888,23261,124673
5MV1889,23262,62457
5MV1891,23265,16603
5MV1894,23267,107645
5MV1896,23269,7548
5MV1897,23270,82474
5MV1898,23271,95240
5MV1899,23272,95240
5MV190,23274,93134
5MV1905,23277,63365
5MV1916,23288,87216
5MV1919,23291,24618
5MV192,23292,93134
5MV1921,23294,23525
5MV1923,23296,83163
5MV1924,23297,105672
5MV1932,23306,108487
5MV1933,23307,129338
5MV1934,23308,19475
5MV196,23332,7599
5MV199,23361,19963
5MV2,23372,16155
5MV2002,23377,50620
5MV2008,23383,94238
5MV2009,23384,94238
5MV201,23385,11495
5MV2010,23386,78641
5MV202,23388,19963
5MV2021,23390,30568
5MV203,23399,7599
5MV2031,23401,37822
5MV2035,23405,64760
5MV204,23410,19963
5MV2046,23417,115001
5MV2048,23419,53120
5MV205,23421,19963
5MV2050,23422,113429
5MV207,23443,19963
5MV208,23454,19963
5MV209,23465,19963
5MV21,23476,10161
5MV210,23477,19963
5MV212,23496,19963
5MV2652,23518,16454
5MV2653,23519,64721
5MV2724,23526,103393
5MV2725,23527,103393
5MV2726,23528,7100
5MV2729,23531,46202
5MV2875,23534,48724
5MV221,23630,87199
5MV222,23638,35316
5MV223,23642,35316
5MV226,23661,95652
5MV227,23666,95652
5MV228,23677,74712
5MV229,23685,14226
5MV23,23687,10161
5MV230,23688,61054
5MV232,23698,61054
5MV234,23720,111061
5MV235,23730,61054
5MV236,23741,61054
5MV238,23756,128251
5MV239,23766,55157
5MV241,23788,29194
5MV242,23798,26212
5MV2424,23803,96350
5MV2427,23806,78469
5MV2429,23808,8124
5MV243,23809,26212
5MV2436,23816,122107
5MV2438,23818,121943
5MV244,23820,26212
5MV2441,23822,83200
5MV2442,23823,94100
5MV2458,23840,103196
5MV2467,23850,78518
5MV247,23853,108285
5MV248,23864,108285
5MV2490,23876,100456
5MV250,23886,26212
5MV2501,23888,80713
5MV2509,23896,82886
5MV2515,23903,86689
5MV2516,23904,86689
5MV2518,23906,45589
5MV252,23908,106245
5MV2520,23909,96189
5MV2521,23910,91740
5MV2523,23912,39195
5MV2524,23913,24355
5MV2525,23914,98651
5MV2529,23918,60978
5MV253,23919,18861
5MV2531,23921,109554
5MV2533,23923,109554
5MV2535,23925,88608
5MV2538,23928,77338
5MV254,23930,106245
5MV2541,23932,118742
5MV2542,23933,54975
5MV2544,23935,71807
5MV2548,23939,120162
5MV255,23941,18861
5MV2550,23942,118636
5MV2551,23943,118636
5MV2552,23944,55317
5MV2553,23945,10323
5MV2554,23946,24964
5MV2556,23948,10323
5MV2559,23951,27609
5MV2560,23953,94487
5MV2563,23956,114639
5MV2569,23962,49074
5MV2571,23965,94364
5MV2572,23966,94364
5MV2573,23967,49074
5MV2574,23968,50971
5MV2579,23973,24964
5MV258,23974,34654
5MV2585,23980,107013
5MV259,23985,34654
5MV2591,23987,29440
5MV2594,23990,54781
5MV2597,23993,57028
5MV2598,23994,66413
5MV260,23996,105096
5MV2601,23998,25281
5MV2603,24000,91626
5MV2605,24002,125827
5MV2606,24003,125827
5MV2610,24008,80003
5MV2611,24009,96930
5MV2612,24010,129912
5MV2614,24012,129640
5MV2619,24017,80962
5MV2620,24019,8908
5MV2624,24023,107013
5MV2625,24024,25281
5MV2626,24025,81303
5MV2627,24026,92840
5MV2629,24028,95642
5MV263,24029,79949
5MV2632,24032,88001
5MV2633,24033,12122
5MV2635,24035,21550
5MV2637,24037,105929
5MV2639,24039,124552
5MV264,24040,104379
5MV2641,24042,31152
5MV2642,24043,31152
5MV2644,24045,31152
5MV2645,24046,31182
5MV2646,24047,33990
5MV2647,24048,107146
5MV2650,24052,43411
5MV2667,24065,77064
5MV267,24068,30074
5MV2674,24073,49579
5MV2678,24077,97429
5MV2679,24078,69439
5MV268,24079,88686
5MV2682,24082,20706
5MV269,24090,44044
5MV2692,24093,34431
5MV2694,24095,12468
5MV2697,24098,116409
5MV2698,24099,116409
5MV2702,24103,68962
5MV2706,24107,21336
5MV2707,24108,19515
5MV2713,24115,128376
5MV2715,24117,86044
5MV2732,24127,26985
5MV2737,24132,122084
5MV2746,24142,50822
5MV2749,24145,70839
5MV275,24146,27368
5MV279,24190,42206
5MV2790,24191,47899
5MV280,24201,42206
5MV281,24212,59557
5MV2814,24217,45785
5MV2815,24218,45785
5MV2817,24220,10959
5MV2819,24222,10959
5MV2821,24225,45785
5MV2822,24226,106924
5MV2823,24227,26179
5MV2824,24228,19475
5MV2826,24230,80019
5MV2827,24231,85700
5MV2828,24232,103367
5MV283,24234,59557
5MV2832,24237,97934
5MV2835,24240,109262
5MV2836,24241,97934
5MV2844,24250,97934
5MV2847,24253,109262
5MV2853,24260,62866
5MV2854,24261,106924
5MV2855,24262,60186
5MV2858,24265,53923
5MV286,24267,116856
5MV2863,24271,55947
5MV2865,24273,88118
5MV2867,24275,63995
5MV2868,24276,106924
5MV2869,24277,86045
5MV287,24278,42206
5MV2871,24280,128491
5MV288,24284,88052
5MV2883,24288,88118
5MV2887,24292,33922
5MV2889,24294,69580
5MV2893,24299,69580
5MV2902,24309,10959
5MV2906,24313,107754
5MV2908,24315,107754
5MV2922,24331,110026
5MV2927,24336,69580
5MV293,24339,91540
5MV2939,24349,69580
5MV294,24350,91540
5MV2946,24357,76348
5MV2950,24362,37028
5MV2951,24363,128491
5MV2952,24364,86919
5MV296,24372,92138
5MV2962,24375,110026
5MV2966,24379,107754
5MV2968,24381,91991
5MV297,24383,30547
5MV2973,24387,31441
5MV2983,24398,97698
5MV2987,24402,72049
5MV2997,24413,46991
5MV3,24416,16155
5MV300,24417,59557
5MV3005,24423,103991
5MV3008,24426,105500
5MV3013,24432,26027
5MV3024,24444,53927
5MV303,24450,43883
5MV3032,24453,78965
5MV3034,24455,102200
5MV3036,24457,42963
5MV304,24461,105888
5MV3044,24466,111877
5MV3055,24478,108595
5MV306,24483,105888
5MV3060,24484,37114
5MV3061,24485,71773
5MV3062,24486,121030
5MV3067,24491,64558
5MV3071,24496,39080
5MV3072,24497,121030
5MV3074,24499,61171
5MV309,24511,97906
5MV3096,24518,22111
5MV3100,24524,68957
5MV3106,24530,100057
5MV3107,24531,128589
5MV311,24534,34654
5MV3110,24535,63278
5MV3118,24543,63278
5MV312,24545,34654
5MV3120,24546,47766
5MV3122,24548,28484
5MV313,24556,49323
5MV3131,24558,100047
5MV3132,24559,117388
5MV314,24567,59557
5MV3151,24580,53906
5MV3157,24586,90645
5MV3159,24588,92530
5MV316,24589,43883
5MV3173,24604,97649
5MV3177,24608,79303
5MV3179,24610,59752
5MV318,24611,80736
5MV3180,24612,12324
5MV3183,24615,30253
5MV3184,24616,12324
5MV3188,24620,92530
5MV319,24622,43883
5MV3193,24626,57754
5MV3194,24627,12324
5MV320,24634,80736
5MV3211,24647,93005
5MV3215,24651,37764
5MV3216,24652,16075
5MV341,24661,118366
5MV3412,24664,63709
5MV3414,24666,127104
5MV4078,24685,15854
5MV408,24687,121552
5MV322,24690,74913
5MV3223,24694,96478
5MV3224,24695,77063
5MV3231,24703,91703
5MV3236,24708,24374
5MV3239,24711,15721
5MV324,24712,51325
5MV3240,24713,15721
5MV3247,24720,102452
5MV3250,24724,24374
5MV326,24734,50414
5MV3267,24742,53097
5MV327,24745,111362
5MV3279,24755,85201
5MV328,24756,13569
5MV3282,24759,48272
5MV329,24767,50414
5MV3291,24769,76010
5MV3307,24787,24172
5MV3314,24795,111597
5MV3319,24800,79846
5MV3336,24819,57233
5MV3341,24825,114668
5MV3343,24827,95359
5MV335,24834,128251
5MV3386,24874,60612
5MV3388,24876,97007
5MV3392,24881,97007
5MV3394,24883,97007
5MV3398,24887,94769
5MV3400,24891,45889
5MV3418,24899,71626
5MV342,24901,13569
5MV3420,24902,123246
5MV3422,24904,93795
5MV3423,24905,110074
5MV3429,24911,77373
5MV3430,24913,14600
5MV3431,24914,117585
5MV3433,24916,117585
5MV3437,24920,123246
5MV344,24923,13569
5MV3449,24933,26294
5MV3451,24936,86053
5MV346,24945,82624
5MV347,24956,67003
5MV3477,24964,61351
5MV35,24984,109555
5MV350,24985,123910
5MV3501,24987,67402
5MV3522,25010,118606
5MV3535,25024,113919
5MV3537,25026,82389
5MV355,25039,44859
5MV3555,25045,119915
5MV3557,25047,61351
5MV356,25050,44859
5MV3560,25051,82389
5MV359,25083,67003
5MV3598,25092,44572
5MV360,25095,67003
5MV3606,25102,127712
5MV361,25106,17514
5MV3613,25110,34894
5MV3615,25112,110847
5MV3619,25116,115822
5MV362,25117,17514
5MV3627,25125,121815
5MV363,25128,35797
5MV3632,25131,124177
5MV364,25139,21778
5MV3640,25140,66505
5MV3641,25141,56081
5MV3642,25142,71639
5MV3644,25144,42913
5MV3647,25147,16855
5MV3652,25153,90897
5MV3657,25158,52788
5MV3661,25163,127036
5MV3668,25170,61461
5MV367,25172,97963
5MV3675,25178,19120
5MV3677,25180,43102
5MV3686,25190,28799
5MV3688,25192,67942
5MV369,25194,21722
5MV3690,25195,118474
5MV3709,25216,34509
5MV3716,25224,64160
5MV372,25228,105439
5MV3720,25229,32611
5MV374,25246,70693
5MV3782,25293,101700
5MV3785,25296,76679
5MV38,25312,74179
5MV3809,25322,74269
5MV382,25334,48597
5MV3820,25335,121801
5MV383,25345,48597
5MV3832,25348,128596
5MV3840,25357,35947
5MV3863,25382,107220
5MV3864,25383,47081
5MV388,25400,105439
5MV391,25428,70693
5MV393,25440,70693
5MV40,25471,66524
5MV400,25472,107746
5MV4001,25473,100215
5MV4004,25476,125148
5MV4006,25478,35695
5MV4008,25480,38314
5MV4009,25481,38314
5MV4013,25486,38314
5MV4014,25487,125148
5MV402,25493,13082
5MV403,25504,107746
5MV404,25515,63633
5MV4040,25516,11030
5MV4042,25518,109401
5MV4044,25520,109401
5MV4047,25523,65614
5MV405,25525,63633
5MV4053,25529,24326
5MV4088,25556,92161
5MV4090,25559,116318
5MV4092,25561,47158
5MV41,25569,70457
5MV4103,25574,68600
5MV4106,25577,51266
5MV4111,25583,67950
5MV4116,25588,24180
5MV412,25592,101303
5MV413,25603,98960
5MV4139,25613,128200
5MV414,25614,60845
5MV4140,25615,126522
5MV4144,25619,22125
5MV4146,25621,83152
5MV416,25636,60845
5MV452,25643,28456
5MV4520,25644,122488
5MV4615,25648,77784
5MV4717,25651,128491
5MV4722,25657,54569
5MV4724,25659,91069
5MV4725,25660,126298
5MV4727,25662,43528
5MV4165,25677,126802
5MV417,25682,60845
5MV418,25693,104283
5MV420,25715,25087
5MV4225,25742,121416
5MV423,25747,25087
5MV4230,25748,12624
5MV425,25769,104283
5MV4255,25775,127031
5MV426,25780,37575
5MV427,25791,60845
5MV428,25802,37575
5MV4291,25812,29889
5MV431,25832,116676
5MV4322,25846,113919
5MV4328,25852,89626
5MV433,25854,101303
5MV434,25865,98960
5MV435,25876,45854
5MV4356,25882,76033
5MV436,25886,109350
5MV438,25908,129093
5MV44,25916,23954
5MV440,25917,80794
5MV441,25921,129093
5MV443,25926,45854
5MV444,25927,45854
5MV445,25928,45854
5MV446,25929,45854
5MV447,25930,109350
5MV45,25933,23954
5MV4500,25935,8551
5MV4502,25937,47853
5MV4503,25938,110736
5MV4508,25943,12324
5MV4509,25944,17163
5MV4510,25946,97649
5MV4511,25947,97649
5MV4512,25948,12324
5MV4513,25949,59752
5MV4516,25952,76402
5MV4522,25954,122916
5MV4524,25956,52446
5MV4525,25957,112051
5MV453,25962,72202
5MV4530,25963,32235
5MV4531,25964,121443
5MV4534,25967,76214
5MV4537,25970,101815
5MV454,25971,46563
5MV4548,25978,118636
5MV455,25979,118289
5MV4552,25982,121733
5MV4554,25984,84135
5MV4556,25986,69439
5MV4559,25989,66397
5MV456,25990,72202
5MV4564,25995,41496
5MV4565,25996,76244
5MV4573,26005,24374
5MV4575,26007,44602
5MV4577,26009,68125
5MV458,26010,45194
5MV4580,26011,8872
5MV4584,26015,16267
5MV4588,26019,124483
5MV4589,26020,124483
5MV459,26021,129093
5MV4591,26022,26778
5MV4593,26024,88662
5MV4599,26028,87954
5MV46,26029,42375
5MV4604,26033,99212
5MV4618,26040,114639
5MV462,26042,5536
5MV4624,26047,109554
5MV463,26052,114173
5MV4640,26057,11221
5MV4642,26058,127850
5MV4644,26060,121244
5MV4645,26061,15142
5MV465,26064,114173
5MV4652,26066,97465
5MV4659,26070,29547
5MV466,26071,61504
5MV4661,26073,69439
5MV467,26080,61504
5MV4678,26089,105699
5MV4681,26093,19881
5MV4687,26099,126849
5MV4690,26103,55717
5MV4693,26106,115501
5MV4695,26108,81911
5MV4697,26110,104266
5MV4698,26111,48100
5MV47,26113,39686
5MV470,26114,114173
5MV4703,26118,55317
5MV4705,26120,69807
5MV4708,26123,76214
5MV471,26125,114173
5MV4711,26127,77784
5MV4713,26129,41496
5MV4728,26133,50923
5MV4732,26138,55404
5MV4735,26141,98867
5MV4737,26143,94190
5MV4744,26151,72049
5MV4750,26158,122916
5MV4758,26164,74552
5MV4759,26165,47040
5MV477,26167,74098
5MV478,26168,72202
5MV4793,26170,118685
5MV4796,26173,107868
5MV48,26177,78464
5MV4812,26189,107696
5MV4827,26199,93573
5MV4829,26201,89443
5MV4833,26206,98960
5MV4836,26209,13082
5MV4837,26210,5536
5MV4839,26212,5536
5MV4841,26215,78841
5MV4843,26217,34929
5MV4844,26218,93302
5MV4848,26222,11073
5MV4852,26227,19874
5MV4857,26232,91926
5MV4858,26233,91926
5MV4861,26237,104995
5MV4865,26241,97906
5MV487,26246,17179
5MV4871,26248,109767
5MV4874,26251,51325
5MV488,26256,17179
5MV49,26260,78464
5MV495,26266,44887
5MV498,26269,44887
5MV5,26271,93411
5MV50,26272,78464
5MV500,26273,110190
5MV51,26283,78464
5MV510,26284,72232
5MV511,26285,72232
5MV518,26292,107696
5MV53,26304,23626
5MV531,26306,80735
5MV533,26308,50931
5MV534,26309,100595
5MV54,26315,23626
5MV544,26320,94457
5MV545,26321,119206
5MV547,26323,26476
5MV55,26326,23626
5MV56,26332,89554
5MV572,26345,123493
5MV577,26349,115332
5MV578,26350,6613
5MV580,26353,115332
5MV587,26360,63793
5MV588,26361,63793
5MV59,26363,94545
5MV6,26374,93411
5MV60,26375,40146
5MV61,26386,40146
5MV616,26393,49358
5MV620,26398,85534
5MV622,26400,21774
5MV628,26406,87394
5MV631,26410,66839
5MV633,26412,56685
5MV64,26419,112582
5MV652,26429,110021
5MV66,26437,20286
5MV70,26467,94545
5MV703,26470,6884
5MV706,26473,6884
5MV710,26478,47612
5MV711,26479,26414
5MV713,26481,16886
5MV714,26482,68852
5MV716,26484,26256
5MV720,26489,24745
5MV723,26492,49184
5MV724,26493,49184
5MV728,26497,128631
5MV73,26499,72503
5MV730,26500,128631
5MV731,26501,7022
5MV74,26510,60606
5MV741,26512,16315
5MV744,26515,16315
5MV75,26521,120693
5MV751,26523,35159
5MV752,26524,35159
5MV755,26527,37864
5MV765,26538,118052
5MV767,26540,129866
5MV769,26542,29039
5MV77,26543,31069
